Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.HipFlexion[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.HipAbduction[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.HipExternalRotation[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.KneeFlexion[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.KneeFlexion[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.KneeFlexion[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.AnklePlantarFlexion[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightLegCustom.SubTalarEversion[0]
  1.266666666666667e+00, -1.288928841212969e-02,  9.121072408591524e-02,  1.187660633661328e-01,  8.319641459863744e-02,  2.429989881873373e-02, -1.741355705708515e-01, -6.383440119681018e-02,  1.592377805457248e-01
  1.275000000000000e+00, -1.288812516663165e-02,  9.126266246074688e-02,  1.186815624050093e-01,  8.329892622451501e-02,  2.422972530483136e-02, -1.741483327288697e-01, -6.395088111325291e-02,  1.592791323899311e-01
  1.283333333333333e+00, -1.288807285765330e-02,  9.130538436675129e-02,  1.185971923234064e-01,  8.340595779345580e-02,  2.416816936072297e-02, -1.741611641821008e-01, -6.407195935026878e-02,  1.593298816772121e-01
  1.291666666666667e+00, -1.288683550243641e-02,  9.133751497171727e-02,  1.185130309607593e-01,  8.351370267379311e-02,  2.411720614471502e-02, -1.741746599591948e-01, -6.419540658522815e-02,  1.593878093355058e-01
  1.300000000000000e+00, -1.288529826978723e-02,  9.135698640124068e-02,  1.184327831484346e-01,  8.362033400526329e-02,  2.407697927211605e-02, -1.741873009956762e-01, -6.431981001739330e-02,  1.594452038541835e-01
  1.308333333333333e+00, -1.288201038565994e-02,  9.136322612367453e-02,  1.183563818040489e-01,  8.372125622140439e-02,  2.404903645139300e-02, -1.741995886055733e-01, -6.444178589734552e-02,  1.594990178082866e-01
  1.316666666666667e+00, -1.287666528965206e-02,  9.135619826649477e-02,  1.182847512961081e-01,  8.381273809162437e-02,  2.403351099714102e-02, -1.742114281002622e-01, -6.455833131079829e-02,  1.595450804215280e-01
  1.325000000000000e+00, -1.286912873767067e-02,  9.133685246714007e-02,  1.182188933593295e-01,  8.389157612975284e-02,  2.402928055154607e-02, -1.742227660205277e-01, -6.466679000871886e-02,  1.595803400504947e-01
  1.333333333333333e+00, -1.285920062487382e-02,  9.130713201638385e-02,  1.181598523815376e-01,  8.395541889832107e-02,  2.403411430501357e-02, -1.742335875419242e-01, -6.476512845796216e-02,  1.596032422714596e-01
  1.341666666666667e+00, -1.284642081081388e-02,  9.126970562814041e-02,  1.181085221024623e-01,  8.400290033202325e-02,  2.404539938707417e-02, -1.742438064115714e-01, -6.485210249206602e-02,  1.596134576193053e-01
  1.350000000000000e+00, -1.282992547148774e-02,  9.122752986471405e-02,  1.180653908271390e-01,  8.403364114836485e-02,  2.406078249769417e-02, -1.742532044868445e-01, -6.492732138309086e-02,  1.596114832422637e-01
  1.358333333333333e+00, -1.280850198092006e-02,  9.118346270128019e-02,  1.180303566182024e-01,  8.404815610177267e-02,  2.407826671517421e-02, -1.742614829193457e-01, -6.499108354318209e-02,  1.595982644028444e-01
  1.366666666666667e+00, -1.278083655027542e-02,  9.114003443017382e-02,  1.180027165187337e-01,  8.404765360971470e-02,  2.409603507927494e-02, -1.742683268376244e-01, -6.504408102476761e-02,  1.595748833426716e-01
  1.375000000000000e+00, -1.274582295415805e-02,  9.109936659017359e-02,  1.179812509796497e-01,  8.403371593529671e-02,  2.411239462001413e-02, -1.742734752502297e-01, -6.508714334141841e-02,  1.595425007213718e-01
  1.383333333333333e+00, -1.270010301545684e-02,  9.106323795932925e-02,  1.179640594594177e-01,  8.400878639079584e-02,  2.412611670340170e-02, -1.742768762499174e-01, -6.512143860432666e-02,  1.595023059351355e-01
  1.391666666666667e+00, -1.264833064723826e-02,  9.103308126322007e-02,  1.179488863551398e-01,  8.397272991266566e-02,  2.413593433424333e-02, -1.742786238181307e-01, -6.514694079536862e-02,  1.594569747858928e-01
  1.400000000000000e+00, -1.258840020536117e-02,  9.101005279022911e-02,  1.179330613124142e-01,  8.392774729273826e-02,  2.414160790532383e-02, -1.742788997704650e-01, -6.516475933145678e-02,  1.594082361409010e-01
  1.408333333333333e+00, -1.252057563008995e-02,  9.099501741692451e-02,  1.179141184925068e-01,  8.387542698959150e-02,  2.414346984862514e-02, -1.742778732653747e-01, -6.517593462120780e-02,  1.593578821669978e-01
  1.416666666666667e+00, -1.244538741873534e-02,  9.098852018031023e-02,  1.178903607553921e-01,  8.381756675228834e-02,  2.414254706135566e-02, -1.742755165451314e-01, -6.518182406199428e-02,  1.593068298348665e-01
  1.425000000000000e+00, -1.236362466623562e-02,  9.099081012911481e-02,  1.178609794621545e-01,  8.375607199388074e-02,  2.414034637523677e-02, -1.742716155295908e-01, -6.518393360616501e-02,  1.592551410315248e-01
  1.433333333333333e+00, -1.227628186928405e-02,  9.100189547972559e-02,  1.178258002813361e-01,  8.369280512671962e-02,  2.413838632144705e-02, -1.742659492421437e-01, -6.518381287924120e-02,  1.592026849867325e-01
  1.441666666666667e+00, -1.218443701369080e-02,  9.102160784753766e-02,  1.177849794423974e-01,  8.362949626808552e-02,  2.413782235881801e-02, -1.742584902483415e-01, -6.518302798826409e-02,  1.591497456858055e-01
  1.450000000000000e+00, -1.208918714617254e-02,  9.104964244399105e-02,  1.177387950187698e-01,  8.356766244314044e-02,  2.413937818616052e-02, -1.742494874572366e-01, -6.518299639987200e-02,  1.590970356615229e-01
  1.458333333333333e+00, -1.199167731744176e-02,  9.108553448814738e-02,  1.176874492226272e-01,  8.350850746195508e-02,  2.414347408580131e-02, -1.742394002760551e-01, -6.518477953891996e-02,  1.590454391297635e-01
  1.466666666666667e+00, -1.189312995536288e-02,  9.112858259171852e-02,  1.176309280203339e-01,  8.345287395381053e-02,  2.415041516542038e-02, -1.742287337266142e-01, -6.518900007319402e-02,  1.589957354049564e-01
  1.475000000000000e+00, -1.179484568845457e-02,  9.117782478354153e-02,  1.175689954771849e-01,  8.340124682789386e-02,  2.416061537178904e-02, -1.742179095112772e-01, -6.519581693734483e-02,  1.589482330530876e-01
  1.483333333333333e+00, -1.169820976468182e-02,  9.123212884755194e-02,  1.175012664054085e-01,  8.335376125317144e-02,  2.417476056742962e-02, -1.742072716661237e-01, -6.520488821959253e-02,  1.589025494189760e-01
  1.491666666666667e+00, -1.160463901021833e-02,  9.129031543333910e-02,  1.174273263316816e-01,  8.331027912799761e-02,  2.419370219780226e-02, -1.741971427006908e-01, -6.521539230834884e-02,  1.588578045035914e-01
  1.500000000000000e+00, -1.151543491368483e-02,  9.135124723315990e-02,  1.173468767400989e-01,  8.327055487203720e-02,  2.421804552074036e-02, -1.741878577748302e-01, -6.522621226657645e-02,  1.588130891907745e-01
  1.508333333333333e+00, -1.143174644571603e-02,  9.141392235490664e-02,  1.172598529782308e-01,  8.323434376587277e-02,  2.424774068938929e-02, -1.741798537858653e-01, -6.523629698116294e-02,  1.587678335144911e-01
  1.516666666666667e+00, -1.135483169064755e-02,  9.147756509804927e-02,  1.171664756139297e-01,  8.320135750148204e-02,  2.428197304098023e-02, -1.741738031590052e-01, -6.524514835259569e-02,  1.587219404936056e-01
  1.525000000000000e+00, -1.128635566371205e-02,  9.154160229365238e-02,  1.170672730816891e-01,  8.317120646053179e-02,  2.431923539119851e-02, -1.741706282103601e-01, -6.525324861123233e-02,  1.586758737144478e-01
  1.533333333333333e+00, -1.122818443351166e-02,  9.160541853330528e-02,  1.169632310339909e-01,  8.314353770013394e-02,  2.435742313594313e-02, -1.741712354614632e-01, -6.526204405215989e-02,  1.586306499679830e-01
  1.541666666666667e+00, -1.118166396696973e-02,  9.166796722110937e-02,  1.168560958601095e-01,  8.311832644384963e-02,  2.439408806445709e-02, -1.741760052286920e-01, -6.527341637920500e-02,  1.585874069233841e-01
  1.550000000000000e+00, -1.114871606306260e-02,  9.172750334756707e-02,  1.167488986841186e-01,  8.309550407468398e-02,  2.442694489763420e-02, -1.741842985950856e-01, -6.528881994876856e-02,  1.585463490686298e-01
  1.558333333333333e+00, -1.112512437479812e-02,  9.178207434020536e-02,  1.166446102485766e-01,  8.307698685566432e-02,  2.445375639572367e-02, -1.741950929684251e-01, -6.531005180588767e-02,  1.585077511611923e-01
  1.566666666666667e+00, -1.111166225617319e-02,  9.182950699204540e-02,  1.165474870239676e-01,  8.306302112912693e-02,  2.447300845603584e-02, -1.742066687737679e-01, -6.533762591766075e-02,  1.584700130910790e-01
  1.575000000000000e+00, -1.110731728790639e-02,  9.186819290505133e-02,  1.164608467609408e-01,  8.305393485743807e-02,  2.448355227944732e-02, -1.742178292415328e-01, -6.537200151657893e-02,  1.584319781712778e-01
  1.583333333333333e+00, -1.111144833505536e-02,  9.189730050170408e-02,  1.163869894273480e-01,  8.304937084557192e-02,  2.448459780420342e-02, -1.742280366096449e-01, -6.541337522215496e-02,  1.583928972623381e-01
  1.591666666666667e+00, -1.112401552861127e-02,  9.191682364753762e-02,  1.163273699716215e-01,  8.304835270719664e-02,  2.447547030908437e-02, -1.742372580676306e-01, -6.546159614203294e-02,  1.583523683985238e-01
  1.600000000000000e+00, -1.114536182499238e-02,  9.192740574050351e-02,  1.162827650507971e-01,  8.304951221825013e-02,  2.445548205556602e-02, -1.742456764335041e-01, -6.551604928097157e-02,  1.583102330216236e-01
  1.608333333333333e+00, -1.117583204984826e-02,  9.193011278826191e-02,  1.162530497822711e-01,  8.305120741278528e-02,  2.442421213753265e-02, -1.742536124726382e-01, -6.557557167420222e-02,  1.582665808061823e-01
  1.616666666666667e+00, -1.121550706228100e-02,  9.192626130973380e-02,  1.162369181280309e-01,  8.305158338656175e-02,  2.438191859054850e-02, -1.742616249801089e-01, -6.563853397598465e-02,  1.582218114019947e-01
  1.625000000000000e+00, -1.126407490375995e-02,  9.191722101578637e-02,  1.162320969788561e-01,  8.304877485002779e-02,  2.432943650927810e-02, -1.742704340923941e-01, -6.570301640315269e-02,  1.581765363754950e-01
  1.633333333333334e+00, -1.132076323335820e-02,  9.190422085941208e-02,  1.162359235150158e-01,  8.304119687117094e-02,  2.426767564618570e-02, -1.742806292071355e-01, -6.576693091817634e-02,  1.581312250664151e-01
  1.641666666666667e+00, -1.138434198528575e-02,  9.188832531874369e-02,  1.162456683282626e-01,  8.302768107338614e-02,  2.419755006999846e-02, -1.742925103452637e-01, -6.582821344597420e-02,  1.580859042476105e-01
  1.650000000000000e+00, -1.145452703869867e-02,  9.187025155794348e-02,  1.162593221319955e-01,  8.300765809194027e-02,  2.412037774059761e-02, -1.743054974248375e-01, -6.588507500344236e-02,  1.580379414754059e-01
  1.658333333333333e+00, -1.152663360885601e-02,  9.185169631433809e-02,  1.162726384679393e-01,  8.298021303112331e-02,  2.403807103743905e-02, -1.743210631752642e-01, -6.593623426089684e-02,  1.579913685571569e-01
  1.666666666666667e+00, -1.159914138094900e-02,  9.183336261164543e-02,  1.162842517706505e-01,  8.294576610593683e-02,  2.395280761523644e-02, -1.743385320457355e-01, -6.598094502839219e-02,  1.579435568694295e-01
  1.675000000000000e+00, -1.166727640876151e-02,  9.181631197590900e-02,  1.162923845618405e-01,  8.290507815092142e-02,  2.386693050813671e-02, -1.743583103735949e-01, -6.601912117094570e-02,  1.578960498822785e-01
  1.683333333333333e+00, -1.172909987912345e-02,  9.180044796863496e-02,  1.162976571338616e-01,  8.286004802654602e-02,  2.378332334343369e-02, -1.743787604196391e-01, -6.605096795814548e-02,  1.578445206506626e-01
  1.691666666666667e+00, -1.177855438356143e-02,  9.178612447913315e-02,  1.162996987429788e-01,  8.281278902970172e-02,  2.370490752622278e-02, -1.743996429758372e-01, -6.607737424374402e-02,  1.577905424773222e-01
  1.700000000000000e+00, -1.181106353764853e-02,  9.177300553990841e-02,  1.162987025922115e-01,  8.276574229400428e-02,  2.363479906707067e-02, -1.744199597047233e-01, -6.609939469487991e-02,  1.577340675360733e-01
  1.708333333333333e+00, -1.182336358090234e-02,  9.176029965606625e-02,  1.162946943677436e-01,  8.272098121206645e-02,  2.357605470613944e-02, -1.744386503474507e-01, -6.611822136065018e-02,  1.576751280540402e-01
  1.716666666666667e+00, -1.181407461269374e-02,  9.174680642553024e-02,  1.162875170680811e-01,  8.267978928991114e-02,  2.353135736844236e-02, -1.744546979897118e-01, -6.613512742110446e-02,  1.576137923992450e-01
  1.725000000000000e+00, -1.178172821465600e-02,  9.173097212488512e-02,  1.162769438015271e-01,  8.264335934745752e-02,  2.350285173818545e-02, -1.744670066582023e-01, -6.615145647381752e-02,  1.575489441414124e-01
  1.733333333333333e+00, -1.173224283246174e-02,  9.171165054795205e-02,  1.162624461041011e-01,  8.260970827070806e-02,  2.349034005120831e-02, -1.744756133242337e-01, -6.616734368353286e-02,  1.574841193640674e-01
  1.741666666666667e+00, -1.166773109916931e-02,  9.168786407953533e-02,  1.162434940376782e-01,  8.257844567120547e-02,  2.349349086293429e-02, -1.744803189205349e-01, -6.618306492671820e-02,  1.574195733379889e-01
  1.750000000000000e+00, -1.159219028274122e-02,  9.165947094071436e-02,  1.162194072358421e-01,  8.254823939367530e-02,  2.351084506244083e-02, -1.744817333897817e-01, -6.619866010191686e-02,  1.573579625696947e-01
  1.758333333333334e+00, -1.150988919684904e-02,  9.162691528798739e-02,  1.161895460707525e-01,  8.251762297618563e-02,  2.354020816107893e-02, -1.744808229615379e-01, -6.621434726326925e-02,  1.573030855610104e-01
  1.766666666666667e+00, -1.142517009909861e-02,  9.159093761367254e-02,  1.161535713615628e-01,  8.248521134379566e-02,  2.357826182369283e-02, -1.744785718652513e-01, -6.623055129317598e-02,  1.572600051248584e-01
  1.775000000000000e+00, -1.134228159313980e-02,  9.155242671859765e-02,  1.161117669050778e-01,  8.244990456248213e-02,  2.362011171584100e-02, -1.744756672883075e-01, -6.624785085368351e-02,  1.572349063412371e-01
  1.783333333333333e+00, -1.126520429219722e-02,  9.151250746713524e-02,  1.160653342781718e-01,  8.241107762804017e-02,  2.365977835024857e-02, -1.744724156395799e-01, -6.626687881501350e-02,  1.572334845178648e-01
  1.791666666666667e+00, -1.119735867046343e-02,  9.147257336862613e-02,  1.160166948529204e-01,  8.236884651314665e-02,  2.369201836415602e-02, -1.744687924049647e-01, -6.628813261239935e-02,  1.572575429122310e-01
  1.800000000000000e+00, -1.114123132850572e-02,  9.143412380741012e-02,  1.159694377167292e-01,  8.232422359863988e-02,  2.371380443348170e-02, -1.744645358339539e-01, -6.631185921371271e-02,  1.573030123064788e-01
  1.808333333333333e+00, -1.109813752798287e-02,  9.139858659849542e-02,  1.159276438950214e-01,  8.227889182301042e-02,  2.372384344184741e-02, -1.744593196772263e-01, -6.633816872463660e-02,  1.573620448878811e-01
  1.816666666666667e+00, -1.107032738218710e-02,  9.136708022519113e-02,  1.158957598362182e-01,  8.223442347606684e-02,  2.372099908556113e-02, -1.744524933094402e-01, -6.636694981702999e-02,  1.574254423617928e-01
  1.825000000000000e+00, -1.105207580791049e-02,  9.134094653426073e-02,  1.158756461261329e-01,  8.219342587854218e-02,  2.370468405885284e-02, -1.744447970602951e-01, -6.639877712948562e-02,  1.574886429431749e-01
  1.833333333333333e+00, -1.104367046954035e-02,  9.132072418049542e-02,  1.158706545669886e-01,  8.215716577970916e-02,  2.367344057682153e-02, -1.744355298549798e-01, -6.643337978463786e-02,  1.575451479241619e-01
  1.841666666666667e+00, -1.104239009125743e-02,  9.130670526371976e-02,  1.158829037579859e-01,  8.212698641623839e-02,  2.362624380739442e-02, -1.744241485660714e-01, -6.647054136811191e-02,  1.575907392420053e-01
  1.850000000000000e+00, -1.104505467978284e-02,  9.129884708564839e-02,  1.159136841223478e-01,  8.210383708941393e-02,  2.356265533943636e-02, -1.744099915884818e-01, -6.650991847501428e-02,  1.576227709220578e-01
  1.858333333333333e+00, -1.104849989311191e-02,  9.129683458681059e-02,  1.159633376286286e-01,  8.208818293753267e-02,  2.348317066402417e-02, -1.743924548658108e-01, -6.655107433656328e-02,  1.576402630943645e-01
  1.866666666666667e+00, -1.105000047369963e-02,  9.130015749433640e-02,  1.160312698957852e-01,  8.207997545743902e-02,  2.338923705210783e-02, -1.743711900373026e-01, -6.659351884051951e-02,  1.576437345266421e-01
  1.875000000000000e+00, -1.104777416915716e-02,  9.130822690531115e-02,  1.161161480621853e-01,  8.207865946120263e-02,  2.328291530711590e-02, -1.743462516074349e-01, -6.663673172213942e-02,  1.576347870072505e-01
  1.883333333333333e+00, -1.104128908604100e-02,  9.132038499064787e-02,  1.162161698601274e-01,  8.208320724422175e-02,  2.316656246851978e-02, -1.743179821483117e-01, -6.668015562713196e-02,  1.576156106639253e-01
  1.891666666666667e+00, -1.103108848880848e-02,  9.133569205899916e-02,  1.163291006940376e-01,  8.209215329622317e-02,  2.304287051838960e-02, -1.742866765561290e-01, -6.672319537577093e-02,  1.575887064861422e-01
  1.900000000000000e+00, -1.101834480373192e-02,  9.135281470999579e-02,  1.164520411417122e-01,  8.210365296728896e-02,  2.291510831898380e-02, -1.742525138847390e-01, -6.676523322799253e-02,  1.575569208309147e-01
  1.908333333333333e+00, -1.100450773511996e-02,  9.137029367423599e-02,  1.165813120300638e-01,  8.211569077639019e-02,  2.278710196450273e-02, -1.742158987442388e-01, -6.680565577134853e-02,  1.575234893007689e-01
  1.916666666666667e+00, -1.099106992363752e-02,  9.138690789312109e-02,  1.167126763817603e-01,  8.212647418923241e-02,  2.266284818486364e-02, -1.741777014380239e-01, -6.684395160787655e-02,  1.574918525060552e-01
  1.925000000000000e+00, -1.097943844713338e-02,  9.140183219368647e-02,  1.168416628045998e-01,  8.213467720919891e-02,  2.254625697073331e-02, -1.741391364730686e-01, -6.687976668136014e-02,  1.574650963273184e-01
  1.933333333333333e+00, -1.097100224229965e-02,  9.141467709920681e-02,  1.169637478420789e-01,  8.213924869315561e-02,  2.244126540879599e-02, -1.741016114142616e-01, -6.691275026499621e-02,  1.574451979036376e-01
  1.941666666666667e+00, -1.096720208385282e-02,  9.142554855497576e-02,  1.170744262811980e-01,  8.213913810258218e-02,  2.235187606718725e-02, -1.740667892631804e-01, -6.694239204310140e-02,  1.574328037267472e-01
  1.950000000000000e+00, -1.096930398120304e-02,  9.143504416496140e-02,  1.171693757575516e-01,  8.213344208254195e-02,  2.228176208344435e-02, -1.740366384563677e-01, -6.696813975849712e-02,  1.574277395390531e-01
  1.958333333333333e+00, -1.097798318458552e-02,  9.144401285971826e-02,  1.172449255427115e-01,  8.212188328384518e-02,  2.223358593611313e-02, -1.740131203240949e-01, -6.698971803058444e-02,  1.574295228938754e-01
  1.966666666666667e+00, -1.099306686754260e-02,  9.145315340229399e-02,  1.172986572598291e-01,  8.210512795235252e-02,  2.220839623885706e-02, -1.739976337356349e-01, -6.700733292570100e-02,  1.574375160677124e-01
  1.975000000000000e+00, -1.101355508276894e-02,  9.146277866191421e-02,  1.173297082186803e-01,  8.208467431166856e-02,  2.220532718514923e-02, -1.739907254826797e-01, -6.702160487913027e-02,  1.574511638975893e-01
  1.983333333333333e+00, -1.103781642577668e-02,  9.147289054351160e-02,  1.173385528674291e-01,  8.206238434157699e-02,  2.222182024610353e-02, -1.739923160615521e-01, -6.703331859357212e-02,  1.574704140649623e-01
  1.991666666666667e+00, -1.106382514030529e-02,  9.148339400595495e-02,  1.173262831739700e-01,  8.203987806248383e-02,  2.225460696020232e-02, -1.740022072748576e-01, -6.704311813180654e-02,  1.574957943455286e-01
  2.000000000000000e+00, -1.108932282399849e-02,  9.149420570945654e-02,  1.172939730888714e-01,  8.201816452314847e-02,  2.230080606139828e-02, -1.740203079925240e-01, -6.705129702575091e-02,  1.575280026216606e-01
  2.008333333333333e+00, -1.111191657141233e-02,  9.150519862400630e-02,  1.172428835347568e-01,  8.199771723329093e-02,  2.235799196033983e-02, -1.740463220272246e-01, -6.705784058985320e-02,  1.575675931086176e-01
  2.016666666666667e+00, -1.112925990809999e-02,  9.151614899732463e-02,  1.171751335227473e-01,  8.197870030796721e-02,  2.242328476884081e-02, -1.740794041523635e-01, -6.706267032616252e-02,  1.576153865299990e-01
  2.025000000000000e+00, -1.113932862626486e-02,  9.152674352628209e-02,  1.170938510726069e-01,  8.196105648820635e-02,  2.249257817166206e-02, -1.741181584694407e-01, -6.706585700117847e-02,  1.576732197250876e-01
  2.033333333333334e+00, -1.114059539675962e-02,  9.153652448592320e-02,  1.170027532495826e-01,  8.194457581105816e-02,  2.256099837935821e-02, -1.741607526948600e-01, -6.706757171347646e-02,  1.577433091728772e-01
  2.041666666666667e+00, -1.113199254471186e-02,  9.154484195468515e-02,  1.169057279553052e-01,  8.192907099299025e-02,  2.262469654610766e-02, -1.742051154474746e-01, -6.706775710033160e-02,  1.578256094654365e-01
  2.050000000000000e+00, -1.111286523344784e-02,  9.155098372699544e-02,  1.168065091451664e-01,  8.191446252498509e-02,  2.268216917576193e-02, -1.742493397585938e-01, -6.706588253480815e-02,  1.579161004350097e-01
  2.058333333333334e+00, -1.108314306264140e-02,  9.155431344945097e-02,  1.167083225645712e-01,  8.190058506873811e-02,  2.273349196811880e-02, -1.742919729394630e-01, -6.706107514410801e-02,  1.580085116458890e-01
  2.066666666666667e+00, -1.104354638445936e-02,  9.155417853520631e-02,  1.166136967064912e-01,  8.188691468225626e-02,  2.277862285242938e-02, -1.743318874850115e-01, -6.705240201517497e-02,  1.580972779256035e-01
  2.075000000000000e+00, -1.099553776348717e-02,  9.154980612023178e-02,  1.165245175925151e-01,  8.187250013579213e-02,  2.281650365567600e-02, -1.743680225237394e-01, -6.703903293048298e-02,  1.581788799631383e-01
  2.083333333333333e+00, -1.094110306042470e-02,  9.154048727545683e-02,  1.164420927893023e-01,  8.185606573569802e-02,  2.284496789395196e-02, -1.743994039043041e-01, -6.702030216342696e-02,  1.582518918473513e-01
  2.091666666666667e+00, -1.088022352458411e-02,  9.152609387785593e-02,  1.163660870008432e-01,  8.183639870739663e-02,  2.286117875301552e-02, -1.744260351232097e-01, -6.699593654491956e-02,  1.583187920855117e-01
  2.100000000000000e+00, -1.081974253379991e-02,  9.150633165154765e-02,  1.162985854218475e-01,  8.181148135101589e-02,  2.286119094100236e-02, -1.744464834954985e-01, -6.696531269728688e-02,  1.583784452836298e-01
  2.108333333333333e+00, -1.075964461379228e-02,  9.148179823935809e-02,  1.162380415510285e-01,  8.178015202327095e-02,  2.284145979035590e-02, -1.744617461486981e-01, -6.692872388091420e-02,  1.584374665194567e-01
  2.116666666666667e+00, -1.070139657157648e-02,  9.145288349689817e-02,  1.161834242065143e-01,  8.174151000666634e-02,  2.279902712028248e-02, -1.744724295645173e-01, -6.688656570303378e-02,  1.585008014975126e-01
  2.125000000000000e+00, -1.064588034131997e-02,  9.141981142771693e-02,  1.161338084528114e-01,  8.169541130181626e-02,  2.273301614183576e-02, -1.744790746674832e-01, -6.683926163243305e-02,  1.585703976486813e-01
  2.133333333333334e+00, -1.059342678887831e-02,  9.138256144202828e-02,  1.160889896236493e-01,  8.164268099212450e-02,  2.264521640661599e-02, -1.744818713856027e-01, -6.678712004837664e-02,  1.586433290069320e-01
  2.141666666666667e+00, -1.054394071024092e-02,  9.134092923142378e-02,  1.160494249661208e-01,  8.158494831345468e-02,  2.253904272030982e-02, -1.744805692588144e-01, -6.673048123292327e-02,  1.587137237063479e-01
  2.150000000000000e+00, -1.049704568171705e-02,  9.129474430954776e-02,  1.160156383195510e-01,  8.152420934552833e-02,  2.241818142486918e-02, -1.744746338728922e-01, -6.666992567630695e-02,  1.587758913587384e-01
  2.158333333333333e+00, -1.045223047342984e-02,  9.124413012495203e-02,  1.159878099493420e-01,  8.146244122985789e-02,  2.228611292942184e-02, -1.744634929821551e-01, -6.660631447716688e-02,  1.588255807685045e-01
  2.166666666666667e+00, -1.040897720378296e-02,  9.118965579516680e-02,  1.159657626818915e-01,  8.140137652729956e-02,  2.214608934736373e-02, -1.744467378074793e-01, -6.654068704586297e-02,  1.588599494210787e-01
  2.175000000000000e+00, -1.036683284964362e-02,  9.113224193604674e-02,  1.159491490002244e-01,  8.134241955433456e-02,  2.200106227026133e-02, -1.744242137297753e-01, -6.647411726777033e-02,  1.588774634405301e-01
  2.183333333333334e+00, -1.032547159314653e-02,  9.107289012973308e-02,  1.159376101398572e-01,  8.128667228356229e-02,  2.185364249966693e-02, -1.743959667165652e-01, -6.640762101275476e-02,  1.588776962672289e-01
  2.191666666666667e+00, -1.028487256662611e-02,  9.101251595132309e-02,  1.159307720082778e-01,  8.123495137619464e-02,  2.170615932993125e-02, -1.743621139728418e-01, -6.634213016674979e-02,  1.588608384784169e-01
  2.200000000000000e+00, -1.024561044598374e-02,  9.095197242420983e-02,  1.159281542649662e-01,  8.118769702600537e-02,  2.156069703397523e-02, -1.743227980451729e-01, -6.627844913538584e-02,  1.588271843919987e-01
  2.208333333333333e+00, -1.020904244632048e-02,  9.089209738849968e-02,  1.159291817085796e-01,  8.114486919784615e-02,  2.141901021772141e-02, -1.742782611591377e-01, -6.621715586252302e-02,  1.587769169514142e-01
  2.216666666666667e+00, -1.017830272617856e-02,  9.083400797348129e-02,  1.159334415162326e-01,  8.110533750641731e-02,  2.128164807396904e-02, -1.742293964644447e-01, -6.615848026292818e-02,  1.587125010164539e-01
  2.225000000000000e+00, -1.015303189059403e-02,  9.077809392796166e-02,  1.159404318502579e-01,  8.106956050646985e-02,  2.115094310071486e-02, -1.741759251116889e-01, -6.610227064071220e-02,  1.586295125515892e-01
  2.233333333333333e+00, -1.013591072554341e-02,  9.072527979472422e-02,  1.159510691273899e-01,  8.103615247502349e-02,  2.102663491554213e-02, -1.741185758342510e-01, -6.604780430171345e-02,  1.585289980218018e-01
  2.241666666666667e+00, -1.012731927495027e-02,  9.067591982505041e-02,  1.159667959703621e-01,  8.100438920312533e-02,  2.090910576037963e-02, -1.740573978327082e-01, -6.599388927055133e-02,  1.584089756898517e-01
  2.250000000000000e+00, -1.012672806037372e-02,  9.063011977581570e-02,  1.159895200435558e-01,  8.097368983323967e-02,  2.079867823254755e-02, -1.739921326986276e-01, -6.593920017791899e-02,  1.582663994391878e-01
  2.258333333333333e+00, -1.013325469257269e-02,  9.058804033821422e-02,  1.160208767823514e-01,  8.094346213217073e-02,  2.069573954359849e-02, -1.739225228973740e-01, -6.588253232959200e-02,  1.580979851053093e-01
  2.266666666666667e+00, -1.014590788047307e-02,  9.055009253417845e-02,  1.160616067171602e-01,  8.091300378330671e-02,  2.060110055119724e-02, -1.738485927712782e-01, -6.582274777018003e-02,  1.579010527491698e-01
  2.275000000000000e+00, -1.016360359102082e-02,  9.051696717782187e-02,  1.161112433032625e-01,  8.088146916771864e-02,  2.051632083079924e-02, -1.737708520019610e-01, -6.575862370346237e-02,  1.576742010503848e-01
  2.283333333333334e+00, -1.018516367930701e-02,  9.048959509344301e-02,  1.161680238147326e-01,  8.084789936603212e-02,  2.044375918714647e-02, -1.736904402654321e-01, -6.568886709009809e-02,  1.574178214505265e-01
  2.291666666666667e+00, -1.020936610221995e-02,  9.046915583142501e-02,  1.162287773696861e-01,  8.081128495277731e-02,  2.038647464994869e-02, -1.736092119902247e-01, -6.561225982892649e-02,  1.571344744978522e-01
  2.300000000000000e+00, -1.023503577601244e-02,  9.045708388424112e-02,  1.162888801036211e-01,  8.077060445910243e-02,  2.034797154337098e-02, -1.735296409797003e-01, -6.552781367128346e-02,  1.568291296095769e-01
