Time(sec),PM,AM,AL,PL,GON,GRFz
6.533333,103.463811,49.828648,38.600693,67.508441,6.683859,0.175077,
6.541667,104.197251,50.902923,38.864150,68.558392,6.688417,0.175361,
6.550000,103.819782,51.973647,38.734500,69.193287,6.674689,0.174598,
6.558333,103.443566,52.960387,38.091772,69.552748,6.653114,0.173988,
6.566667,104.793538,53.912828,38.286578,70.619239,6.624318,0.175305,
6.575000,107.262338,54.486195,38.774338,71.786969,6.620679,0.177681,
6.583333,110.004005,54.296171,38.885972,72.313939,6.642834,0.180060,
6.591667,112.950191,53.143288,38.720471,72.077305,6.624377,0.182431,
6.600000,115.925588,51.572958,37.981144,71.304377,6.589529,0.185120,
6.608333,118.814899,50.389027,36.304500,70.397497,6.603142,0.188599,
6.616667,122.223538,49.331812,34.386921,69.598543,6.608073,0.193233,
6.625000,126.278546,48.050718,32.977918,68.996998,6.566030,0.198718,
6.633333,129.903091,46.501729,32.400477,68.451171,6.528975,0.203567,
6.641667,133.170000,44.860000,31.900000,67.790000,6.518000,0.208000,
6.650000,136.953640,43.269500,30.484732,66.903498,6.517751,0.213294,
6.658333,140.921366,41.135816,29.695376,65.929561,6.509420,0.218641,
6.666667,144.544909,38.375847,29.980084,64.875666,6.493066,0.223436,
6.675000,147.588307,35.889652,29.477127,63.562379,6.491537,0.228175,
6.683333,150.444235,33.868242,28.851612,62.489147,6.481393,0.232955,
6.691667,153.312995,32.226502,28.805650,61.929819,6.446333,0.237552,
6.700000,155.502382,30.902147,27.948869,61.108437,6.424263,0.241434,
6.708333,157.167978,29.606693,26.128709,59.790867,6.425862,0.244341,
6.716667,159.522617,27.836338,24.981725,58.567425,6.419561,0.246458,
6.725000,161.886964,25.872425,24.411745,57.442380,6.397775,0.248306,
6.733333,163.130379,24.257435,23.704788,56.254495,6.366133,0.250267,
6.741667,163.747074,23.025867,23.169067,55.284961,6.326558,0.251994,
6.750000,164.517540,21.533728,22.845336,54.257409,6.292759,0.253821,
6.758333,166.026707,19.093053,22.445777,52.669837,6.281867,0.256385,
6.766667,167.736410,17.125707,21.695416,51.322025,6.279821,0.258748,
6.775000,169.218610,16.322683,20.645794,50.644257,6.268463,0.260772,
6.783333,170.719651,15.399426,19.788231,49.960085,6.239711,0.264101,
6.791667,172.473933,14.049626,19.213223,49.138600,6.213055,0.268494,
6.800000,174.727832,12.799873,18.647440,48.507993,6.219910,0.272372,
6.808333,178.100612,11.412345,17.867605,47.937886,6.229111,0.276376,
6.816667,182.499184,9.784779,17.036027,47.400098,6.211907,0.280947,
6.825000,186.600653,8.425341,16.767153,47.230189,6.180374,0.285035,
6.833333,190.106628,7.342950,16.595171,47.169853,6.154201,0.288748,
6.841667,193.272211,6.345183,15.906794,46.874942,6.144390,0.292592,
6.850000,196.308794,5.415029,15.024196,46.516655,6.138099,0.296515,
6.858333,199.421271,4.559493,14.396703,46.336240,6.119254,0.300392,
6.866667,202.844314,3.780118,14.347219,46.524216,6.078281,0.304098,
6.875000,207.005240,3.042963,14.376742,46.941079,6.047823,0.307526,
6.883333,211.945605,2.328459,14.085450,47.412656,6.050328,0.310711,
6.891667,216.597379,1.703005,14.082746,48.003791,6.043256,0.314005,
6.900000,220.430314,1.461621,14.234062,48.752375,6.014620,0.317358,
6.908333,223.567289,1.944790,13.852193,49.643058,5.983592,0.320323,
6.916667,226.900367,2.595571,13.315703,50.632026,5.967347,0.322125,
6.925000,230.997727,2.858817,13.170162,51.675839,5.969991,0.322276,
6.933333,234.620642,3.291211,13.082815,52.764333,5.963742,0.321532,
6.941667,237.070000,4.210000,12.800000,53.860000,5.937000,0.321000,
6.950000,238.485191,5.409609,12.344213,54.847407,5.899031,0.321280,
6.958333,239.422540,6.090286,12.042429,55.418119,5.867986,0.320491,
6.966667,239.829736,6.175673,12.000783,55.554809,5.855460,0.317759,
6.975000,238.655539,6.824010,11.894292,55.717573,5.857385,0.314630,
6.983333,235.932314,7.918488,11.734646,55.831633,5.853655,0.311157,
6.991667,232.157045,8.799516,11.756916,55.629033,5.829976,0.306713,
7.000000,227.245077,9.518246,12.343448,55.284839,5.831015,0.301477,
7.008333,220.853500,10.117479,13.561136,54.784530,5.866096,0.295710,
7.016667,212.613024,10.321763,14.848152,53.624457,5.861508,0.289436,
7.025000,203.493273,10.383282,15.685659,51.978103,5.832582,0.282977,
7.033333,195.504437,10.697576,16.012337,50.544568,5.826256,0.277827,
7.041667,191.193091,11.211936,16.679643,50.226332,5.831953,0.277675,
7.050000,190.536386,11.539542,17.500455,50.663033,5.842821,0.282494,
7.058333,191.620467,11.255870,17.597980,50.744372,5.859679,0.289407,
7.066667,193.346500,10.787129,17.227632,50.637354,5.872586,0.296999,
7.075000,194.891115,10.831182,17.011602,50.922533,5.868109,0.304342,
7.083333,195.469768,12.035235,17.543365,52.140623,5.834173,0.310522,
7.091667,195.500000,13.470000,18.520000,53.590000,5.801000,0.315000,
7.100000,196.399884,13.303246,18.900136,53.832300,5.819705,0.318009,
7.108333,198.045445,13.337444,18.820429,54.193355,5.830824,0.321108,
7.116667,199.906373,14.692628,18.565697,55.479369,5.805381,0.325075,
7.125000,201.448356,15.961851,18.177896,56.575795,5.805507,0.328931,
7.133333,202.082287,17.195321,18.034056,57.543528,5.823157,0.332251,
7.141667,201.337817,19.411140,18.467354,59.148873,5.806338,0.334736,
7.150000,199.283427,21.694911,18.640567,60.403629,5.795817,0.334412,
7.158333,196.207873,23.398589,18.534783,60.899109,5.799112,0.331484,
7.166667,192.586062,24.715437,19.187721,61.310245,5.769300,0.328918,
7.175000,189.144316,25.775652,19.677253,61.507716,5.742891,0.326584,
7.183333,186.169381,26.599024,19.157465,61.216943,5.756736,0.323939,
7.191667,182.637543,27.062151,18.972064,60.679689,5.762597,0.322664,
7.200000,178.087982,27.332045,19.479773,60.062624,5.750455,0.322959,
7.208333,172.908403,27.815894,19.830007,59.392146,5.752683,0.323263,
7.216667,167.715721,28.474087,20.080998,58.805827,5.743471,0.322789,
7.225000,162.498953,29.163028,20.630893,58.364593,5.708561,0.321255,
7.233333,155.920552,29.822386,21.911969,57.899274,5.693800,0.318863,
7.241667,148.059943,30.329216,23.535532,57.176983,5.702831,0.316271,
7.250000,140.651976,30.591898,24.447279,56.087694,5.692782,0.314220,
7.258333,134.424533,31.181113,25.277203,55.467720,5.683038,0.311219,
7.266667,129.600614,32.369100,26.553696,55.778842,5.687366,0.306726,
7.275000,126.148435,33.287042,27.232564,55.945890,5.658175,0.303952,
7.283333,123.742517,34.110635,26.899091,55.855096,5.611087,0.303043,
7.291667,121.846306,35.740411,25.955123,56.214858,5.607982,0.301427,
7.300000,120.081972,37.237110,24.886061,56.455733,5.614276,0.299501,
7.308333,118.417791,38.206594,24.043265,56.424330,5.597573,0.298229,
7.316667,117.318255,40.059095,23.495056,57.275058,5.578470,0.297961,
7.325000,116.708406,42.496858,23.038652,58.698752,5.566629,0.297988,
7.333333,116.175505,44.200476,22.425771,59.551900,5.558571,0.297123,
7.341667,115.718267,45.402648,21.899600,60.095390,5.549236,0.295198,
7.350000,115.243677,46.775105,21.456987,60.788955,5.542158,0.293242,
7.358333,114.416940,48.979638,20.660902,61.860850,5.551403,0.293341,
7.366667,113.185153,51.187907,19.952576,62.883126,5.566192,0.293981,
7.375000,111.602033,52.415122,19.917599,63.395817,5.568647,0.292819,
7.383333,109.497280,53.814523,19.967274,63.952165,5.565629,0.291587,
7.391667,106.752906,56.035365,19.809383,64.872312,5.560908,0.291068,
7.400000,103.547730,58.630005,19.697844,65.973213,5.552171,0.290357,
7.408333,101.135068,60.734259,19.663843,66.929183,5.551625,0.289968,
7.416667,99.981475,61.986369,19.640601,67.560293,5.555128,0.290075,
7.425000,98.793849,62.988235,19.543947,67.974987,5.528493,0.289562,
7.433333,97.725420,63.743490,19.202690,68.137619,5.498409,0.288980,
7.441667,97.752245,63.945711,18.521322,68.004913,5.520596,0.289805,
7.450000,97.950495,64.362547,18.272952,68.244854,5.552335,0.291478,
7.458333,97.553853,65.318098,18.578133,68.969351,5.553065,0.293221,
7.466667,97.398555,65.650247,17.898815,68.887091,5.554230,0.295333,
7.475000,97.575890,65.369883,16.589775,68.177291,5.546980,0.298128,
7.483333,97.614603,65.319511,16.034176,67.920876,5.509599,0.301484,
7.491667,97.528302,65.657926,15.653281,67.987819,5.502089,0.304048,
7.500000,97.238168,66.140381,15.133187,68.049923,5.524912,0.305668,
7.508333,96.582603,66.356283,14.830998,67.926273,5.510302,0.307508,
7.516667,96.380000,66.590000,14.530000,67.920000,5.494000,0.309000,
7.525000,97.450053,67.267580,13.810978,68.351041,5.528277,0.309197,
7.533333,98.863383,68.120426,12.547621,68.759700,5.541724,0.308857,
7.541667,99.841113,68.873275,11.027413,68.888365,5.512464,0.308879,
7.550000,100.315638,69.483452,9.832960,68.933367,5.504531,0.309634,
7.558333,100.407807,70.214843,8.679146,68.996123,5.511532,0.309933,
7.566667,100.507024,71.196995,7.372557,69.179220,5.507985,0.309134,
7.575000,101.359812,71.976471,6.829051,69.702967,5.508818,0.309311,
7.583333,102.783359,72.620245,6.972275,70.542743,5.514833,0.309997,
7.591667,104.051034,73.506628,7.005171,71.477963,5.518101,0.309420,
7.600000,105.056144,74.534591,6.473323,72.225268,5.532976,0.309051,
7.608333,105.875052,75.691843,5.511732,72.847147,5.560626,0.309876,
7.616667,106.594374,77.454560,5.400312,74.226451,5.557496,0.309535,
7.625000,107.288029,79.233095,6.468687,76.098808,5.534418,0.307938,
7.633333,107.745460,80.043840,8.209587,77.512957,5.531911,0.306692,
7.641667,106.793069,80.625492,10.231488,78.566399,5.528216,0.305796,
7.650000,104.025619,81.342442,12.154034,79.264698,5.515961,0.304620,
7.658333,100.899621,81.134379,13.616980,79.024995,5.537216,0.302099,
7.666667,97.980000,79.840000,14.910000,77.980000,5.558000,0.298000,
7.675000,95.072731,77.847468,16.360946,76.501134,5.525571,0.292587,
7.683333,91.765025,75.067633,16.879475,73.975678,5.514623,0.285920,
7.691667,88.414865,71.399571,16.647761,70.488880,5.541636,0.278668,
7.700000,86.143443,66.975937,17.463284,67.141185,5.528479,0.272056,
7.708333,84.384515,62.810138,18.664827,64.253565,5.490588,0.265432,
7.716667,82.210783,59.730561,18.990279,61.682436,5.480925,0.257789,
7.725000,80.266076,56.683769,19.278528,59.173726,5.511607,0.249984,
7.733333,78.767400,53.845439,19.757308,56.998936,5.540124,0.242312,
7.741667,77.304335,52.343497,19.879636,55.642144,5.507465,0.234237,
7.750000,75.791368,50.761316,19.994312,54.211185,5.478935,0.225469,
7.758333,74.112662,48.071462,20.310992,52.029642,5.501658,0.216736,
7.766667,71.957863,45.222611,20.346968,49.507447,5.527778,0.210325,
7.775000,69.963547,42.357076,20.306824,46.978469,5.535682,0.205448,
7.783333,69.333611,38.920182,20.853529,44.596475,5.538955,0.198789,
7.791667,69.019799,36.177715,20.956266,42.599907,5.537724,0.191406,
7.800000,68.179547,34.631407,20.151036,40.962191,5.525367,0.184732,
7.808333,67.298679,32.864718,19.558638,39.244924,5.494742,0.178663,
7.816667,66.420000,30.270000,19.770000,37.270000,5.478000,0.173000,
7.825000,65.199312,27.228853,20.630906,35.170841,5.515458,0.167419,
7.833333,63.602542,24.781685,21.257719,33.316726,5.547760,0.161041,
7.841667,61.541151,23.132298,21.345696,31.705703,5.542041,0.153770,
7.850000,58.822302,21.405171,21.407848,29.879573,5.524570,0.146497,
7.858333,55.713845,19.445595,21.380425,27.760823,5.509885,0.139299,
7.866667,52.718950,17.493281,20.885397,25.476985,5.504916,0.131808,
7.875000,50.303784,15.775479,19.591608,23.157973,5.515443,0.123689,
7.883333,48.121498,14.196365,18.200327,20.951581,5.524313,0.115300,
7.891667,45.265701,12.509508,18.013768,19.022831,5.503173,0.107469,
7.900000,42.176085,11.461444,17.918419,17.535794,5.491197,0.099837,
7.908333,39.429453,11.213010,16.993115,16.348358,5.518291,0.091984,
7.916667,36.855775,10.182413,16.409850,14.784602,5.548857,0.084253,
7.925000,33.985735,8.198439,16.782886,12.874934,5.553989,0.076625,
7.933333,30.369695,6.932651,17.635210,11.512171,5.533252,0.068735,
7.941667,27.239060,5.913461,18.560875,10.463883,5.532375,0.061601,
7.950000,25.079980,4.837197,19.382120,9.548066,5.569837,0.055594,
7.958333,22.606186,4.635793,20.183040,9.180689,5.605613,0.049532,
7.966667,20.092813,4.950420,21.126989,9.234904,5.624428,0.042843,
7.975000,18.835581,4.615044,22.313644,9.207151,5.637151,0.035698,
7.983333,17.671582,4.614963,23.197823,9.317400,5.660796,0.028941,
7.991667,15.781129,5.494178,23.684218,9.731280,5.699294,0.023026,
8.000000,14.238452,5.956925,24.711593,10.146960,5.734482,0.017389,
8.008333,12.978263,6.242272,26.488437,10.809168,5.773032,0.011267,
8.016667,11.187232,7.380072,28.604015,12.107458,5.829555,0.004666,
8.025000,8.794117,8.655903,30.440518,13.257396,5.871560,0.001309,
8.033333,6.374361,9.498812,31.564751,13.795819,5.895484,0.001856,
8.041667,4.862975,10.123042,31.937089,14.064480,5.945949,0.002215,
8.050000,3.890065,10.444194,32.058946,14.127714,6.024463,0.001996,
8.058333,2.834742,10.312005,32.335002,13.908841,6.107046,0.002038,
8.066667,2.070106,9.849658,32.120309,13.316588,6.148247,0.001814,
8.075000,1.661769,9.332621,31.335001,12.527836,6.161721,0.001072,
8.083333,1.233382,9.130823,30.507470,11.936053,6.211544,0.000232,
8.091667,0.988594,9.602063,28.991293,11.583528,6.276367,0.000065,
8.100000,1.190278,10.814270,26.467547,11.451490,6.326582,0.000770,
8.108333,1.799657,12.287342,23.981857,11.612934,6.372369,0.001268,
8.116667,2.359281,13.710399,22.058431,11.957386,6.428794,0.001071,
8.125000,2.369177,14.904821,20.660692,12.231320,6.505337,0.000317,
8.133333,2.463776,15.608167,18.998250,12.062105,6.578796,0.000048,
8.141667,3.087431,15.803183,16.867353,11.453072,6.621954,0.000764,
8.150000,3.424453,16.047068,15.802902,11.257569,6.628351,0.001139,
8.158333,3.397412,16.440681,15.444251,11.382355,6.641005,0.000987,
8.166667,3.511726,16.747305,14.515504,11.243116,6.701442,0.000923,
8.175000,4.111765,16.839355,13.523338,11.033767,6.744757,0.001055,
8.183333,4.987164,16.821223,12.944373,10.977674,6.738455,0.001105,
8.191667,5.138474,17.098313,12.588873,11.062064,6.739955,0.000455,
8.200000,4.859753,17.404550,12.446733,11.159463,6.759446,0.000016,
8.208333,4.861112,17.507721,12.542637,11.274425,6.778601,0.000671,
8.216667,4.968242,18.205382,12.645753,11.842739,6.787518,0.001074,
8.225000,5.128430,19.348185,12.677026,12.712308,6.782047,0.000990,
8.233333,5.497899,19.870971,12.725143,13.191677,6.765535,0.001436,
8.241667,5.913435,19.957073,12.710597,13.340768,6.755943,0.002057,
8.250000,6.136786,20.243734,12.650936,13.570186,6.758604,0.002202,
8.258333,6.026524,21.439231,12.971796,14.539330,6.732268,0.001701,
8.266667,5.810000,22.990000,13.480000,15.820000,6.678000,0.001000,
8.275000,5.935562,23.463010,13.407745,16.156800,6.644355,0.000885,
8.283333,6.104344,23.814006,12.888835,16.228927,6.635968,0.001017,
8.291667,6.057205,24.977502,12.471847,16.882259,6.635939,0.001009,
8.300000,6.003757,26.507065,12.953811,18.173683,6.611011,0.000991,
8.308333,5.799792,28.166804,13.932571,19.732025,6.569836,0.001001,
8.316667,5.166030,30.054873,14.896548,21.351613,6.534605,0.001002,
8.325000,4.070322,32.676900,16.947237,23.850712,6.499555,0.000999,
8.333333,2.980639,35.774522,20.088630,27.149665,6.453937,0.001000,
8.341667,2.812371,37.909132,22.207795,29.532388,6.393369,0.001003,
8.350000,2.213251,39.649352,23.669172,31.257497,6.348716,0.000998,
8.358333,0.222403,41.554615,25.614364,32.991602,6.333244,0.000988,
8.366667,-0.831570,42.032435,28.372822,34.252237,6.282711,0.001017,
8.375000,-0.156835,40.919024,31.403254,34.872432,6.202184,0.001009,
8.383333,0.463126,40.074886,33.385828,35.233939,6.185593,0.000848,
8.391667,0.961514,38.893064,34.449183,34.938314,6.189638,0.001071,
8.400000,1.780202,36.728886,34.970347,33.779318,6.157833,0.001846,
8.408333,3.030938,35.079144,34.712113,32.760337,6.124742,0.001804,
8.416667,4.351024,33.632857,34.253623,31.821614,6.102039,0.001060,
8.425000,5.302549,30.888839,34.456683,30.149186,6.073407,0.000927,
8.433333,7.064751,29.222109,33.282651,28.859534,6.052485,0.000976,
8.441667,10.781847,29.455878,29.794165,28.404512,6.041903,0.000868,
8.450000,16.499716,27.859902,26.451149,27.137855,6.011334,0.001377,
