time(sec),semimem,bifem,vasmed,vaslat,rf,medgas,latgas,tfl,tibant,peronl,soleus,addmagnus,gmax,gmed, sartorius
3.580000,-0.001081,0.008767,0.000905,0.099806,0.005400,0.007965,0.006861,0.002165,0.019237,0.032050,0.077744,-0.021691,0.026029,0.000936,-0.003164,
3.580833,-0.002149,0.006648,-0.000784,-0.029736,0.011712,0.027701,0.010518,0.006495,0.027694,0.024679,0.222477,-0.017370,0.021962,-0.003793,0.000632,
3.581667,-0.000617,-0.007805,-0.000185,-0.036493,0.005004,0.014486,0.013817,-0.012117,0.027672,0.045780,0.318722,-0.007150,0.026462,0.007345,-0.002892,
3.582500,-0.002588,-0.021726,0.001025,-0.081926,-0.003460,0.008305,0.023773,-0.016136,0.006340,0.046203,0.164758,0.004845,0.013895,-0.009902,0.000761,
3.583333,0.001397,0.015590,-0.000970,-0.065777,-0.002110,-0.006553,0.011390,-0.018082,0.002589,0.017538,0.043333,0.009454,0.010045,-0.006553,-0.001073,
3.584167,-0.000716,0.041323,0.002528,-0.012581,-0.017220,-0.004144,-0.012808,-0.008959,0.003123,-0.000106,-0.032433,0.011550,0.012313,-0.005191,0.002440,
3.585000,0.006333,0.018134,-0.002670,0.035899,-0.021203,-0.000640,-0.002894,0.002986,0.000894,0.015225,-0.050492,0.032332,0.007114,0.007917,0.003976,
3.585833,0.005147,0.009691,0.002049,0.100922,-0.024007,0.006251,0.009999,-0.004533,-0.017248,0.035435,-0.063339,0.038370,0.003289,0.000269,0.005518,
3.586667,0.008391,-0.009149,-0.001470,0.159184,-0.018488,0.015002,0.029532,-0.023133,-0.017765,0.087361,-0.094325,0.024004,0.004493,0.001163,0.008287,
3.587500,0.003704,0.040531,0.001419,0.212390,-0.012456,-0.005364,0.029153,-0.017881,-0.016252,0.067685,-0.093715,0.003713,-0.004086,0.004192,0.000685,
3.588333,-0.000828,0.070863,-0.000574,0.243148,-0.000290,-0.016857,-0.008533,0.022658,-0.027544,0.026292,-0.084856,-0.013519,-0.016506,-0.004835,0.001328,
3.589167,-0.000628,0.053786,-0.000887,0.225946,-0.000171,-0.014141,-0.013793,0.031184,-0.022526,-0.009971,-0.090794,-0.005127,-0.014618,0.006431,-0.003213,
3.590000,-0.003481,0.026999,0.001241,0.156599,-0.012879,-0.004546,-0.023399,0.002501,-0.030982,-0.053310,0.010847,-0.008666,-0.021167,-0.008396,-0.000123,
3.590833,-0.000690,0.001336,-0.001818,0.112974,-0.009897,-0.008223,-0.034753,-0.015795,-0.003501,-0.115622,0.066873,-0.005847,-0.022734,0.007907,-0.002677,
3.591667,-0.005684,-0.002304,0.002447,0.097205,-0.011835,0.003050,-0.064174,0.014132,-0.009992,-0.223291,0.047230,-0.007368,-0.019783,-0.005544,-0.002333,
3.592500,-0.000460,-0.013226,-0.001984,0.093689,-0.008936,0.016446,-0.020564,0.007129,-0.025146,-0.131850,0.024255,-0.001041,-0.012013,0.006490,-0.001838,
3.593333,-0.002872,-0.041978,0.001520,0.067240,-0.004560,0.014559,0.025900,-0.013313,-0.016479,-0.113027,-0.046289,-0.008397,-0.006143,-0.000242,-0.002872,
3.594167,-0.000866,-0.071793,-0.001385,0.006741,-0.006184,0.019047,0.048675,-0.008748,-0.000943,-0.060127,-0.031939,-0.004883,-0.002631,-0.001018,0.001430,
3.595000,-0.000699,-0.051886,0.000594,-0.004666,-0.005565,0.018456,0.021986,-0.003904,0.019011,-0.011103,0.048404,-0.001955,0.007830,0.002939,-0.002666,
3.595833,-0.000542,-0.021650,0.000438,-0.005947,0.023855,0.080525,-0.001053,-0.028388,0.017131,0.008765,0.094054,0.008006,0.007695,-0.008968,0.001930,
3.596667,-0.000546,0.012170,-0.001397,-0.038847,0.048212,0.079056,0.001848,-0.099450,0.034459,0.074903,0.059718,0.013855,0.019550,0.007359,-0.002942,
3.597500,-0.003459,0.032914,0.001041,-0.070520,0.037308,0.020911,-0.062071,-0.098230,0.001111,0.077041,0.036822,-0.009130,0.015324,-0.007436,0.000113,
3.598333,0.001859,0.037346,-0.001708,-0.071806,0.030375,-0.019606,-0.090104,-0.025345,0.011846,0.079162,-0.055475,-0.015632,0.013487,0.008290,-0.001265,
3.599167,-0.002140,0.039779,0.002104,-0.069563,0.011258,-0.073623,-0.025630,0.137356,-0.000317,0.093822,-0.222636,-0.025483,0.002603,-0.004206,-0.001734,
3.600000,0.002093,0.037285,-0.002018,-0.067768,-0.000948,-0.100547,0.023789,0.172427,-0.001952,0.091003,-0.148621,-0.032420,0.000230,0.005427,0.000841,
3.600833,-0.000091,0.035179,0.001642,-0.052099,-0.008354,-0.114564,0.027645,0.086420,0.009848,0.070127,0.031561,-0.014005,-0.004153,-0.000957,-0.000711,
3.601667,0.002145,0.014973,-0.000496,-0.103294,-0.014901,-0.099185,0.040115,0.081050,0.004122,0.041596,0.040078,0.000938,-0.009769,-0.000165,0.003529,
3.602500,0.001781,0.000453,0.000723,-0.413329,-0.038413,-0.051800,0.069139,0.037592,0.011400,0.017938,0.022222,0.009677,-0.008520,0.004751,-0.001391,
3.603333,-0.000875,-0.012213,0.000569,-0.563369,-0.053531,0.014332,0.115940,-0.020463,-0.025217,0.003435,0.030204,0.019247,-0.012907,-0.018559,0.002229,
3.604167,0.001502,-0.055230,-0.001569,-0.334917,-0.060986,0.025684,0.121315,-0.051771,-0.015075,-0.007104,0.031088,0.018073,-0.011625,0.008029,-0.001478,
3.605000,-0.002530,-0.095033,0.002092,-0.060009,-0.082262,0.053233,0.021024,-0.061221,-0.013090,-0.042221,0.022602,0.002817,-0.008017,-0.007801,0.001374,
3.605833,0.001830,-0.047543,-0.002181,0.154700,-0.052172,0.053208,-0.036013,-0.073689,-0.034958,-0.042426,0.082883,0.003103,-0.001157,0.010550,0.000257,
3.606667,-0.001896,-0.004460,0.002701,0.370408,0.004900,0.036314,-0.055446,-0.077121,0.007076,-0.033835,0.119316,-0.004698,-0.008122,-0.004059,-0.000859,
3.607500,0.002011,-0.015664,-0.001878,0.606358,0.047934,0.032785,-0.081686,-0.071971,-0.000494,-0.028994,0.017766,0.001409,-0.000521,0.004983,0.000925,
3.608333,-0.000334,-0.012776,0.001021,0.624079,0.054374,0.046458,-0.111534,-0.039617,0.011928,-0.004899,-0.051028,0.003592,-0.002146,-0.000474,-0.001561,
3.609167,0.000836,-0.021713,-0.001726,0.553305,0.057352,0.061633,-0.103190,0.014611,0.006367,0.011706,-0.009108,0.004008,-0.004751,-0.000594,0.002822,
3.610000,0.000333,-0.054959,0.000562,0.413911,0.059326,0.047505,-0.033772,0.053954,0.002825,0.020316,0.017624,0.002066,0.010286,0.005691,-0.001794,
3.610833,-0.001078,-0.059077,0.000104,0.269278,0.055728,0.014612,-0.013303,0.024260,0.000708,0.039042,-0.034639,-0.002370,0.013825,-0.005120,0.002141,
3.611667,0.002859,-0.019995,-0.002337,-0.007635,0.035120,-0.092273,0.020771,-0.026231,0.004147,0.014885,-0.067966,-0.013252,0.013649,0.009546,-0.000328,
3.612500,-0.001284,0.034393,0.001479,-0.664391,0.010013,-0.146345,0.039299,-0.019829,0.023071,-0.017259,-0.029440,-0.013629,0.011131,-0.010434,0.002092,
3.613333,0.001295,0.047662,-0.002487,-1.058180,-0.004799,-0.023093,0.044259,0.014041,0.010794,-0.012885,0.116454,0.005969,0.016794,0.006810,-0.000976,
3.614167,-0.002374,0.051121,0.002703,-0.840520,-0.018942,0.023117,0.047241,0.022457,0.017677,-0.008659,0.134389,0.003587,0.012629,-0.002810,-0.002053,
3.615000,0.002052,0.036858,-0.001872,-0.492362,-0.018090,0.041105,0.049000,0.015821,0.011985,0.017350,-0.041288,0.017377,0.016629,0.006176,0.001760,
3.615833,0.000687,0.036022,0.001946,-0.226998,-0.014473,0.041083,0.049377,0.032000,0.024693,0.042980,-0.101321,0.024146,0.016274,0.002641,-0.000983,
3.616667,0.001923,0.047708,0.000119,0.038778,0.013551,0.013575,0.040276,0.020666,0.003004,0.044546,-0.016146,0.010311,0.009107,-0.020741,0.002689,
3.617500,0.001030,0.094506,0.000582,0.294503,0.046878,-0.006191,0.028404,0.003660,0.002458,-0.000863,-0.055270,0.003027,0.006559,0.008359,-0.002331,
3.618333,-0.003215,0.135521,0.001198,0.350435,0.045194,0.022045,0.019703,-0.001602,0.000924,-0.023838,-0.035162,-0.012210,-0.004356,-0.004817,0.001200,
3.619167,-0.000282,0.048370,-0.001236,0.260524,0.022657,0.061485,0.003790,-0.034013,-0.013962,-0.058110,0.021869,-0.020305,-0.002903,0.006566,-0.002893,
3.620000,-0.003601,-0.068695,0.001976,0.214373,-0.005659,0.025124,-0.038872,-0.055565,-0.012606,-0.071635,0.040879,-0.014713,-0.021446,-0.014864,-0.000574,
3.620833,0.001019,-0.116818,-0.002594,0.148440,-0.047263,-0.028016,-0.089369,-0.060603,-0.023243,-0.069748,0.028103,0.000430,-0.020482,0.005357,-0.000082,
3.621667,-0.002599,-0.041243,0.002908,0.075012,-0.093638,-0.021063,-0.088957,0.000165,-0.018261,-0.087068,-0.023340,0.004048,-0.014674,-0.002808,-0.000503,
3.622500,0.001415,-0.018241,-0.001813,0.077169,-0.079200,0.014213,-0.028788,0.081725,-0.015063,-0.048194,-0.059596,0.019924,-0.015327,0.005352,0.001367,
3.623333,-0.000215,-0.015340,0.000486,0.157716,-0.054327,0.011251,0.012556,0.105796,-0.018995,-0.037015,-0.082041,0.022095,-0.016808,0.002983,-0.001034,
3.624167,0.001054,-0.029677,-0.000572,0.270007,-0.025600,-0.008465,0.010664,0.029186,-0.013889,-0.021147,0.007897,0.021983,-0.011344,-0.000911,0.003280,
3.625000,0.001408,0.007073,-0.000867,0.303600,-0.005241,-0.018411,0.001704,-0.011858,-0.007990,-0.019773,0.037955,0.024599,-0.007642,0.006490,-0.000647,
3.625833,-0.000224,0.057799,0.001126,0.313451,0.004143,-0.010680,-0.016454,-0.002097,0.001445,0.023609,-0.017033,0.013900,-0.009217,-0.007009,0.001834,
3.626667,0.002416,0.039611,-0.002068,0.227855,0.015514,-0.018862,-0.016489,-0.001826,0.003883,0.095620,-0.042000,0.010921,-0.004476,0.006659,-0.000723,
3.627500,-0.002728,-0.028905,0.001756,0.122960,0.022915,-0.024208,-0.002358,-0.014887,0.000846,0.080185,-0.026702,-0.005416,-0.004864,-0.008656,0.000532,
3.628333,0.000974,-0.050424,-0.002660,-0.084084,0.037180,-0.017116,0.024422,-0.053364,0.012016,0.053643,0.032545,-0.026126,0.000757,0.006557,-0.001420,
3.629167,-0.002803,0.030724,0.002079,-0.279589,0.030231,-0.009953,0.016406,-0.031079,0.017400,0.045485,0.040856,-0.021316,0.007506,-0.004465,-0.002308,
3.630000,0.001656,0.050643,-0.002032,-0.429513,0.023588,0.002312,0.016480,0.014855,0.031948,0.044609,0.044642,-0.005342,0.018134,0.000089,0.002750,
3.630833,0.001685,0.030683,0.001333,-0.457077,0.028090,0.004272,0.025264,0.081963,0.002559,0.024192,0.040422,-0.007507,0.018302,0.000842,-0.000742,
3.631667,0.000642,0.002575,-0.000033,-0.392905,0.026958,0.006465,0.018350,0.084453,0.003996,0.014776,0.062399,-0.017743,0.021750,-0.003123,0.002780,
3.632500,0.002189,-0.022692,-0.000483,-0.274932,0.008603,-0.002083,0.026263,0.037399,0.005281,0.029962,0.036137,-0.024302,0.021922,0.008185,-0.002096,
3.633333,-0.002373,-0.048773,0.001507,-0.202262,0.005383,-0.020742,0.016352,-0.004147,0.009769,0.024139,-0.011485,-0.042892,0.011807,-0.007502,0.000346,
3.634167,0.001148,-0.083134,-0.001692,-0.118950,0.011358,-0.050709,0.016393,-0.042350,0.002501,-0.003905,-0.012542,-0.047565,0.011557,0.008409,-0.001947,
3.635000,-0.005102,-0.110645,0.002739,-0.030685,-0.010539,-0.024820,0.003192,-0.058925,-0.003402,-0.032348,-0.027133,-0.043800,0.001800,-0.006948,-0.001956,
3.635833,-0.000369,-0.135401,-0.002139,0.054722,-0.006281,-0.004231,0.002384,-0.062894,-0.003367,-0.016790,-0.060121,-0.015558,-0.005246,0.006850,-0.000902,
3.636667,-0.002508,-0.110070,0.002900,0.182417,-0.000268,0.012920,-0.016551,-0.055033,-0.014639,-0.010186,-0.041451,0.008799,-0.011554,-0.001315,-0.001531,
3.637500,0.000386,-0.044231,-0.001674,0.227257,-0.020410,0.020108,-0.011958,-0.033826,-0.013569,-0.013768,-0.007272,0.023800,-0.014672,0.003651,0.001193,
3.638333,0.000834,0.020954,0.001075,0.197769,-0.061808,0.016602,-0.018783,-0.022772,-0.018166,-0.022512,0.008863,0.022447,-0.024353,0.005114,-0.001884,
3.639167,0.000669,0.039439,-0.001212,0.172357,-0.064479,0.030820,-0.014296,-0.007980,0.006360,-0.031400,0.027867,0.026127,-0.024105,-0.003490,0.002208,
3.640000,0.001875,0.061460,-0.000600,0.121381,-0.031153,0.006946,-0.015742,0.001710,-0.008354,-0.033122,0.012672,0.024636,-0.011628,0.007592,-0.001331,
3.640833,-0.001194,0.149153,0.001384,0.029530,-0.009727,0.006810,-0.016870,0.007232,-0.010123,-0.018390,-0.011540,0.017842,-0.010559,-0.005892,0.001842,
3.641667,0.003060,0.257379,-0.001668,-0.014462,0.019349,0.009993,-0.009139,0.002657,0.001509,-0.005530,-0.009211,0.026362,-0.010050,-0.000915,-0.000324,
3.642500,-0.001538,0.226400,0.001535,-0.075844,0.030608,0.003399,0.000427,0.014106,-0.010841,-0.007988,-0.005975,0.026865,-0.006428,-0.007844,0.000561,
3.643333,0.002713,0.069814,-0.001977,-0.074014,0.046191,0.014209,-0.000686,0.016586,0.007757,-0.004267,0.001524,0.024702,0.005965,-0.005165,0.002211,
3.644167,-0.000667,-0.004545,0.001835,0.029489,0.047801,0.009787,0.004454,0.011352,0.004356,-0.005978,0.000006,0.017896,0.007916,-0.002950,-0.000868,
3.645000,0.001447,-0.033901,-0.001374,0.086636,0.031637,0.008760,0.003181,0.015989,0.000012,0.004257,0.015863,0.009961,0.010724,0.000324,0.002921,
3.645833,-0.000102,-0.058844,0.000148,0.124238,0.016934,0.002746,0.016395,0.003680,0.003576,0.018947,0.015515,0.010204,0.011042,0.003435,-0.001221,
3.646667,-0.001346,-0.075713,0.000142,0.129099,0.005991,0.002124,-0.008548,0.005284,0.023134,-0.013498,0.013143,0.000922,0.005061,-0.004450,0.002573,
3.647500,0.001377,-0.082835,-0.000932,0.094409,-0.014463,-0.001041,-0.015497,0.004056,0.013672,-0.015118,0.018650,-0.011332,0.006670,0.007491,-0.001259,
3.648333,-0.002614,-0.087233,0.001350,0.034234,-0.030842,0.013082,0.019348,0.001557,0.006775,0.001103,0.027748,-0.017106,0.010835,-0.006367,0.001473,
3.649167,0.002550,-0.095782,-0.002167,-0.079035,0.005227,0.015798,0.034952,-0.000806,0.021364,0.014096,0.034622,-0.006342,0.011146,0.008602,-0.000217,
3.650000,-0.001593,-0.084833,0.002556,-0.169422,0.019433,0.003587,0.023989,0.008900,0.003725,0.023543,0.026131,-0.013079,0.014771,-0.005889,0.000384,
3.650833,0.002198,-0.008922,-0.002030,-0.138992,0.008723,-0.006479,-0.003624,0.009645,0.005587,0.031415,-0.022921,-0.011852,0.017888,0.008296,0.000529,
3.651667,-0.000877,0.057490,0.001624,-0.058587,-0.019428,-0.007701,0.004297,-0.005721,-0.013641,0.043957,-0.091495,-0.022816,0.009196,0.002633,-0.001613,
3.652500,-0.000442,0.029106,-0.000368,0.022309,-0.025809,-0.005289,0.003808,-0.014446,-0.001316,0.031555,-0.068524,-0.027524,-0.000482,0.002302,0.000366,
3.653333,-0.001991,0.002363,0.000691,0.060914,-0.032552,-0.021541,-0.011652,-0.034218,-0.014810,0.006862,-0.037036,-0.010121,-0.000175,-0.005362,-0.004824,
3.654167,-0.002929,-0.026551,0.000835,0.063891,-0.032642,-0.023977,-0.030182,-0.069152,-0.016739,-0.033946,-0.003302,-0.000225,-0.011107,-0.005251,0.000057,
3.655000,0.001475,-0.058547,-0.001616,0.065672,-0.026392,-0.018267,-0.014699,-0.127794,-0.011373,-0.027707,0.052195,0.023973,-0.005371,0.001109,-0.002233,
3.655833,-0.001598,-0.036705,0.001732,0.072167,-0.008623,-0.010688,-0.013421,-0.040930,-0.025412,-0.008153,0.132951,0.031790,-0.012436,-0.006573,0.001887,
3.656667,0.002960,-0.028315,-0.001329,0.271028,0.001889,-0.014081,-0.012762,0.166246,-0.003770,-0.017251,0.130923,0.031916,-0.005005,0.010155,0.000667,
3.657500,-0.001636,-0.026812,0.002324,0.378734,0.009254,-0.000084,-0.014399,0.289399,-0.003660,-0.015487,-0.005165,0.015644,-0.011938,-0.005772,0.000516,
3.658333,0.001857,-0.032200,-0.002568,0.219359,0.035892,0.024871,-0.012986,0.134104,0.003912,-0.008053,-0.107628,0.006926,-0.005327,-0.001559,0.000975,
3.659167,-0.000447,-0.024037,0.000933,-0.025939,0.054630,0.026130,-0.005925,-0.006551,0.006747,-0.016770,-0.171737,-0.016212,-0.003349,-0.001768,-0.001921,
3.660000,0.000456,-0.022932,-0.001212,-0.293316,0.055081,0.016339,0.002972,-0.025641,-0.000795,-0.013257,-0.145003,-0.023253,0.002067,-0.002585,0.002659,
3.660833,0.000904,0.132078,-0.000000,-0.468078,0.027617,0.002501,-0.006889,-0.046042,0.005859,0.002183,-0.020865,-0.022737,0.006175,0.006062,-0.001457,
3.661667,-0.000933,0.268242,0.000297,-0.451673,0.005338,-0.008836,-0.008193,-0.047960,-0.012346,0.027723,0.048858,-0.027172,0.004843,-0.004815,0.002058,
3.662500,0.001962,0.197085,-0.001390,-0.364319,0.005929,-0.017534,0.023782,-0.048228,0.018297,0.037125,0.039602,-0.030443,-0.002704,0.008270,-0.000988,
3.663333,-0.004294,0.085960,0.001959,-0.282558,-0.027080,0.006001,0.035175,-0.033613,0.009751,0.014833,0.037130,-0.026894,0.001224,-0.008086,-0.000370,
3.664167,0.000440,-0.042741,-0.001863,-0.226133,-0.029920,-0.001106,0.040022,-0.031013,0.005051,0.000223,0.048008,-0.016052,0.007619,0.007153,-0.002802,
3.665000,-0.002147,-0.123756,0.001945,-0.220096,-0.021372,0.000965,0.042902,-0.022463,0.027855,-0.000894,0.036691,-0.015144,0.006253,-0.004455,-0.001570,
3.665833,0.002289,-0.147672,-0.002334,-0.145731,-0.010905,0.003056,0.056322,-0.017456,0.007214,0.018057,0.020581,0.004228,0.013604,0.006378,0.001342,
3.666667,0.000473,-0.082953,0.001780,0.027653,-0.014397,-0.008872,0.022755,-0.031584,0.009966,-0.024086,0.021960,0.007598,0.005105,0.002876,-0.000474,
3.667500,0.000644,0.058909,-0.000971,0.218003,-0.014460,-0.002163,-0.053836,-0.034504,-0.008899,-0.059254,0.018250,0.007190,-0.008862,0.001063,0.001679,
3.668333,0.001277,0.148319,0.000703,0.332896,-0.009876,-0.008247,-0.037653,-0.026688,-0.006500,-0.009150,0.018610,0.018585,-0.015625,0.004293,-0.001658,
3.669167,-0.000071,0.132441,0.001920,0.438146,-0.012854,-0.010027,-0.013996,-0.008601,-0.002215,0.006919,0.038301,0.016622,-0.010446,-0.005133,0.003399,
3.670000,0.002398,0.033211,-0.001745,0.551801,-0.015764,-0.002764,-0.022544,-0.009843,-0.011758,0.006672,0.017510,0.023133,-0.009178,0.009099,0.000218,
3.670833,-0.001996,-0.085924,0.001611,0.433874,-0.015857,0.010957,-0.013554,-0.003553,-0.007814,0.004168,-0.007750,0.013259,-0.024321,-0.009164,0.001617,
3.671667,0.002156,-0.119087,-0.002205,0.259096,-0.013585,0.017417,0.007476,-0.005278,-0.012815,0.007207,-0.008639,0.018896,-0.010384,0.006911,0.000728,
3.672500,-0.001777,-0.076968,0.002220,0.090489,-0.005738,-0.006870,0.000416,0.001479,-0.007533,0.000398,0.019271,0.016856,-0.013430,-0.005239,0.000146,
3.673333,0.002072,-0.062103,-0.002815,-0.058535,0.012116,-0.012451,-0.012762,0.012626,-0.035610,-0.009681,0.046840,0.014769,-0.009940,0.003671,0.001549,
3.674167,-0.000945,-0.084395,0.001764,-0.167106,0.015419,-0.011974,-0.012830,0.017664,-0.011294,-0.033694,0.026162,0.009426,-0.005995,0.002360,-0.001779,
3.675000,-0.000148,-0.094532,-0.000370,-0.246871,0.018218,-0.007864,-0.007109,0.010829,0.014297,-0.005403,0.006072,0.010587,0.001785,-0.004748,0.001912,
3.675833,0.000189,-0.085759,-0.000520,-0.276842,0.015638,-0.000257,-0.015889,0.007109,-0.000344,0.009440,-0.035541,0.005119,-0.002754,-0.017500,-0.003248,
3.676667,-0.002680,-0.083966,0.000857,-0.250540,-0.000704,0.003690,-0.052896,0.009290,0.001845,-0.006398,-0.099271,-0.008670,0.000857,-0.006296,-0.000017,
3.677500,-0.000059,-0.054303,-0.001275,-0.154481,-0.004862,0.005064,-0.021384,0.008100,0.001479,-0.005303,-0.106213,-0.001651,0.003482,0.003536,-0.003502,
3.678333,-0.002781,-0.011047,0.002544,-0.019749,0.025297,0.009524,0.011058,0.000831,0.027239,0.005558,-0.093267,-0.005428,-0.002187,-0.004789,0.000030,
3.679167,0.002275,0.024058,-0.001876,0.036501,0.047816,0.005489,0.020632,-0.028961,0.016097,0.012908,-0.077192,0.000274,0.020333,0.010385,0.000201,
3.680000,-0.001524,0.068480,0.001486,0.068001,0.038589,-0.000773,0.026726,-0.049658,0.017023,0.027273,-0.031103,-0.004250,0.025277,-0.002516,0.000217,
3.680833,0.002455,0.086286,-0.002018,0.115963,0.021272,0.005855,0.026292,-0.023388,0.006660,0.029876,0.006123,-0.003149,0.027454,0.003200,0.002823,
3.681667,0.000478,0.081213,0.001498,0.092497,-0.010390,-0.001166,0.027117,0.031106,0.012156,0.034133,0.014679,-0.004379,0.028546,0.002510,-0.000832,
3.682500,-0.000588,0.071181,-0.000480,0.019569,-0.019621,0.001058,0.022490,0.093552,0.018390,0.058034,-0.001437,-0.002770,0.020159,-0.001535,0.001918,
3.683333,0.001392,0.065104,-0.000779,-0.035547,-0.023817,0.016042,0.015313,0.102167,0.006580,0.044950,-0.013815,-0.000934,0.017550,0.008919,-0.002508,
3.684167,-0.000752,0.052660,0.000753,-0.068454,-0.019466,0.008389,0.013367,0.060167,-0.004215,0.020647,0.007475,-0.004074,0.019336,-0.003359,0.001911,
3.685000,0.001982,0.031450,-0.001072,-0.045163,-0.013130,0.004955,0.012225,0.005247,-0.001346,0.006312,0.028422,0.000462,0.008570,0.002981,-0.000540,
3.685833,-0.002156,0.021193,0.001681,-0.103052,-0.015182,0.001773,0.010205,-0.011934,-0.014429,-0.012727,0.030574,-0.005339,-0.006675,-0.005476,0.000209,
3.686667,0.002400,0.050749,-0.002737,-0.195642,-0.014940,0.006621,0.002724,-0.011673,0.000620,-0.039548,0.041398,0.001863,-0.002613,0.007889,0.000649,
3.687500,-0.001745,0.061838,0.002152,-0.201087,-0.017895,-0.008581,-0.016176,-0.009237,-0.021670,-0.087603,0.114289,-0.008454,-0.007794,-0.000411,-0.000594,
3.688333,0.001279,0.018449,-0.001809,-0.174864,-0.001613,0.015822,-0.015374,-0.012114,-0.020121,-0.071310,0.193231,-0.020569,-0.020863,0.002886,0.002128,
3.689167,-0.000583,-0.031062,0.000487,-0.102118,-0.000268,0.011615,-0.013342,-0.022760,-0.020072,-0.031586,0.126063,-0.019678,-0.019411,0.003744,-0.002019,
3.690000,-0.001531,-0.064590,0.000188,-0.016234,-0.000581,0.009613,-0.020159,-0.034477,-0.025495,-0.020482,0.023222,-0.022708,-0.029852,-0.001198,0.000546,
3.690833,-0.000648,-0.072401,0.000043,0.097154,-0.005903,-0.009571,-0.024391,-0.051860,-0.011826,-0.003831,-0.051711,-0.025680,-0.016957,-0.017586,-0.003910,
3.691667,-0.005716,-0.056214,0.001728,0.176858,-0.006463,-0.031148,-0.030929,-0.047462,0.006441,0.004466,-0.060797,-0.021407,-0.024230,-0.004679,-0.001651,
3.692500,-0.000712,-0.024311,-0.001622,0.318229,0.003544,-0.028423,-0.026811,-0.051361,0.082408,0.007911,-0.033242,-0.004226,-0.017660,0.011734,-0.004122,
3.693333,-0.002878,0.026002,0.002657,0.474850,0.004746,-0.030247,-0.014641,-0.037026,0.075246,-0.006014,-0.004662,0.005132,-0.013737,-0.002682,-0.000641,
3.694167,0.002284,0.055153,-0.001456,0.619057,0.011034,-0.024575,0.001149,-0.028281,0.036691,0.019448,-0.019375,0.016147,0.003244,0.005784,0.001164,
3.695000,0.000430,0.028296,0.002213,0.575774,0.004101,-0.003330,0.021162,0.004306,0.001548,0.029215,-0.043575,0.014498,0.011608,-0.001780,-0.000232,
3.695833,0.003312,-0.019073,-0.002358,0.217074,0.011419,0.014405,0.033030,0.031265,-0.000106,0.045564,-0.041924,0.025536,0.008600,-0.000046,0.004022,
3.696667,0.002689,-0.015446,0.000090,-0.137126,0.008575,0.007258,0.023167,0.055780,-0.044239,0.062396,-0.043325,0.026850,0.007952,0.003357,0.001108,
3.697500,0.001156,-0.022678,-0.000362,-0.308652,0.006252,0.000853,0.017506,0.070202,-0.085509,0.031806,-0.022654,0.014493,0.017442,-0.002103,0.004456,
3.698333,0.003902,-0.018236,-0.001424,-0.375206,-0.004094,-0.003904,0.023062,0.026751,-0.134720,-0.003170,0.013784,0.016405,0.023185,-0.008795,-0.000125,
3.699167,-0.000671,-0.011784,0.002243,-0.323672,-0.006445,0.001675,0.018618,-0.032177,-0.141797,-0.071055,0.045200,-0.007683,0.002906,-0.003905,0.003081,
3.700000,0.002697,-0.016335,-0.002329,-0.242376,-0.002023,-0.011870,0.043845,-0.054113,-0.007523,-0.035881,0.024568,-0.019155,0.006047,0.011804,-0.000268,
3.700833,-0.002017,-0.011177,0.001948,-0.201445,-0.007925,0.007788,0.058763,0.020736,0.039402,0.005777,-0.028751,-0.012508,0.005453,-0.002714,-0.000866,
3.701667,0.001667,-0.018776,-0.001863,-0.169187,-0.004016,0.063996,0.037279,0.117578,0.055774,-0.001914,-0.038010,-0.000250,0.000672,0.008234,0.000678,
3.702500,-0.002121,-0.015965,0.001651,-0.138276,0.008017,0.047184,0.019372,0.110507,0.042234,0.007746,-0.035550,0.006176,-0.009051,0.001619,-0.001589,
3.703333,-0.000260,-0.008260,-0.000787,-0.103778,0.010922,0.026008,-0.008226,0.034597,0.030699,0.019972,-0.009448,0.013635,-0.003564,0.003990,0.001642,
3.704167,0.000078,0.001729,0.000436,-0.071848,0.008347,0.008850,-0.057105,-0.025790,0.048049,-0.028235,-0.006058,0.013729,-0.004066,0.004210,-0.002449,
3.705000,-0.001261,-0.000351,-0.000172,-0.052101,0.013404,0.013400,-0.193629,-0.047629,0.004276,-0.053846,0.060267,0.015910,-0.013447,-0.028393,0.001550,
3.705833,0.000606,-0.009928,-0.000628,-0.027247,0.005937,0.022564,-0.146787,-0.056873,0.024971,0.022503,0.108104,0.026422,-0.009263,0.012538,-0.002841,
3.706667,-0.003478,-0.004721,0.002120,-0.015970,0.004242,0.004749,-0.032679,-0.050327,0.028658,0.010558,0.056802,0.014886,-0.015917,-0.003613,-0.000519,
3.707500,0.000982,0.002151,-0.002914,-0.003952,0.027533,0.022972,-0.002499,-0.027079,0.042343,0.010435,-0.033899,0.008904,-0.008982,0.008911,-0.001400,
3.708333,-0.002800,0.012074,0.002732,0.007283,0.037038,0.030542,0.012136,-0.014440,0.022379,0.028409,-0.278811,-0.003749,-0.006145,-0.018706,-0.001215,
3.709167,0.001656,0.011787,-0.001998,0.009521,0.032592,-0.034791,0.029410,-0.026135,0.007963,-0.019882,-0.377091,-0.013175,-0.005565,0.006007,0.000952,
3.710000,-0.000911,0.020228,0.002427,0.011656,0.011287,-0.087875,0.035155,-0.037888,0.020587,-0.069877,-0.135923,-0.016951,-0.011960,0.000653,-0.001613,
