Time(sec),PM,AM,AL,PL,GON,GRF
3.365,74.562611,62.750343,45.119987,73.051068,7.390496,0.162483
3.373333,74.564423,61.785672,44.257027,71.9981,7.390953,0.162999
3.381667,74.963664,61.014783,43.692746,71.297433,7.356526,0.162379
3.39,74.654086,60.100081,42.844713,70.216132,7.329458,0.161632
3.398333,73.89,59.09,41.53,68.77,7.327,0.161
3.406667,73.831494,58.298525,40.087193,67.585544,7.333157,0.159921
3.415,73.913056,57.368518,39.056316,66.504769,7.327913,0.158552
3.423333,73.542373,56.223101,38.443221,65.341723,7.303282,0.157312
3.431667,72.81021,55.437424,37.377736,64.165882,7.272119,0.156652
3.44,72.036826,54.676548,35.679081,62.735122,7.252301,0.155903
3.448333,71.498647,53.313962,33.847046,60.872024,7.253996,0.154172
3.456667,70.97067,51.907419,32.818634,59.313237,7.256472,0.152304
3.465,70.260425,50.727804,32.48644,58.164429,7.242864,0.150701
3.473333,69.364748,49.394437,31.387694,56.546049,7.210403,0.148808
3.481667,68.555174,47.933765,29.721717,54.619629,7.173799,0.146939
3.49,68.134675,46.578016,28.632509,53.092826,7.152914,0.145736
3.498333,67.810777,45.073803,27.845369,51.607294,7.140922,0.144493
3.506667,67.497061,43.644498,26.933695,50.128124,7.12747,0.143161
3.515,67.533715,43.117438,25.775252,49.271907,7.107004,0.142853
3.523333,67.816414,42.565627,24.690302,48.482587,7.083227,0.142996
3.531667,68.119477,41.022185,23.9396,47.124815,7.063619,0.14285
3.54,68.4757,39.660273,23.104093,45.874984,7.054648,0.143371
3.548333,68.742726,39.010343,22.209412,45.094578,7.052525,0.144033
3.556667,68.63734,38.487485,21.714812,44.492645,7.043101,0.142912
3.565,68.539845,37.894141,20.80677,43.66771,7.020218,0.141989
3.573333,68.702058,37.24147,19.14885,42.540097,6.98691,0.142779
3.581667,68.582146,36.633253,18.4222,41.769148,6.959244,0.142673
3.59,68.238215,35.953407,18.646613,41.294543,6.942532,0.14107
3.598333,68.210774,34.955107,18.351496,40.444998,6.929029,0.139589
3.606667,68.198711,33.793788,17.605141,39.294407,6.905787,0.138911
3.615,68.004722,32.692697,16.830941,38.136619,6.875578,0.138969
3.623333,68.030482,31.77128,16.258584,37.242516,6.869759,0.138921
3.631667,68.07067,30.69398,15.700472,36.245341,6.871329,0.139026
3.64,67.538547,29.045803,14.800173,34.565623,6.833556,0.140194
3.648333,66.966851,27.753206,14.063887,33.200977,6.793661,0.141301
3.656667,66.874279,26.956615,13.733405,32.46954,6.776509,0.141771
3.665,67.353691,25.337449,13.397392,31.270909,6.76229,0.142431
3.673333,67.856983,23.557055,12.841635,29.870663,6.746359,0.143027
3.681667,67.737286,23.000721,12.173976,29.167395,6.735122,0.142949
3.69,67.488118,22.194579,11.786788,28.369921,6.721974,0.143336
3.698333,67.276639,20.846416,11.627162,27.281442,6.705118,0.143984
3.706667,66.844312,19.957574,11.288031,26.396982,6.687585,0.14355
3.715,66.16955,19.188782,10.954999,25.552022,6.661247,0.143002
3.723333,65.370524,17.967268,10.890074,24.473559,6.620016,0.143643
3.731667,64.602018,17.11578,10.663689,23.594466,6.581775,0.144156
3.74,63.868663,16.608607,10.182334,22.858818,6.561442,0.144042
3.748333,63.0654,15.479617,9.773899,21.700462,6.563436,0.143991
3.756667,62.471526,14.028772,9.483511,20.407498,6.561882,0.143975
3.765,62.251146,12.977171,9.178587,19.469888,6.536696,0.143932
3.773333,61.997665,12.438161,8.735166,18.838126,6.506623,0.144404
3.781667,61.502043,11.915208,8.296171,18.169357,6.479124,0.144979
3.79,60.702376,10.818256,8.079561,17.111656,6.453938,0.144797
3.798333,59.549288,9.645155,7.923336,15.945088,6.435454,0.14363
3.806667,58.156942,8.901486,7.648949,14.984693,6.421453,0.141683
3.815,56.921458,8.426999,7.269609,14.206213,6.395387,0.139594
3.823333,55.852156,8.108872,6.630824,13.467102,6.35972,0.137812
3.831667,54.758954,7.823303,5.687116,12.620548,6.327378,0.136531
3.84,53.635163,7.208912,5.016135,11.649456,6.304042,0.135657
3.848333,52.655308,6.338155,4.774558,10.706383,6.287224,0.135093
3.856667,52.06771,5.786284,4.562468,10.083717,6.267293,0.134747
3.865,51.280051,5.686083,4.503481,9.805581,6.242092,0.134047
3.873333,49.668536,5.848897,4.76505,9.679549,6.214029,0.132587
3.881667,48.326372,5.737473,4.511665,9.199046,6.188296,0.13168
3.89,47.597972,5.37096,3.865699,8.500759,6.172312,0.131051
3.898333,46.76084,5.27996,3.817637,8.228223,6.168993,0.129045
3.906667,45.586503,5.48796,3.936048,8.164912,6.154738,0.126666
3.915,44.098885,5.762842,3.773475,7.958558,6.117043,0.124929
3.923333,42.556709,5.642411,3.851616,7.553546,6.088466,0.122986
3.931667,40.873994,5.488887,4.190386,7.203658,6.073244,0.120933
3.94,38.840996,6.128058,4.386032,7.291178,6.047323,0.119716
3.948333,37.217212,6.843939,4.941585,7.675234,6.017038,0.118738
3.956667,36.369394,7.066274,5.985307,8.077788,5.992323,0.117512
3.965,35.486091,7.195228,6.553579,8.208136,5.975615,0.116467
3.973333,34.41,7.33,6.85,8.19,5.961,0.116
3.981667,33.535026,7.403126,7.823132,8.457345,5.940691,0.11613
3.99,32.748215,8.097924,8.973381,9.262307,5.924857,0.115854
3.998333,31.898094,9.41674,9.735406,10.33492,5.915251,0.114454
4.006667,31.026069,9.710023,10.215058,10.549979,5.889633,0.112449
4.015,30.064218,9.545003,10.520225,10.346514,5.863384,0.110724
4.023333,28.982694,10.113331,10.756004,10.616138,5.857116,0.109942
4.031667,27.990497,11.233932,11.121995,11.356257,5.856767,0.110031
4.04,27.329018,12.538732,11.830628,12.442417,5.843561,0.11082
4.048333,27.165476,13.724256,12.957388,13.723769,5.806323,0.112089
4.056667,27.186772,14.904939,13.694286,14.879607,5.782928,0.113292
4.065,27.118004,16.12114,13.615212,15.703944,5.790583,0.113939
4.073333,27.090849,17.003417,13.585097,16.321756,5.776293,0.113878
4.081667,27.100452,17.732457,13.849233,16.962495,5.734261,0.113188
4.09,26.968924,18.954071,13.927695,17.847204,5.709535,0.112113
4.098333,26.628622,20.152331,13.836027,18.593798,5.69973,0.110581
4.106667,26.088788,20.946063,13.820129,19.034417,5.691178,0.108774
4.115,25.404656,22.253816,14.103755,19.943637,5.691667,0.10763
4.123333,24.6,23.99,14.73,21.28,5.684,0.107
4.131667,23.690347,25.164557,15.508367,22.243103,5.639794,0.105781
4.14,22.826675,26.502794,16.147574,23.274317,5.611549,0.104454
4.148333,22.120611,28.196149,16.64086,24.539639,5.613918,0.103378
4.156667,21.595829,29.362984,17.34377,25.557109,5.59721,0.102287
4.165,21.259541,30.144217,18.640285,26.58725,5.567771,0.101052
4.173333,21.040699,31.194131,20.60955,28.115826,5.561346,0.099724
4.181667,20.563062,32.109828,21.971162,29.238024,5.560187,0.098596
4.19,19.825349,32.649758,22.603773,29.729876,5.544251,0.098012
4.198333,19.389571,33.154903,24.250346,30.684984,5.512255,0.098253
4.206667,19.262262,33.648384,26.490787,31.944328,5.489884,0.099174
4.215,19.114594,34.116133,27.914953,32.837766,5.496669,0.100424
4.223333,18.921696,35.082534,28.98219,33.933451,5.49068,0.101938
4.231667,18.813048,36.385507,29.929225,35.242536,5.46777,0.103645
4.24,18.945374,37.356856,30.615945,36.257421,5.455947,0.105437
4.248333,19.070632,38.000115,31.077455,36.940403,5.44991,0.107208
4.256667,18.9647,38.594332,31.493049,37.518034,5.440171,0.108663
4.265,18.972624,39.306397,32.183508,38.319073,5.44646,0.10907
4.273333,19.39,39.89,32.97,39.16,5.458,0.109
4.281667,20.246447,39.911503,33.337851,39.525288,5.444652,0.109859
4.29,21.021673,39.533642,33.225512,39.386541,5.420677,0.111655
4.298333,21.385441,38.916794,32.732529,38.822811,5.404342,0.114038
4.306667,21.533959,37.972713,32.029669,37.884091,5.402069,0.116665
4.315,21.710932,36.590795,31.294082,36.617786,5.419207,0.11919
4.323333,22.122488,34.848115,30.591102,35.153948,5.449333,0.121228
4.331667,22.852357,33.403737,29.639715,33.877618,5.450296,0.12228
4.34,23.806051,32.666141,28.322761,33.013053,5.426328,0.122838
4.348333,24.70207,32.460545,26.842058,32.445121,5.437101,0.124354
4.356667,25.338406,31.885113,25.525092,31.623273,5.453967,0.12605
4.365,25.679053,30.326468,24.563458,30.185593,5.434839,0.126755
4.373333,26.137829,29.155256,23.525249,29.014676,5.421163,0.127193
4.381667,26.864465,28.876252,22.254446,28.438177,5.437411,0.127871
4.39,27.519084,28.279348,21.181469,27.706995,5.456958,0.128458
4.398333,28.000925,27.328777,20.675015,26.924211,5.452461,0.129232
4.406667,28.274629,26.465206,20.550613,26.313874,5.424451,0.13039
4.415,28.206183,25.891149,19.66501,25.515358,5.424289,0.131377
4.423333,28.31,25.52,18.37,24.73,5.446,0.132
4.431667,29.391479,25.064614,18.270464,24.602201,5.432698,0.13256
4.44,30.37564,24.638842,18.543495,24.628574,5.416817,0.133241
4.448333,30.519658,24.269065,18.310714,24.295287,5.424711,0.134274
4.456667,30.387575,23.69587,17.634545,23.570861,5.435914,0.135983
4.465,30.569096,23.132701,16.837515,22.875836,5.439948,0.137933
4.473333,31.383421,23.084378,16.284598,22.794915,5.441129,0.139246
4.481667,32.327057,23.246728,15.787987,22.91567,5.449769,0.140318
4.49,33.04122,23.265448,15.22422,22.850784,5.463186,0.141609
4.498333,33.78553,23.126041,14.828454,22.748953,5.457137,0.142999
4.506667,34.352979,22.954869,14.493778,22.612485,5.448089,0.144026
4.515,34.490998,22.87763,14.000419,22.384251,5.460441,0.144237
4.523333,34.834538,22.809378,13.4841,22.198532,5.461655,0.143776
4.531667,35.635003,22.752932,13.057391,22.15987,5.445193,0.143099
4.54,36.357888,22.840005,12.686145,22.232433,5.452468,0.142839
4.548333,36.822419,22.727761,12.338731,22.111634,5.469149,0.143041
4.556667,37.134682,22.207258,11.990082,21.65709,5.468541,0.143593
4.565,37.649594,22.011085,11.627882,21.47883,5.46401,0.144675
4.573333,38.253188,22.187404,11.452224,21.670149,5.4637,0.145829
4.581667,38.493174,22.159122,11.750054,21.827351,5.466552,0.146146
4.59,38.769595,22.220922,12.023608,22.045823,5.482135,0.145925
4.598333,39.438874,22.599216,11.793276,22.371303,5.504649,0.145888
4.606667,40.121389,22.745089,11.256041,22.404863,5.498447,0.146386
4.615,40.802257,22.774396,10.787919,22.381969,5.474474,0.146966
4.623333,41.703082,23.146589,10.760317,22.837162,5.470997,0.146917
4.631667,42.633997,23.252604,10.98175,23.213939,5.481216,0.147312
4.64,43.320991,22.908,11.032407,23.14403,5.488816,0.148564
4.648333,43.629647,22.980223,10.52722,23.055466,5.489468,0.149392
4.656667,43.898676,23.348811,9.655977,23.016286,5.486956,0.150041
4.665,44.62142,23.324197,8.991561,22.883008,5.490517,0.151382
4.673333,45.582226,23.078215,8.894498,22.88209,5.508554,0.152072
4.681667,46.685844,22.881581,9.065589,23.061035,5.535655,0.151936
4.69,48.114576,22.826172,8.564746,23.132219,5.549258,0.152858
4.698333,49.141675,22.709892,8.178746,23.117607,5.544362,0.154307
4.706667,49.333557,22.413329,8.572577,23.113105,5.532476,0.155023
4.715,49.644606,22.209478,8.624962,23.058099,5.539142,0.154675
4.723333,50.463714,21.950817,8.15911,22.860239,5.557712,0.154024
4.731667,51.552198,21.207483,7.912009,22.467598,5.557803,0.154419
4.74,52.662828,20.543235,7.960055,22.261335,5.553498,0.15506
4.748333,53.72288,20.574301,7.947362,22.517266,5.564815,0.154984
4.756667,55.02109,20.917161,7.369407,22.811859,5.575087,0.15524
4.765,56.567209,21.193786,6.634517,23.047593,5.577929,0.155974
4.773333,58.110148,21.190476,6.672172,23.406299,5.580507,0.156488
4.781667,59.622245,20.832446,6.7847,23.535233,5.585869,0.157309
4.79,61.096318,20.18239,6.314464,23.201509,5.593585,0.158828
4.798333,62.442678,19.482183,5.516511,22.665789,5.599359,0.16056
4.806667,63.563073,18.992303,4.740639,22.239975,5.598496,0.161924
4.815,64.389344,18.901767,4.233106,22.148014,5.59094,0.162579
4.823333,65.01056,19.034575,3.719513,22.168777,5.599631,0.163369
4.831667,65.76706,19.032793,3.073082,22.067213,5.624066,0.164639
4.84,67.170895,18.506212,2.588929,21.79891,5.624318,0.165542
4.848333,68.418289,17.764007,2.236309,21.397201,5.615034,0.16606
4.856667,68.69013,17.343056,1.833471,20.991714,5.62815,0.166364
4.865,69.424937,17.188574,1.401774,20.864656,5.643491,0.165575
4.873333,70.834745,16.96914,0.941374,20.824801,5.648465,0.164096
4.881667,71.003803,16.258587,0.424306,20.138663,5.654794,0.164038
4.89,70.559903,15.658987,0.181424,19.511043,5.661384,0.163922
4.898333,70.692775,15.708215,0.356813,19.646118,5.665446,0.162038
4.906667,71.245362,15.595504,0.14116,19.595796,5.675386,0.16014
4.915,71.914784,15.024541,-0.468378,19.081343,5.689315,0.159119
4.923333,72.578673,14.364088,-0.715502,18.652219,5.695848,0.158441
4.931667,73.548648,13.483612,-1.055961,18.091351,5.699243,0.157826
4.94,75.016589,12.392351,-1.774504,17.331145,5.708634,0.157237
4.948333,76.658185,11.704862,-2.000549,17.112286,5.729875,0.15686
4.956667,78.284865,11.450097,-1.994737,17.301345,5.756972,0.157023
4.965,79.913546,11.053431,-2.696725,17.086187,5.776149,0.157985
4.973333,81.58918,10.203762,-2.832081,16.792787,5.78864,0.159327
4.981667,83.387672,9.127025,-2.055485,16.749533,5.799216,0.16062
4.99,85.412898,8.84063,-2.58565,16.77688,5.811522,0.16176
4.998333,87.49,8.8,-3.62,16.78,5.815,0.163
5.006667,89.375161,7.915818,-3.182965,16.750444,5.801632,0.164476
5.015,91.24137,7.044612,-2.890468,16.662177,5.80742,0.165094
5.023333,92.915028,6.674512,-3.520728,16.503333,5.836185,0.164975
5.031667,93.903096,6.350254,-3.989615,16.298184,5.848486,0.16559
5.04,94.903761,5.957379,-4.208238,16.151537,5.846217,0.165971
5.048333,96.472171,5.563121,-4.412187,16.131664,5.843412,0.165296
5.056667,97.887444,5.319518,-4.672193,16.164486,5.846063,0.165045
5.065,98.912391,5.239522,-4.881506,16.252499,5.862317,0.165123
5.073333,100.051914,5.137696,-4.861045,16.443014,5.898508,0.163422
5.081667,101.129154,4.801908,-5.261741,16.271405,5.921952,0.160527
5.09,101.903768,4.184689,-6.338265,15.547249,5.911596,0.157857
5.098333,102.700886,3.646547,-6.63775,15.216435,5.911846,0.156011
5.106667,103.715079,3.352513,-6.325948,15.366395,5.934036,0.154969
5.115,104.899867,3.289973,-6.57223,15.479658,5.958041,0.154338
5.123333,105.958236,3.517219,-6.960422,15.717238,5.970653,0.1538
5.131667,106.974493,3.809191,-7.069133,16.116181,5.976905,0.153229
5.14,108.588978,3.560424,-6.994536,16.330855,6.003465,0.152777
5.148333,110.15,3.1,-6.93,16.37,6.038,0.153
5.156667,110.51352,3.171897,-7.068398,16.44127,6.047398,0.154291
5.165,111.095108,2.909627,-7.404284,16.246131,6.053784,0.155089
5.173333,112.557674,2.055137,-7.707803,15.839286,6.074946,0.154945
5.181667,113.505786,1.809219,-7.536724,15.9418,6.099422,0.155624
5.19,114.039747,1.987636,-7.003488,16.405984,6.116953,0.155948
5.198333,114.938543,1.920426,-6.544588,16.755309,6.126176,0.154528
5.206667,116.438283,1.817793,-6.688742,16.958892,6.146948,0.154211
5.215,118.482045,1.920584,-7.382527,17.196439,6.176086,0.155771
5.223333,120.749531,2.252827,-7.878225,17.740473,6.182463,0.156655
5.231667,122.763969,2.633771,-7.954857,18.43879,6.181876,0.157101
5.24,124.322043,2.891882,-7.795764,19.036342,6.196588,0.158168
5.248333,126.020715,3.068789,-7.986773,19.461425,6.215996,0.159909
5.256667,127.977508,3.184482,-8.429785,19.800045,6.23105,0.16186
5.265,129.706939,3.231978,-8.403208,20.236102,6.242831,0.163303
5.273333,130.875645,3.356988,-7.996178,20.759924,6.268542,0.16416
5.281667,131.438331,3.638769,-7.431354,21.324484,6.311008,0.164679
5.29,131.809352,3.933601,-6.675305,21.934683,6.33559,0.165324
5.298333,132.43,4.34,-6.14,22.59,6.344,0.166
5.306667,133.454994,5.052185,-6.396366,23.226622,6.370732,0.166121
5.315,134.05034,5.42559,-6.476173,23.592651,6.393375,0.165871
5.323333,134.046746,5.296066,-5.881812,23.741038,6.401067,0.165819
5.331667,134.278912,5.29984,-5.099165,24.123538,6.412528,0.166663
5.34,134.735989,5.880796,-4.229461,25.012061,6.42753,0.167957
5.348333,134.968348,7.130232,-3.217454,26.385395,6.438575,0.168736
5.356667,135.350208,8.313987,-2.646996,27.557838,6.467855,0.169303
5.365,136.149301,8.922824,-2.638656,28.176722,6.506107,0.16987
5.373333,137.27908,8.953176,-2.695086,28.429661,6.512507,0.170288
5.381667,138.398636,9.05827,-2.320739,28.914009,6.510511,0.171048
5.39,139.197755,9.868468,-1.344001,30.081762,6.538757,0.172774
5.398333,139.935074,10.694948,-0.653836,31.128232,6.561203,0.175249
5.406667,140.563538,11.211317,-0.448984,31.726793,6.563394,0.177545
5.415,140.619917,11.759169,-0.01003,32.317554,6.570146,0.178322
5.423333,140.096971,12.39166,0.706009,32.957164,6.593043,0.177833
5.431667,139.273916,12.938621,1.389229,33.456277,6.623985,0.177146
5.44,138.40415,13.227924,1.937882,33.696526,6.63718,0.176893
5.448333,137.648116,13.606647,2.490471,34.024694,6.637597,0.176989
5.456667,137.106297,14.580719,3.230102,34.913244,6.647972,0.177013
5.465,136.855208,15.696941,3.822961,35.911542,6.674618,0.177005
5.473333,136.604616,16.343404,4.084226,36.432205,6.708121,0.17703
5.481667,135.38773,16.388157,4.522625,36.374943,6.720611,0.176836
5.49,133.7282,16.607648,5.068528,36.386826,6.724399,0.176167
5.498333,132.883383,18.007676,5.33789,37.314155,6.751565,0.174882
5.506667,131.737397,19.293733,5.930865,38.230715,6.770133,0.173452
5.515,129.651257,19.716913,6.962061,38.502819,6.765272,0.172196
5.523333,127.715999,20.308656,7.542375,38.739895,6.772848,0.170956
5.531667,126.160096,21.265807,7.711332,39.150161,6.795347,0.169735
5.54,124.816353,22.399493,7.911169,39.745922,6.820383,0.168619
5.548333,123.522698,23.520075,8.571746,40.534938,6.835813,0.167695
5.556667,122.425112,24.45067,9.451757,41.323997,6.843499,0.167074
5.565,121.925083,25.101338,9.554801,41.724874,6.86135,0.16679
5.573333,121.06,25.89,9.39,42.03,6.878,0.166
5.581667,118.977059,27.160985,9.818069,42.650892,6.879943,0.163975
5.59,117.631017,28.117908,10.298045,43.237908,6.897495,0.161979
5.598333,117.31,28.73,10.34,43.63,6.922,0.161
5.606667,116.68687,29.625124,9.988348,43.991058,6.919712,0.161038
5.615,116.117897,30.455337,10.027962,44.477173,6.927803,0.160811
5.623333,115.826576,31.053151,10.598454,45.07735,6.96402,0.160052
5.631667,115.202308,31.896141,10.625069,45.551112,6.988935,0.16042
5.64,114.644706,32.869427,10.451498,46.051222,6.999995,0.160986
5.648333,114.780273,33.531923,11.009273,46.791432,7.015417,0.15997
5.656667,114.581479,33.836427,11.745311,47.274681,7.02708,0.158918
5.665,113.538666,34.046861,12.100785,47.342111,7.031406,0.158975
5.673333,113.045208,34.856,12.22655,47.869258,7.046428,0.15876
5.681667,112.785879,35.594071,12.234742,48.347991,7.065384,0.15781
5.69,111.916922,35.612299,12.230506,48.163986,7.0755,0.156537
5.698333,111.076984,36.269313,12.493908,48.559111,7.088189,0.155677
5.706667,110.480929,37.573113,12.91484,49.541628,7.104502,0.155151
5.715,109.723899,38.034193,13.036194,49.75383,7.112799,0.154103
5.723333,108.905952,38.015438,13.082052,49.571948,7.11738,0.152642
5.731667,108.278878,38.29744,13.400924,49.762208,7.128076,0.151372
5.74,107.899805,38.771687,13.957475,50.250629,7.150445,0.150948
5.748333,107.283523,39.484745,14.544029,50.875863,7.176041,0.151055
5.756667,105.603732,40.663879,14.865294,51.48708,7.184957,0.150478
5.765,104.25281,41.496946,15.130487,51.89635,7.193168,0.149994
5.773333,104.427642,41.387968,15.681759,52.086181,7.214011,0.150551
5.781667,104.403364,41.384108,16.574868,52.45041,7.215116,0.151193
5.79,103.269672,41.971344,17.401668,52.965078,7.206534,0.15103
5.798333,101.718163,42.659286,17.500757,53.153563,7.238234,0.149842
5.806667,100.626109,43.102028,17.517276,53.234155,7.260011,0.148529
5.815,99.943438,43.271132,17.995595,53.401625,7.24916,0.147487
5.823333,98.499928,43.445047,18.850311,53.554115,7.253923,0.146121
5.831667,96.878293,43.475855,19.916678,53.653344,7.274837,0.144855
5.84,96.21445,43.219608,20.890736,53.73074,7.286914,0.144601
5.848333,95.547447,43.386605,21.208039,53.835589,7.301454,0.145399
5.856667,94.588449,44.23059,21.092682,54.175986,7.320387,0.146755
5.865,94.273802,45.196546,21.733776,55.068834,7.326934,0.147699
5.873333,94.007052,45.991588,22.679416,55.980186,7.325996,0.148008
5.881667,93.0823,46.509606,23.180728,56.357991,7.328341,0.147961
5.89,92.47786,46.770031,23.799173,56.668936,7.332294,0.148209
5.898333,92.173339,47.060481,24.739316,57.201129,7.341746,0.148841
5.906667,91.224976,47.816499,25.69676,57.930103,7.36458,0.149476
5.915,90.262142,48.934147,26.329322,58.77931,7.386398,0.150321
5.923333,89.988818,50.044501,26.79737,59.709336,7.393417,0.151483
5.931667,89.93615,50.808322,28.020252,60.758571,7.391164,0.152442
5.94,89.631599,51.258403,29.487209,61.631287,7.390188,0.152938
5.948333,88.797528,51.74166,29.577107,61.8339,7.402382,0.153037
5.956667,88.085979,52.256515,29.657,62.077586,7.422696,0.152993
5.965,87.896713,52.748542,30.922226,62.913259,7.441312,0.153
5.973333,87.36151,53.398035,31.482262,63.497384,7.456268,0.152981
5.981667,86.547224,54.099948,31.67703,63.904871,7.460446,0.152993
5.99,86.057856,54.608798,32.797461,64.622078,7.448938,0.15308
5.998333,86.147929,54.860422,33.705931,65.199301,7.444375,0.15277
6.006667,86.432299,55.019198,33.873995,65.452393,7.455307,0.152108
6.015,86.124626,55.381143,34.16402,65.765527,7.467664,0.151792
6.023333,85.6,55.88,34.87,66.3,7.479,0.152
6.031667,85.497392,56.333207,35.899624,67.035713,7.491694,0.152606
6.04,85.399021,56.757786,36.77061,67.686213,7.504552,0.153285
6.048333,85.098282,57.238022,37.252487,68.166304,7.516179,0.153793
6.056667,84.949825,57.878457,37.526257,68.706465,7.526005,0.154049
6.065,85.340017,58.784746,37.796203,69.555006,7.533502,0.153981
6.073333,86.310881,59.980028,38.086374,70.749562,7.539073,0.153804
6.081667,86.872075,61.21734,37.90265,71.688952,7.545824,0.154566
6.09,86.925933,61.987378,37.683754,72.16721,7.553102,0.155869
6.098333,87.25951,61.85581,38.529546,72.501969,7.557394,0.156134
6.106667,87.631539,62.158678,39.440814,73.185892,7.56316,0.156015
6.115,87.734177,63.558387,39.607005,74.289688,7.569963,0.156508
6.123333,87.904955,64.307707,40.044833,75.050195,7.563828,0.157575
6.131667,88.462613,64.385487,40.758354,75.52604,7.557244,0.159066
6.14,89.466329,65.293876,40.933359,76.477618,7.576135,0.160777
6.148333,90.376333,66.621948,41.300563,77.790956,7.591101,0.162342
6.156667,91.055417,67.689111,42.229655,79.098484,7.585186,0.163606
6.165,92.278916,68.217416,42.774829,79.982719,7.587952,0.164868
6.173333,93.22,68.52,43.13,80.56,7.596,0.166
6.181667,92.747049,69.070158,43.93496,81.178627,7.590155,0.166694
6.19,92.770403,69.626013,44.378619,81.765853,7.584522,0.167132
6.198333,94.094266,70.195655,44.304809,82.446239,7.592294,0.167752
6.206667,94.777342,71.336963,44.97759,83.699804,7.610713,0.169035
6.215,94.885755,72.461412,45.910649,84.918787,7.627971,0.17003
6.223333,95.310653,72.782267,46.211224,85.37358,7.632372,0.169921
6.231667,95.949284,72.774932,46.650644,85.701113,7.625135,0.170493
6.24,96.426278,72.80286,47.377381,86.134604,7.618785,0.17179
6.248333,96.402788,72.882885,47.738978,86.333682,7.63039,0.172011
6.256667,96.578108,73.009663,48.10468,86.614445,7.640528,0.172191
6.265,97.411233,73.178989,48.858596,87.241688,7.633126,0.173492
6.273333,97.947957,73.405144,49.389952,87.741751,7.633254,0.174486
6.281667,97.984228,73.821747,49.519986,88.096258,7.645014,0.174957
6.29,97.950185,74.471217,49.497478,88.553243,7.654649,0.175621
6.298333,97.980138,74.492712,49.63899,88.640919,7.656782,0.176118
6.306667,98.085459,73.817972,50.062961,88.352129,7.653254,0.176112
6.315,98.245867,73.856003,50.584236,88.629899,7.651945,0.175832
6.323333,98.48,74.52,51.18,89.41,7.655,0.176
6.331667,98.804178,74.647209,51.822826,89.844164,7.65943,0.177014
6.34,99.083112,74.26016,51.847743,89.638269,7.662892,0.176508
6.348333,99.056112,73.670337,51.401822,89.019516,7.665857,0.174303
6.356667,98.426269,73.120885,51.942532,88.707986,7.671551,0.174208
6.365,97.762969,72.528086,52.896678,88.533229,7.67134,0.175005
6.373333,97.696547,71.833417,52.97969,88.05763,7.658237,0.173811
6.381667,97.215652,71.773678,52.581847,87.743035,7.6587,0.172415
6.39,96.212358,72.285487,52.231285,87.738677,7.675371,0.172016
6.398333,95.769335,72.394069,52.104538,87.661982,7.681915,0.172007
6.406667,95.82201,71.803221,52.096552,87.242326,7.679791,0.171986
6.415,95.829543,70.911654,52.126389,86.612043,7.680545,0.171912
6.423333,95.72889,70.805324,52.525301,86.678599,7.680533,0.172195
6.431667,95.529919,71.35296,53.125753,87.280481,7.674818,0.172086
6.44,95.266132,71.319375,53.303703,87.274804,7.662819,0.170247
6.448333,95.098402,70.915076,53.117177,86.871066,7.66033,0.16889
6.456667,95.032827,70.602957,52.853891,86.522149,7.674531,0.169565
6.465,94.706447,70.386432,52.796536,86.26741,7.685973,0.170288
6.473333,94.09,70.14,52.99,86.03,7.689,0.17
6.481667,93.465415,69.747084,53.187989,85.688115,7.690135,0.168927
6.49,93.068649,69.380299,52.792922,85.170035,7.686735,0.167815
6.498333,92.841819,69.216037,51.827079,84.598508,7.680288,0.167138
6.506667,92.211774,69.242671,51.673458,84.412017,7.683722,0.166543
6.515,91.443356,69.143102,52.106527,84.348983,7.685327,0.166017
6.523333,91.081285,68.696882,52.21509,83.994104,7.669257,0.165809
6.531667,90.856375,68.730464,52.106038,83.920965,7.66042,0.166295
6.54,90.448395,69.169112,52.218437,84.189046,7.671538,0.166982
6.548333,89.842403,68.708444,52.908739,84.015777,7.684884,0.166554
6.556667,89.4984,68.125323,53.631178,83.826612,7.684425,0.165974
6.565,89.697546,68.455797,53.922045,84.227471,7.668775,0.16643
6.573333,89.824041,69.20355,54.416805,84.9989,7.668705,0.167315
6.581667,89.601224,69.899582,55.319246,85.82896,7.685359,0.167968
6.59,89.357859,70.479428,56.102997,86.515227,7.680156,0.168129
6.598333,89.042069,71.028244,56.884941,87.162098,7.66323,0.167975
6.606667,88.531717,71.615768,57.87466,87.88709,7.653788,0.167784
6.615,87.894228,72.161784,58.909006,88.574964,7.64967,0.167737
6.623333,87.23,72.56,59.76,89.07,7.645,0.168
6.631667,86.555845,72.735837,60.269614,89.25282,7.636398,0.168604
6.64,85.555225,72.741575,60.559861,89.149704,7.630431,0.169046
6.648333,84.039976,72.662396,60.869018,88.88516,7.629454,0.169031
6.656667,82.293692,72.588086,61.501663,88.707874,7.622063,0.168996
6.665,80.649106,72.633803,62.301359,88.706847,7.610376,0.169003
6.673333,79.362474,72.869708,62.888956,88.832491,7.603552,0.168916
6.681667,78.394653,73.078495,63.351459,88.957968,7.594485,0.169171
6.69,77.75451,72.703081,63.654503,88.670004,7.584357,0.169344
6.698333,77.583159,70.974911,63.467474,87.306505,7.589511,0.167854
6.706667,77.444669,69.000402,62.988586,85.652722,7.60112,0.165747
6.715,76.964017,68.295978,62.544593,84.856612,7.597419,0.165036
6.723333,77.021044,67.802349,61.745389,84.182504,7.574701,0.164994
