---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_rightturn6\PS_rightturn6-output-euler-leftlegtd-2dofstj.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarRotation
5.986075268817171e+000 1.319528530599503e-001 1.089456516504936e-001 2.415776089843056e-001 6.113848397732937e-001 1.719527270067644e-001 1.858203710740696e-001 2.993941542154903e-001
5.994193548387063e+000 1.492804615973461e-001 1.195623272183521e-001 2.393874634703714e-001 6.517298890600479e-001 1.485734598551254e-001 2.024905300554482e-001 2.879590862938912e-001
6.002311827956955e+000 1.660064183668618e-001 1.294930502775629e-001 2.368417884910741e-001 6.905373775540060e-001 1.248434168263493e-001 2.236474094624276e-001 2.733797987358770e-001
6.010430107526847e+000 1.820595291970843e-001 1.385482885744140e-001 2.338368206313263e-001 7.275356429101512e-001 1.023461125892291e-001 2.472314554133685e-001 2.561577958376891e-001
6.018548387096740e+000 1.975705881259228e-001 1.465198150712070e-001 2.301342094746443e-001 7.626413736213022e-001 8.283234197641927e-002 2.700584271505162e-001 2.371392094638831e-001
6.026666666666632e+000 2.127283541838425e-001 1.532013551014340e-001 2.254862090512887e-001 7.958168456577179e-001 6.791894816244769e-002 2.884241638201632e-001 2.172583782112203e-001
6.034784946236524e+000 2.276776749003416e-001 1.584146794752817e-001 2.197591503314854e-001 8.269244319620845e-001 5.859752674231256e-002 2.992957331899734e-001 1.972075478951267e-001
6.042903225806416e+000 2.424812794637578e-001 1.620329093985578e-001 2.129848408752582e-001 8.556424082306625e-001 5.477796412921923e-002 3.015423375062241e-001 1.772173929258316e-001
6.051021505376308e+000 2.571210799625476e-001 1.640073851147843e-001 2.053171929594049e-001 8.815035142155174e-001 5.529089729427016e-002 2.962981047194709e-001 1.571990187277206e-001
6.059139784946201e+000 2.715111223480534e-001 1.643922362488142e-001 1.969621504060808e-001 9.040412591033592e-001 5.846945436504836e-002 2.861775189353106e-001 1.372430204765942e-001
6.067258064516093e+000 2.854991920906841e-001 1.633520709957934e-001 1.881570836889510e-001 9.229290544147082e-001 6.289945173200805e-002 2.740712554208461e-001 1.180730422936325e-001
6.075376344085985e+000 2.988655184260171e-001 1.611427703360324e-001 1.791675759876921e-001 9.380292963059498e-001 6.784078698410669e-002 2.623391025551142e-001 1.010361771240269e-001
6.083494623655877e+000 3.113581979945732e-001 1.580602786794210e-001 1.702463311882640e-001 9.493734612046243e-001 7.317922285968376e-002 2.525825837599016e-001 8.760413112355137e-002
6.091612903225769e+000 3.227852655264803e-001 1.543757881870733e-001 1.615734426155797e-001 9.571200030318990e-001 7.909849293839877e-002 2.457313779877428e-001 7.873829151019707e-002
6.099731182795662e+000 3.331343900445843e-001 1.502944465826448e-001 1.532129167643949e-001 9.615074732116113e-001 8.574957350946268e-002 2.421432174502497e-001 7.452935455650134e-002
6.107849462365554e+000 3.426483286252994e-001 1.459491735457870e-001 1.450989191735582e-001 9.628104298506622e-001 9.308775489942681e-002 2.416616984921452e-001 7.422423284255064e-002
6.115967741935446e+000 3.517804286358603e-001 1.414121280305876e-001 1.370729573861536e-001 9.613017545770760e-001 1.008838004210114e-001 2.437216983807556e-001 7.649758026491260e-002
6.124086021505338e+000 3.610205986997614e-001 1.367248568261652e-001 1.289868024367733e-001 9.572172520005039e-001 1.088115397333873e-001 2.474696716929531e-001 7.984421185131252e-002
6.132204301075230e+000 3.706802916819026e-001 1.319455268516203e-001 1.208134364973788e-001 9.507286064703420e-001 1.165253255613805e-001 2.518477844876979e-001 8.298163438548167e-002
6.140322580645123e+000 3.807706724835015e-001 1.271622897071372e-001 1.126550132587285e-001 9.419439567483694e-001 1.237083792956155e-001 2.557490449133267e-001 8.509982426625040e-002
6.148440860215015e+000 3.910455380567782e-001 1.224472539671653e-001 1.046378907025627e-001 9.309427991412390e-001 1.300937308450643e-001 2.582881691654592e-001 8.588906233041183e-002
6.156559139784907e+000 4.011508029789213e-001 1.178054516872935e-001 9.681890834235700e-002 9.178176419074147e-001 1.354618487554058e-001 2.590219930124518e-001 8.542944730777258e-002
6.164677419354799e+000 4.107614188032297e-001 1.131754619151559e-001 8.918782786551503e-002 9.026870131074536e-001 1.396358314063615e-001 2.579943209367665e-001 8.403167629243602e-002
6.172795698924691e+000 4.196571972693436e-001 1.084832950975874e-001 8.172000799541432e-002 8.856867707996623e-001 1.424868400910640e-001 2.556230846268450e-001 8.206473744699050e-002
6.180913978494584e+000 4.277646375499181e-001 1.037046202990657e-001 7.440046625271031e-002 8.669672074462378e-001 1.439492776406977e-001 2.524767275870632e-001 7.981488156994865e-002
6.189032258064476e+000 4.351665672895735e-001 9.888642375337442e-002 6.721216095023427e-002 8.466907476850674e-001 1.440335099705981e-001 2.490390361638467e-001 7.741975286584024e-002
6.197150537634368e+000 4.420507303289631e-001 9.412936088168222e-002 6.012812032388185e-002 8.250143100692555e-001 1.428137675929838e-001 2.455973767842155e-001 7.487663888217999e-002
6.205268817204260e+000 4.486103055391185e-001 8.956169062342489e-002 5.312162606604518e-002 8.020646738839659e-001 1.404002732838833e-001 2.422795444104314e-001 7.210015060880792e-002
6.213387096774152e+000 4.549462752329398e-001 8.531425819377336e-002 4.618429945045377e-002 7.779195891232879e-001 1.369313020730429e-001 2.391363068799567e-001 6.900931615027051e-002
6.221505376344044e+000 4.610092860318644e-001 8.149727902780746e-002 3.934118163474131e-002 7.525958728708557e-001 1.325815368892589e-001 2.361820418589153e-001 6.560529274528770e-002
6.229623655913937e+000 4.665989086802651e-001 7.819171153778970e-002 3.265855217581069e-002 7.260472938767201e-001 1.275423108307133e-001 2.334057110971713e-001 6.198479191029316e-002
6.237741935483829e+000 4.714211402506170e-001 7.545682114152474e-002 2.624590263622537e-002 6.981797225664351e-001 1.219676667685927e-001 2.307904539621989e-001 5.828901180298884e-002
6.245860215053721e+000 4.751755420055631e-001 7.333325555157177e-002 2.023923134453425e-002 6.688807982501217e-001 1.159433254554733e-001 2.283368727944986e-001 5.465564963087610e-002
6.253978494623613e+000 4.776276942076142e-001 7.183489015500144e-002 1.475491687742217e-002 6.380467455403406e-001 1.095116713060158e-001 2.260736968535737e-001 5.122124292152508e-002
6.262096774193505e+000 4.786455682710844e-001 7.094964780816637e-002 9.836335173115570e-003 6.055937451754051e-001 1.027059161454625e-001 2.240599415231356e-001 4.814596184850539e-002
6.270215053763398e+000 4.782055814563982e-001 7.066440928620521e-002 5.435782083417173e-003 5.714627471686076e-001 9.554930402023461e-002 2.223889143051579e-001 4.560553147738400e-002
6.278333333333290e+000 4.763773961135066e-001 7.100581738507539e-002 1.463875941842561e-003 5.356364723467622e-001 8.804429978499651e-002 2.211928353261964e-001 4.373813761643342e-002
6.286451612903182e+000 4.732956495231738e-001 7.206286819749308e-002 -2.121007429272130e-003 4.981711214657633e-001 8.018392919848437e-002 2.206422900423264e-001 4.257694439232718e-002
6.294569892473074e+000 4.691271507849979e-001 7.395319805176337e-002 -5.266367547730684e-003 4.592165455739778e-001 7.196292327612631e-002 2.209415969761627e-001 4.199908904016581e-002
6.302688172042966e+000 4.640402643777216e-001 7.674652993032538e-002 -7.854797436334845e-003 4.189947208233267e-001 6.335748034783686e-002 2.223148470124918e-001 4.171722230650254e-002
6.310806451612859e+000 4.581916977781054e-001 8.041171871296560e-002 -9.756132960024193e-003 3.777520813093643e-001 5.429477235281737e-002 2.249657296148271e-001 4.132924913087965e-002
6.318924731182751e+000 4.517430381251410e-001 8.482843326953748e-002 -1.085231008086485e-002 3.357419768966123e-001 4.467139645802540e-002 2.289696826535695e-001 4.042173979633157e-002
6.327043010752643e+000 4.448865178701003e-001 8.983315903714262e-002 -1.103289316790359e-002 2.932600065707416e-001 3.444064283933007e-002 2.340546665831864e-001 3.872226544329527e-002
6.335161290322535e+000 4.378485462204808e-001 9.525097279630979e-002 -1.017919691137063e-002 2.507001509469424e-001 2.370999100567672e-002 2.394085457768452e-001 3.623943039457056e-002
6.343279569892427e+000 4.308778365615077e-001 1.009098970851245e-001 -8.149759704774407e-003 2.086040239910231e-001 1.277855867522685e-002 2.438347930418181e-001 3.323789563432222e-002
6.351397849462320e+000 4.242508558030387e-001 1.066533738483249e-001 -4.773138018707427e-003 1.677065516081540e-001 2.126363947424547e-003 2.462704536643022e-001 3.001677160429006e-002
6.359516129032212e+000 4.183023055921567e-001 1.123346801983478e-001 1.493598327714368e-004 1.289793302540046e-001 -7.589214505717258e-003 2.462012614135604e-001 2.671186840462170e-002
6.367634408602104e+000 4.134520411133236e-001 1.177770541034906e-001 6.827617711556458e-003 9.364559369533847e-002 -1.555991075745975e-002 2.436675721187800e-001 2.332205972572021e-002
6.375752688171996e+000 4.101942713143382e-001 1.227363967772377e-001 1.542683448847708e-002 6.312829874994513e-002 -2.096605320401120e-002 2.390672463643098e-001 1.988902892599942e-002
6.383870967741888e+000 4.090294568511143e-001 1.269208274922051e-001 2.591929844587899e-002 3.889449520484829e-002 -2.324561679833512e-002 2.330422041295401e-001 1.663543187021199e-002
6.391989247311781e+000 4.103318505501264e-001 1.300715657419866e-001 3.787992667212861e-002 2.217816265359578e-002 -2.240557630521823e-002 2.264831603781064e-001 1.397165539526823e-002
6.400107526881673e+000 4.141825252672327e-001 1.320617691882229e-001 5.042848881966417e-002 1.364902990806657e-002 -1.921062977603892e-002 2.205328239567726e-001 1.236017562815039e-002
6.408225806451565e+000 4.202559712040192e-001 1.329564300553907e-001 6.244455347546336e-002 1.317585220541329e-002 -1.506740304653672e-002 2.164473512740215e-001 1.208293439975350e-002
6.416344086021457e+000 4.278428383681369e-001 1.329940038172732e-001 7.289814903251571e-002 1.979412970534251e-002 -1.155246731338565e-002 2.152562123341894e-001 1.308641741922667e-002
6.424462365591349e+000 4.360030460024159e-001 1.325006110485936e-001 8.108981790881036e-002 3.190227810869948e-002 -9.785840442667415e-003 2.173451733460739e-001 1.507842289534267e-002
6.432580645161242e+000 4.437732410533721e-001 1.317919130782386e-001 8.675069857080868e-002 4.762544932487520e-002 -1.001068449685707e-002 2.222297398492412e-001 1.783074579857669e-002
6.440698924731134e+000 4.503534298326641e-001 1.311151440240053e-001 9.002472566647006e-002 6.518451514829426e-002 -1.160806947058637e-002 2.287047973328585e-001 2.138338545001672e-002
6.448817204301026e+000 4.552231597544948e-001 1.306379029202875e-001 9.135428755048161e-002 8.311721355191719e-002 -1.347326733188660e-002 2.353236145482531e-001 2.586043162727347e-002
6.456935483870918e+000 4.581619725044487e-001 1.304512581741699e-001 9.131308627344030e-002 1.003315552714456e-001 -1.451248085091648e-002 2.410035729110308e-001 3.102732939925534e-002
6.465053763440810e+000 4.591831977075389e-001 1.305744620414016e-001 9.045609594206333e-002 1.160565312500631e-001 -1.407437891321374e-002 2.454703184874339e-001 3.605156270114951e-002
6.473172043010703e+000 4.584196890660013e-001 1.309731154687974e-001 8.922376800596722e-002 1.297521053839355e-001 -1.221841866436333e-002 2.492828220947977e-001 3.970310111918218e-002
6.481290322580595e+000 4.560156802297961e-001 1.315710503626244e-001 8.788465217455295e-002 1.410268849208884e-001 -9.745875175427568e-003 2.534554713436598e-001 4.081398081785914e-002
6.489408602150487e+000 4.520877629512589e-001 1.322362539759348e-001 8.651526481081906e-002 1.496109604527743e-001 -7.975167031599114e-003 2.589499937897757e-001 3.870576932013692e-002
6.497526881720379e+000 4.467745780786028e-001 1.327741858791500e-001 8.503937584531782e-002 1.553926944116966e-001 -8.329080052464973e-003 2.662870366133288e-001 3.342442419693459e-002
6.505645161290271e+000 4.403128018455792e-001 1.329477328176978e-001 8.329332818920444e-002 1.584719031877371e-001 -1.187002648399902e-002 2.753749887554695e-001 2.575558791037169e-002
6.513763440860164e+000 4.330712054906075e-001 1.325032841891776e-001 8.105375612205507e-002 1.591918285965681e-001 -1.897620676807381e-002 2.856001481515693e-001 1.702663507081881e-002
6.521881720430056e+000 4.255274259487619e-001 1.312083080961553e-001 7.804285984352113e-002 1.581342538709616e-001 -2.931630150566086e-002 2.961745686318564e-001 8.740487207672842e-003
6.529999999999948e+000 4.181911817670582e-001 1.289109481527513e-001 7.397957703348233e-002 1.560411708678725e-001 -4.210487979018858e-002 3.065327821375437e-001 2.200981475119157e-003
