---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_rightturn6\PS_rightturn6-output-euler-rightlegtd-2dofstj.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SubTalarEversion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SubTalarRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SubTalarEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile3.SubTalarRotation
5.977956989247279e+000 3.338049508271842e-001 2.719855850412367e-002 3.379364646264860e-001 9.462960421580635e-002 -3.372903562203236e-002 2.857010219254456e-001 -6.593527263470111e-002
5.986075268817171e+000 3.268092057722509e-001 1.752059622853719e-002 3.318920103660911e-001 9.385678938169251e-002 -2.805277269368812e-002 2.870878506919651e-001 -6.534636882917333e-002
5.994193548387063e+000 3.194985843060650e-001 7.889770816108976e-003 3.250411116547564e-001 9.318742327966463e-002 -2.208381817413700e-002 2.882575690853949e-001 -6.411863691272290e-002
6.002311827956955e+000 3.119612597859773e-001 -1.536640507235454e-003 3.177064370141512e-001 9.290095287502649e-002 -1.577474247572664e-002 2.889015376462444e-001 -6.243850014480312e-002
6.010430107526847e+000 3.044306071458551e-001 -1.058623609695841e-002 3.102045469352647e-001 9.323078232200578e-002 -9.158534828277521e-003 2.887711391945221e-001 -6.051499530734339e-002
6.018548387096740e+000 2.971803252898927e-001 -1.909435622737399e-002 3.027973716234201e-001 9.429575286041039e-002 -2.302105589104913e-003 2.878090891430808e-001 -5.859564976674458e-002
6.026666666666632e+000 2.904199916268609e-001 -2.692593275343413e-002 2.956754054172299e-001 9.608774143592767e-002 4.738172453167514e-003 2.861629576117102e-001 -5.695927124770561e-002
6.034784946236524e+000 2.842651650227743e-001 -3.398937290998583e-002 2.889548604359313e-001 9.852929688566238e-002 1.191306752350111e-002 2.840645886164239e-001 -5.584918746301293e-002
6.042903225806416e+000 2.787485714249360e-001 -4.024295490844421e-002 2.826790255134591e-001 1.015247074648691e-001 1.915226224625541e-002 2.816844072198866e-001 -5.539416694273247e-002
6.051021505376308e+000 2.738120414240177e-001 -4.570799835185735e-002 2.768369017261889e-001 1.049396990220992e-001 2.635722264466514e-002 2.790942078324329e-001 -5.559929799212426e-002
6.059139784946201e+000 2.692925575305926e-001 -5.048372235191923e-002 2.713802001579854e-001 1.085657569835358e-001 3.342818561573115e-002 2.763127892630397e-001 -5.638697058821052e-002
6.067258064516093e+000 2.649294258135754e-001 -5.473977317271994e-002 2.662251567893011e-001 1.121351136151649e-001 4.029465676367392e-002 2.733102913777107e-001 -5.761367711668974e-002
6.075376344085985e+000 2.603870547139259e-001 -5.867868943673504e-002 2.612712144723078e-001 1.153655407573860e-001 4.692503172694578e-002 2.700061089028519e-001 -5.908475981079886e-002
6.083494623655877e+000 2.553062318705101e-001 -6.247992134540459e-002 2.564339547101691e-001 1.180032031667934e-001 5.332152463328969e-002 2.663571600692827e-001 -6.061432214702456e-002
6.091612903225769e+000 2.494011376090536e-001 -6.624765748512518e-002 2.516538989774822e-001 1.198613112580315e-001 5.949980719966565e-002 2.624421190727075e-001 -6.207726730773033e-002
6.099731182795662e+000 2.425780796487388e-001 -6.999422805111744e-002 2.468844870368818e-001 1.208572790850675e-001 6.545883121259245e-002 2.584409437911582e-001 -6.340232643113986e-002
6.107849462365554e+000 2.350141651675816e-001 -7.366868503778457e-002 2.420947957523269e-001 1.210388134870646e-001 7.117835656883537e-002 2.545938292771484e-001 -6.455086623949868e-002
6.115967741935446e+000 2.271297038248988e-001 -7.720095620389000e-002 2.372865094289585e-001 1.205724565542238e-001 7.664618189825659e-002 2.511677402534157e-001 -6.551356544090758e-002
6.124086021505338e+000 2.194418878972162e-001 -8.053873325318617e-002 2.324794212137390e-001 1.196853761789555e-001 8.186163397665233e-002 2.483372124465109e-001 -6.629515292883159e-002
6.132204301075230e+000 2.123663332678142e-001 -8.367067463464584e-002 2.276725469840212e-001 1.185881328861989e-001 8.680008657976003e-002 2.460257032228219e-001 -6.689108610609584e-002
6.140322580645123e+000 2.060715288209776e-001 -8.661733898494584e-002 2.228590423744810e-001 1.174235464886954e-001 9.140197212453997e-002 2.439019357238232e-001 -6.730646888839864e-002
6.148440860215015e+000 2.004623796447800e-001 -8.939242484671639e-002 2.180911658798639e-001 1.162750267920756e-001 9.564186471885232e-002 2.416119349455617e-001 -6.761857138104155e-002
6.156559139784907e+000 1.952799720327622e-001 -9.197381039448271e-002 2.134888137648915e-001 1.152061384489257e-001 9.960590948591168e-002 2.390366667339599e-001 -6.799711873680714e-002
6.164677419354799e+000 1.902315149528366e-001 -9.431149994260446e-002 2.091551247556356e-001 1.142671568108385e-001 1.034559898898338e-001 2.362842269495353e-001 -6.861489599850623e-002
6.172795698924691e+000 1.850905036200739e-001 -9.636610001123280e-002 2.050873198668257e-001 1.134745004929978e-001 1.073102658976720e-001 2.334725134502733e-001 -6.952358154964466e-002
6.180913978494584e+000 1.797638153085863e-001 -9.814661268017333e-002 2.011701904693591e-001 1.128183986276563e-001 1.111876118990861e-001 2.306199260380839e-001 -7.062909388617422e-002
6.189032258064476e+000 1.743113614505316e-001 -9.971592990093692e-002 1.972346578395900e-001 1.122946122388044e-001 1.150646897660533e-001 2.277243284195115e-001 -7.176711685880033e-002
6.197150537634368e+000 1.688930347223008e-001 -1.011714802475496e-001 1.931109598930011e-001 1.119126135925941e-001 1.189511064204015e-001 2.248304455006986e-001 -7.276573526524577e-002
6.205268817204260e+000 1.636689638641627e-001 -1.026274037599266e-001 1.886626236885485e-001 1.116726540651277e-001 1.229068416888201e-001 2.219976021505781e-001 -7.346069763924557e-002
6.213387096774152e+000 1.587131049127685e-001 -1.041969451842049e-001 1.838326453428588e-001 1.115466611033936e-001 1.270213838351749e-001 2.192657833915866e-001 -7.372376745344100e-002
6.221505376344044e+000 1.539745689352540e-001 -1.059670067068095e-001 1.786842421150326e-001 1.114867724705880e-001 1.313718095779209e-001 2.166690658685103e-001 -7.351144633467466e-002
6.229623655913937e+000 1.492922074843490e-001 -1.079786947048993e-001 1.733674726475646e-001 1.114488051870978e-001 1.359703658015906e-001 2.142520026114520e-001 -7.288160830617496e-002
6.237741935483829e+000 1.444521768643334e-001 -1.102237303148348e-001 1.680176298326973e-001 1.114041443012331e-001 1.407585174992794e-001 2.120493838102592e-001 -7.196634054523488e-002
6.245860215053721e+000 1.392550798013862e-001 -1.126488645597144e-001 1.626932541657804e-001 1.113320014178536e-001 1.456580555890674e-001 2.100275140966931e-001 -7.092378596590443e-002
6.253978494623613e+000 1.335602018183968e-001 -1.151695415045371e-001 1.574024842193371e-001 1.112075551230864e-001 1.506122021518842e-001 2.080365498498691e-001 -6.988604467004955e-002
6.262096774193505e+000 1.273055194570009e-001 -1.177034589465460e-001 1.521605839080482e-001 1.110022839116394e-001 1.555887851078439e-001 2.058506333596046e-001 -6.893378861447808e-002
6.270215053763398e+000 1.205118640069244e-001 -1.202162734349950e-001 1.470264257353529e-001 1.106965385270363e-001 1.605775085936874e-001 2.032858236089049e-001 -6.811460502397027e-002
6.278333333333290e+000 1.132694909386361e-001 -1.227537975338175e-001 1.420910770512652e-001 1.102958533318678e-001 1.655867690827515e-001 2.002822703066595e-001 -6.746764349687151e-002
6.286451612903182e+000 1.057077953336228e-001 -1.254384682635399e-001 1.374112035911842e-001 1.098406726214848e-001 1.706275788202760e-001 1.968966181099646e-001 -6.701233357964642e-002
6.294569892473074e+000 9.795710152618051e-002 -1.284244854772287e-001 1.329345662906046e-001 1.093988422535316e-001 1.756972064182544e-001 1.932693832315145e-001 -6.670967168364728e-002
6.302688172042966e+000 9.011983710410131e-002 -1.318290900589567e-001 1.284871058172422e-001 1.090431939456247e-001 1.807804518966375e-001 1.896019302504036e-001 -6.644650778258709e-002
6.310806451612859e+000 8.227036873719429e-002 -1.356790994077952e-001 1.238549059288108e-001 1.088299649310234e-001 1.858642146251754e-001 1.861029472711583e-001 -6.608931110923866e-002
6.318924731182751e+000 7.447822495948117e-002 -1.399081679700791e-001 1.189216096130865e-001 1.087877901970625e-001 1.909482072896925e-001 1.829016761152090e-001 -6.557740049028094e-002
6.327043010752643e+000 6.681936735042694e-002 -1.443976975060406e-001 1.137603467908134e-001 1.089119970626259e-001 1.960376057405321e-001 1.799799465880712e-001 -6.496304480845816e-002
6.335161290322535e+000 5.935441888622344e-002 -1.490226565540880e-001 1.086151139766466e-001 1.091595210791509e-001 2.011226795774870e-001 1.771572032590920e-001 -6.436479374035042e-002
6.343279569892427e+000 5.210039329525591e-002 -1.536840385858618e-001 1.038004322174750e-001 1.094554969765123e-001 2.061620050707491e-001 1.741328639224600e-001 -6.389150136604305e-002
6.351397849462320e+000 4.503189011702124e-002 -1.583294225564602e-001 9.959449251059602e-002 1.097189254270060e-001 2.110829582943104e-001 1.705773213808948e-001 -6.360395312884748e-002
6.359516129032212e+000 3.810700461029862e-002 -1.629500218371198e-001 9.618809070246000e-002 1.098927506831205e-001 2.158147066980163e-001 1.662495427865730e-001 -6.353937410087029e-002
6.367634408602104e+000 3.129001336798243e-002 -1.675459133529920e-001 9.369333981843057e-002 1.099648089029332e-001 2.203492299515218e-001 1.611091829274480e-001 -6.376872131189226e-002
6.375752688171996e+000 2.456215556160022e-002 -1.720827849361573e-001 9.215262804724891e-002 1.099778104178860e-001 2.247770830606053e-001 1.553688633553539e-001 -6.440445241255199e-002
6.383870967741888e+000 1.792293830934184e-002 -1.764731072446173e-001 9.151185001827182e-002 1.100119057067928e-001 2.292499518166484e-001 1.494261476655653e-001 -6.550279777250045e-002
6.391989247311781e+000 1.136512419320815e-002 -1.805923654301704e-001 9.159208113708141e-002 1.101249444924313e-001 2.339039864319210e-001 1.436991244072009e-001 -6.693103218033802e-002
6.400107526881673e+000 4.816486597189667e-003 -1.843224681752780e-001 9.208933368154230e-002 1.102884673497187e-001 2.388081267093562e-001 1.384828939354931e-001 -6.834388192153407e-002
6.408225806451565e+000 -1.903952660121855e-003 -1.875984780487465e-001 9.262614036138861e-002 1.103775649606909e-001 2.439466169601714e-001 1.339003070016855e-001 -6.932622635613184e-002
6.416344086021457e+000 -9.059003782596461e-003 -1.904195948653664e-001 9.288556903750458e-002 1.102198123869812e-001 2.492162957039880e-001 1.299154652787775e-001 -6.961999436752109e-002
6.424462365591349e+000 -1.690738633977790e-002 -1.928091073946070e-001 9.274322623310713e-002 1.096669612861019e-001 2.544514950185789e-001 1.263656605282728e-001 -6.927441342230001e-002
6.432580645161242e+000 -2.561993388138984e-002 -1.947631380997246e-001 9.224316820434386e-002 1.086498343743091e-001 2.594863495960625e-001 1.230231295931810e-001 -6.859324204865946e-002
6.440698924731134e+000 -3.523592569917183e-002 -1.962425383378685e-001 9.142699335939090e-002 1.071845268807773e-001 2.642095572976556e-001 1.196891041696100e-001 -6.791954251748322e-002
6.448817204301026e+000 -4.565691270893273e-002 -1.972086959739234e-001 9.021066903878590e-002 1.053343220755045e-001 2.685651664166223e-001 1.162547406465355e-001 -6.745828393424613e-002
6.456935483870918e+000 -5.665898447148429e-002 -1.976551473105137e-001 8.845091538709921e-002 1.031869076674885e-001 2.725265764001092e-001 1.126788755207704e-001 -6.728313171332712e-002
6.465053763440810e+000 -6.791686016057617e-002 -1.976116555521108e-001 8.611153252869515e-002 1.008859591071521e-001 2.760941310077560e-001 1.089294647926581e-001 -6.745774147976502e-002
6.473172043010703e+000 -7.906173627178194e-002 -1.971377857679872e-001 8.334801486261197e-002 9.865898952703373e-002 2.793149403278160e-001 1.049614017665737e-001 -6.811237787916258e-002
6.481290322580595e+000 -8.977088436094448e-002 -1.963050736416303e-001 8.047548944896873e-002 9.678100611055383e-002 2.822902551849383e-001 1.007225248434578e-001 -6.942746100090824e-002
6.489408602150487e+000 -9.981851070266649e-002 -1.951581732810148e-001 7.788420013545379e-002 9.552304632327337e-002 2.851564219811577e-001 9.613664479138569e-002 -7.156031180809896e-002
6.497526881720379e+000 -1.090387684132834e-001 -1.936808337591343e-001 7.589502706210101e-002 9.515230728526607e-002 2.880675153982574e-001 9.110350436972597e-002 -7.453153443459359e-002
6.505645161290271e+000 -1.172632441220068e-001 -1.917898157606102e-001 7.457221819150715e-002 9.594079948503989e-002 2.912023197569155e-001 8.558928354767133e-002 -7.810564367782247e-002
6.513763440860164e+000 -1.243194815617597e-001 -1.893535673213826e-001 7.366686874715087e-002 9.810596893397161e-002 2.947532195338734e-001 7.971998195716355e-002 -8.177866200054029e-002
6.521881720430056e+000 -1.300809482166684e-001 -1.862318099739886e-001 7.279164013948623e-002 1.017183778065323e-001 2.988473716933475e-001 7.371766793967065e-002 -8.495260100128754e-002
6.529999999999948e+000 -1.345041866201715e-001 -1.823229059922671e-001 7.165868159464581e-002 1.066750735705576e-001 3.034519549920292e-001 6.771937977718108e-002 -8.719557686981871e-002
