Time(sec),PM,AM,AL,PL,GON,GRF
3.373333,119.893608,3.219989,1.662253,22.222377,6.295841,0.136463
3.381667,120.95042,4.353548,1.574165,23.243819,6.336589,0.137949
3.39,121.945273,5.611157,1.488127,24.342416,6.354915,0.139059
3.398333,123.66657,6.052205,2.040441,25.27043,6.383372,0.139525
3.406667,125.618216,6.356615,2.508781,26.118238,6.385215,0.140321
3.415,127.374388,7.070234,2.478098,27.017291,6.360612,0.141701
3.423333,129.085164,7.952971,2.496172,28.044829,6.388911,0.142408
3.431667,130.884841,8.986102,2.515299,29.197973,6.444641,0.143046
3.44,132.774279,10.121298,2.327491,30.360622,6.461311,0.144527
3.448333,134.436981,10.648761,2.515769,31.188177,6.452838,0.144924
3.456667,135.615258,10.943084,3.085397,31.897665,6.453153,0.144115
3.465,136.225493,12.445768,3.309971,33.217782,6.492979,0.144325
3.473333,136.597792,13.991651,3.198203,34.376276,6.54385,0.145145
3.481667,137.100477,14.355596,3.18338,34.741473,6.565812,0.145547
3.49,137.674761,15.426445,3.575897,35.802369,6.569479,0.146619
3.498333,138.236131,17.202725,4.1717,37.456853,6.575828,0.14794
3.506667,138.705413,17.613586,4.358694,37.931501,6.602501,0.147609
3.515,138.86442,17.812878,4.512608,38.170033,6.619428,0.146963
3.523333,138.548592,19.12655,5.039354,39.264493,6.607455,0.147118
3.531667,137.824619,20.636015,5.610982,40.424668,6.607189,0.146261
3.54,136.781124,21.888121,5.956539,41.232339,6.630865,0.14505
3.548333,135.50691,22.980204,6.005874,41.754669,6.664605,0.145542
3.556667,134.136059,24.098525,6.277647,42.368202,6.690388,0.145906
3.565,132.963192,25.491482,6.782458,43.319009,6.705027,0.145055
3.573333,132.423458,27.33267,6.518785,44.416236,6.729826,0.14545
3.581667,132.22815,28.954132,6.442692,45.510203,6.757938,0.145986
3.59,132.058106,29.848579,7.471006,46.543228,6.777105,0.145271
3.598333,132.261678,30.747495,8.346045,47.598966,6.792649,0.145159
3.606667,132.9541,32.05695,8.460624,48.744141,6.808728,0.145971
3.615,133.792357,33.454659,8.522566,49.963705,6.823626,0.145663
3.623333,134.538504,34.655376,8.784265,51.106875,6.833856,0.144947
3.631667,135.208272,35.537441,9.226051,52.081137,6.839897,0.145143
3.64,136.390835,36.354783,9.572594,53.074581,6.854309,0.146617
3.648333,138.06832,37.53554,9.708332,54.345119,6.87762,0.14878
3.656667,139.258303,39.450051,9.779416,56.02179,6.890387,0.150128
3.665,139.874463,41.143851,9.575473,57.301126,6.887163,0.15109
3.673333,139.995097,41.775893,9.057455,57.565021,6.876966,0.152403
3.681667,139.14224,42.320064,9.107988,57.783999,6.89437,0.153497
3.69,137.715819,43.083964,9.703189,58.263674,6.937428,0.154024
3.698333,136.583304,43.669506,10.040841,58.574075,6.969027,0.154116
3.706667,135.14273,44.50421,10.108824,58.880265,6.965198,0.153969
3.715,132.983888,45.817452,9.972834,59.282094,6.936313,0.15389
3.723333,130.879909,46.946183,9.533971,59.43792,6.96332,0.154378
3.731667,129.25181,47.496384,9.394351,59.410836,7.019055,0.155087
3.74,128.003694,47.745151,10.107672,59.608611,7.025556,0.155251
3.748333,126.780105,48.842169,10.723099,60.381453,7.00688,0.154734
3.756667,125.469531,50.832766,10.870479,61.582341,7.000801,0.153618
3.765,124.372886,52.086516,11.308858,62.422495,7.037867,0.152163
3.773333,123.88907,52.874975,12.013863,63.175322,7.080263,0.150878
3.781667,124.196388,54.468716,12.506454,64.594247,7.069246,0.150205
3.79,124.7005,56.122107,13.094308,66.141418,7.048081,0.149877
3.798333,124.770592,57.422796,13.813755,67.394835,7.053725,0.149858
3.806667,123.997363,58.736197,14.277588,68.361365,7.091847,0.150459
3.815,123.332699,59.985484,14.857404,69.353897,7.133053,0.151062
3.823333,123.616113,60.910514,15.984475,70.554277,7.148753,0.151029
3.831667,123.428659,61.5958,17.041422,71.446998,7.162204,0.151079
3.84,122.594263,62.264002,17.807966,72.061546,7.176166,0.151126
3.848333,122.28784,63.155303,18.536743,72.941187,7.171008,0.150365
3.856667,122.485037,63.85419,19.086298,73.720045,7.16395,0.150122
3.865,122.58887,64.096654,19.417199,74.05484,7.177698,0.151417
3.873333,122.294847,64.52494,20.048668,74.556283,7.206065,0.152624
3.881667,122.304171,65.495261,20.971112,75.63778,7.22667,0.153007
3.89,123.757781,67.00758,21.799088,77.399283,7.21465,0.152859
3.898333,125.508748,68.604954,22.712955,79.32441,7.201437,0.153321
3.906667,126.658464,69.801334,23.74963,80.87369,7.216617,0.154646
3.915,128.047253,70.423583,24.442687,81.92188,7.249259,0.155415
3.923333,129.281498,71.014865,25.182918,82.93272,7.274079,0.155895
3.931667,129.401824,72.220549,26.619007,84.421591,7.270964,0.157171
3.94,129.09888,72.837653,27.701302,85.248935,7.287427,0.15852
3.948333,128.964601,72.585215,28.077426,85.201363,7.32333,0.159017
3.956667,128.736336,72.792839,28.745411,85.584177,7.313587,0.158476
3.965,127.89482,73.386857,29.673547,86.21056,7.303212,0.157996
3.973333,126.225409,73.876054,30.48531,86.521731,7.345974,0.158623
3.981667,125.137706,74.308507,31.059652,86.826718,7.356055,0.159198
3.99,124.682353,74.763451,31.619967,87.289934,7.327966,0.159089
3.998333,123.336177,75.184868,32.580335,87.697074,7.356654,0.158804
4.006667,121.182422,75.331223,33.679015,87.779838,7.400068,0.15913
4.015,118.993425,75.063983,34.491797,87.432983,7.391613,0.160429
4.023333,116.926843,74.728355,35.110157,86.980176,7.395077,0.161738
4.031667,114.951447,74.36152,35.215694,86.313066,7.416531,0.163065
4.04,112.925169,73.847227,34.606435,85.236171,7.416302,0.164893
4.048333,110.569443,73.570602,34.823616,84.603199,7.405763,0.166197
4.056667,107.878161,73.735576,36.216013,84.701939,7.407987,0.166786
4.065,105.430911,73.961227,36.422915,84.405049,7.44021,0.168495
4.073333,103.74,73.82,36.05,83.77,7.476,0.171
4.081667,102.910712,73.237475,36.591166,83.387474,7.484099,0.173288
4.09,101.691565,73.486114,37.124951,83.513123,7.491637,0.175938
4.098333,99.959883,74.586744,37.187752,83.944759,7.506,0.178748
4.106667,99.48637,74.504515,37.747465,84.017375,7.490671,0.180119
4.115,99.532803,73.879303,38.2983,83.811946,7.470319,0.181114
4.123333,98.968072,73.90698,38.171637,83.653648,7.480574,0.183168
4.131667,98.475254,74.272103,38.011591,83.736031,7.51703,0.185702
4.14,98.413944,74.571186,38.326749,84.063383,7.549326,0.187771
4.148333,98.061118,74.803821,38.887543,84.383751,7.529488,0.188697
4.156667,97.459581,75.188329,39.184892,84.653262,7.50219,0.189142
4.165,97.010011,75.776284,39.028739,84.915902,7.514453,0.189743
4.173333,97.084016,76.204019,38.928616,85.196452,7.548237,0.190132
4.181667,97.263842,76.407458,38.914316,85.371551,7.571209,0.189981
4.19,96.82239,76.638228,38.652536,85.332382,7.562175,0.189327
4.198333,96.824739,76.998202,38.558943,85.554111,7.566371,0.18894
4.206667,97.645503,77.512677,38.804068,86.205016,7.594455,0.188607
4.215,98.143128,78.134765,38.963029,86.827805,7.589397,0.186597
4.223333,98.357967,78.551906,38.737886,87.085347,7.55797,0.183705
4.231667,98.97006,78.502541,38.201554,86.968652,7.549623,0.181949
4.24,99.36818,78.48144,38.045071,86.98102,7.56879,0.180483
4.248333,99.419119,78.704229,38.434095,87.314631,7.597198,0.178353
4.256667,100.067883,78.765786,38.546066,87.547455,7.596058,0.175281
4.265,101.033384,79.095696,38.089303,87.808079,7.585627,0.171723
4.273333,101.241206,80.259411,37.455431,88.429822,7.614481,0.168574
4.281667,101.037923,80.649991,37.332532,88.615156,7.640744,0.166089
4.29,100.85706,79.868318,37.781932,88.197081,7.642313,0.163952
4.298333,100.833801,79.531287,38.016743,88.045294,7.644801,0.161358
4.306667,100.569963,79.502412,37.791898,87.871373,7.648946,0.158592
4.315,99.72873,78.802603,37.37747,87.00713,7.645042,0.156141
4.323333,99.021112,77.920473,37.145858,86.119079,7.649439,0.152929
4.331667,97.995877,76.978982,36.882102,85.102834,7.659183,0.149126
4.34,95.414341,75.685453,36.020974,83.230936,7.655047,0.145911
4.348333,92.667761,74.269897,35.265934,81.276337,7.638538,0.142812
4.356667,91.063496,73.105489,35.144169,80.02577,7.62323,0.139363
4.365,89.445994,72.268661,34.821986,78.931644,7.620525,0.136562
4.373333,87.382917,71.382473,34.241103,77.596416,7.62941,0.134481
4.381667,85.221065,69.835188,33.978011,75.887061,7.639034,0.132403
4.39,83.259121,68.127466,33.60538,74.0575,7.643887,0.130389
4.398333,81.652859,66.881887,32.697295,72.420682,7.643609,0.128657
4.406667,80.38606,66.011058,31.659893,71.078532,7.641593,0.127032
4.415,79.427009,65.363129,30.974755,70.113803,7.64157,0.125301
4.423333,78.621381,64.755082,30.952164,69.487882,7.648047,0.123336
4.431667,77.03146,63.807346,30.795085,68.383276,7.670365,0.121554
4.44,74.755705,62.641744,29.982747,66.693834,7.697512,0.120204
4.448333,73.831298,62.19612,29.219634,65.850253,7.688646,0.118926
4.456667,73.383923,62.044229,28.909908,65.5149,7.66522,0.117858
4.465,72.106342,61.491797,29.018197,64.875313,7.658644,0.117225
4.473333,70.760239,60.647126,28.85593,63.893376,7.659057,0.116903
4.481667,69.844134,59.772192,28.205681,62.782507,7.663922,0.116129
4.49,68.991117,59.109105,27.604271,61.864207,7.684606,0.113877
4.498333,67.65,58.58,27.28,61.05,7.704,0.112
4.506667,65.561747,58.016392,27.190546,60.138033,7.70322,0.112118
4.515,63.749575,57.298149,26.711155,59.015167,7.694023,0.111313
4.523333,62.42,56.33,25.89,57.68,7.684,0.109
4.531667,60.756783,55.128773,25.462581,56.264183,7.672205,0.107731
4.54,59.133862,54.095424,25.11239,55.012007,7.678167,0.106502
4.548333,57.807605,53.40216,24.538125,53.980062,7.701872,0.104673
4.556667,56.35116,52.705976,23.912239,52.890574,7.705095,0.103613
4.565,54.626627,51.786827,23.514509,51.671113,7.685379,0.102903
4.573333,52.847552,50.664268,23.464979,50.440161,7.671188,0.101152
4.581667,51.291935,49.608523,23.1945,49.219611,7.671977,0.099745
4.59,49.971367,48.772738,22.53796,48.051935,7.681979,0.099236
4.598333,48.479343,48.00798,22.200879,47.026898,7.67941,0.097902
4.606667,47.106196,47.076133,22.049276,45.984149,7.679519,0.095926
4.615,46.22532,45.8808,21.637435,44.756525,7.701802,0.094288
4.623333,45.031013,44.941112,21.269897,43.660739,7.7038,0.092527
4.631667,43.204179,44.523032,21.153777,42.899597,7.669039,0.090513
4.64,41.817863,44.122483,21.001359,42.23111,7.655407,0.089233
4.648333,40.952521,43.245787,20.851012,41.340806,7.672906,0.087736
4.656667,40.049789,41.844018,20.704734,40.074047,7.697488,0.084849
4.665,38.797986,40.921115,19.804858,38.756583,7.709352,0.082392
4.673333,37.300347,40.611003,18.458035,37.632528,7.702109,0.081239
4.681667,36.157754,39.615207,18.538834,36.695125,7.689021,0.080049
4.69,35.201701,38.682554,19.083002,36.037997,7.679956,0.078465
4.698333,34.20522,38.534606,18.796295,35.585137,7.678947,0.076762
4.706667,33.490152,38.131919,18.265474,34.915792,7.684372,0.075262
4.715,32.99209,37.503198,17.909184,34.208237,7.685325,0.074045
4.723333,32.391177,37.502905,17.777348,34.014817,7.671973,0.072927
4.731667,32.068441,37.483841,17.702444,33.893341,7.676334,0.071584
4.74,32.115702,36.97918,17.575278,33.489775,7.707153,0.070255
4.748333,31.784174,36.605372,17.490504,33.114101,7.712605,0.070158
4.756667,31.279401,36.500891,17.454058,32.911612,7.698767,0.070114
4.765,31.531784,36.245939,17.373496,32.751058,7.718208,0.067471
4.773333,31.645648,35.736152,17.243338,32.354852,7.720514,0.065258
4.781667,31.138692,35.16327,17.127083,31.778686,7.690803,0.064998
4.79,30.583328,34.875762,17.122392,31.441032,7.682465,0.064764
4.798333,30.357676,34.762491,17.238798,31.354708,7.690395,0.063863
4.806667,30.528305,34.5631,17.387902,31.314136,7.690547,0.062607
4.815,30.723557,34.407195,17.372153,31.240459,7.711821,0.06166
4.823333,30.775985,34.299896,17.253137,31.124603,7.742086,0.061079
4.831667,30.82,34.052421,17.334759,30.993421,7.72622,0.060219
4.84,30.850503,33.653953,17.452861,30.765376,7.698998,0.058874
4.848333,30.831386,33.274464,17.335072,30.436465,7.703564,0.057345
4.856667,30.803146,33.36995,16.946727,30.334827,7.707815,0.056846
4.865,30.77761,33.578069,16.701932,30.379299,7.705013,0.056998
4.873333,30.711083,33.308167,16.990902,30.29729,7.708812,0.056598
4.881667,30.481665,33.171205,17.246438,30.256159,7.708872,0.055728
4.89,29.993297,33.528611,17.039839,30.313661,7.707978,0.054569
4.898333,29.257936,33.883594,16.541492,30.197295,7.736639,0.053062
4.906667,28.809109,33.902546,16.153238,29.951612,7.761897,0.051983
4.915,29.064956,33.549123,16.216817,29.777014,7.732844,0.052093
4.923333,28.651586,33.150393,16.399601,29.468595,7.715629,0.051776
4.931667,27.283045,32.773811,16.373243,28.879347,7.744482,0.050275
4.94,27.15074,31.98459,16.145038,28.187343,7.748678,0.049326
4.948333,27.135878,31.559578,15.953737,27.798679,7.727575,0.048892
4.956667,25.866778,31.933131,15.866836,27.746216,7.712721,0.048342
4.965,24.711226,31.741228,15.453492,27.175232,7.723922,0.047731
4.973333,24.274606,30.797003,14.8148,26.130395,7.74613,0.047085
4.981667,23.974799,30.315561,14.58073,25.620092,7.737046,0.046365
4.99,23.677455,30.275648,14.475899,25.479784,7.720783,0.045911
4.998333,23.329328,30.254308,14.248683,25.288002,7.720111,0.045914
5.006667,22.724208,29.960567,14.205582,24.926193,7.717395,0.046098
5.015,21.967636,29.440679,14.19912,24.3877,7.718409,0.046059
5.023333,21.420044,28.999771,13.753911,23.762918,7.744569,0.045459
5.031667,21.092683,28.622967,13.364868,23.25093,7.752788,0.044902
5.04,20.824965,28.253998,13.363762,22.91966,7.724198,0.044895
5.048333,20.421722,27.997416,13.115337,22.541374,7.72746,0.04509
5.056667,20.05279,27.887746,12.811131,22.257382,7.763052,0.044983
5.065,20.102601,27.890751,13.10454,22.394627,7.769213,0.04431
5.073333,20.355493,28.040577,12.911351,22.476763,7.749588,0.04388
5.081667,20.543115,28.163266,12.202316,22.30891,7.72511,0.043958
5.09,20.527708,27.922901,12.31546,22.180306,7.716894,0.044023
5.098333,20.627522,27.817858,12.729495,22.302788,7.725525,0.044
5.106667,21.13839,28.418512,12.375018,22.70345,7.740294,0.044017
5.115,21.543162,29.06325,11.966477,23.084762,7.75484,0.043939
5.123333,21.785222,29.484207,11.906888,23.412682,7.767222,0.043937
5.131667,22.289735,29.913237,12.063847,23.901803,7.776466,0.0444
5.14,23.173598,30.376292,12.322077,24.544117,7.763489,0.045044
5.148333,24.374386,30.793854,12.586391,25.221718,7.724806,0.045576
5.156667,25.778176,31.130022,12.783672,25.858584,7.73007,0.046686
5.165,27.297572,31.877649,13.11732,26.878689,7.765455,0.047968
5.173333,29.005109,33.691624,13.885021,28.892252,7.749566,0.04838
5.181667,31.531407,35.739838,14.648428,31.251127,7.715237,0.04952
5.19,34.994593,37.661731,15.193169,33.631761,7.710088,0.052216
5.198333,38.421686,40.530915,16.033122,36.815423,7.743314,0.054796
5.206667,41.777901,43.908887,17.269205,40.519503,7.769433,0.057701
5.215,45.56515,46.856885,18.780195,44.122191,7.738086,0.06221
5.223333,49.997126,50.644672,20.714148,48.647428,7.719032,0.067108
5.231667,54.796898,55.775825,23.055816,54.391287,7.754737,0.071498
5.24,58.975822,60.031173,25.323885,59.334317,7.764319,0.076623
5.248333,62.37,63.27,27.35,63.27,7.737,0.083
5.256667,65.341858,66.550984,29.221601,67.079587,7.710073,0.090264
5.265,68.076383,69.70752,31.124083,70.758416,7.700386,0.097018
5.273333,70.541584,72.27837,33.159174,74.008499,7.707154,0.103279
5.281667,72.442094,73.931159,35.218165,76.483166,7.71162,0.111297
5.29,73.554383,75.184823,36.861366,78.32403,7.709193,0.119702
5.298333,73.9649,76.748485,37.744343,79.915641,7.704559,0.126192
5.306667,74.900778,78.279335,38.639444,81.599729,7.707852,0.13288
5.315,76.38614,79.321612,39.698821,83.116995,7.714976,0.139779
5.323333,76.983368,79.782594,40.170403,83.776016,7.706771,0.143706
5.331667,77.523255,80.134354,40.660367,84.356357,7.687685,0.146509
5.34,78.774953,80.785096,41.671845,85.531009,7.667607,0.150349
5.348333,79.684286,81.597411,42.451356,86.646047,7.652536,0.154411
5.356667,80.060713,82.382639,42.829596,87.451056,7.652801,0.157774
5.365,81.005482,82.993528,43.535556,88.394613,7.677933,0.160189
5.373333,81.894149,83.257366,44.229613,89.075151,7.697681,0.162258
5.381667,82.137124,83.043505,44.546845,89.114613,7.689695,0.164338
5.39,82.802704,82.3755,45.049008,88.993345,7.686767,0.16547
5.398333,83.674975,81.483743,45.913428,88.905496,7.680366,0.166112
5.406667,83.81483,80.648415,46.838595,88.725693,7.645836,0.16735
5.415,84.010325,79.859297,47.492609,88.476362,7.634418,0.16811
5.423333,84.688312,79.126114,47.964894,88.293864,7.660027,0.167993
5.431667,85.223121,78.565901,48.969588,88.428817,7.658142,0.16825
5.44,85.420295,78.147562,50.063989,88.631733,7.626902,0.169063
5.448333,85.513258,77.70467,50.220267,88.400898,7.614874,0.16969
5.456667,85.52313,77.112861,50.161512,87.952523,7.622608,0.170099
5.465,85.451455,76.293771,50.540224,87.503209,7.639588,0.170404
5.473333,85.34645,75.234609,51.2493,87.010517,7.653298,0.170713
5.481667,85.260094,73.932775,52.101172,86.406653,7.651165,0.171135
5.49,85.144927,72.695491,52.760537,85.76395,7.634638,0.171695
5.498333,84.792506,72.335204,52.673235,85.392608,7.629086,0.172273
5.506667,84.404886,72.477536,52.409032,85.302926,7.632933,0.172867
5.515,84.483329,71.741732,53.386837,85.197282,7.620677,0.173573
5.523333,84.435792,70.915893,54.419368,85.022777,7.617756,0.174197
5.531667,83.86033,70.784496,54.382557,84.789055,7.633847,0.174709
5.54,83.338471,70.701968,53.960419,84.43578,7.624436,0.175494
5.548333,83.194076,70.392959,53.664829,84.052085,7.591436,0.176673
5.556667,83.375877,69.989708,53.697431,83.816845,7.576295,0.178087
5.565,83.09688,69.583807,53.906474,83.551476,7.588274,0.179372
5.573333,82.066493,69.245369,53.979617,83.105391,7.612245,0.180432
5.581667,81.323455,69.059056,53.646451,82.665328,7.621612,0.181716
5.59,80.766514,69.231152,53.134446,82.45076,7.607896,0.182965
5.598333,79.446619,69.852034,52.90178,82.499912,7.584049,0.183594
5.606667,77.946288,70.031244,52.38552,82.077705,7.576697,0.184739
5.615,76.972316,69.731291,51.633389,81.336173,7.586002,0.186466
5.623333,76.843657,69.931625,51.461867,81.380784,7.584799,0.18745
5.631667,76.680514,70.594863,51.216239,81.717257,7.569291,0.188037
5.64,75.448806,71.044127,49.825647,81.188684,7.553664,0.189378
5.648333,74.664174,71.197929,48.720878,80.662501,7.54814,0.19084
5.656667,74.634771,70.973054,48.353326,80.3342,7.542754,0.191826
5.665,74.372209,70.274819,48.030276,79.632765,7.516904,0.192126
5.673333,73.879661,70.07546,47.689407,79.236062,7.497959,0.191975
5.681667,73.627011,71.006386,47.485102,79.767749,7.5171,0.191906
5.69,73.595722,71.105969,47.087388,79.670656,7.53455,0.192431
5.698333,73.536273,70.371873,46.697149,78.968651,7.52388,0.192995
5.706667,73.209652,70.122942,46.775167,78.748542,7.481127,0.192581
5.715,73.229387,69.983683,46.69834,78.61819,7.454325,0.191925
5.723333,73.936081,69.329124,45.974604,78.001073,7.473565,0.191952
5.731667,74.256902,68.801497,45.473056,77.484989,7.479109,0.192094
5.74,74.172742,68.450494,45.016348,77.024795,7.465934,0.191977
5.748333,74.176183,68.043668,44.123893,76.359626,7.45383,0.1915
5.756667,74.378122,67.682179,43.32531,75.811924,7.433889,0.190787
5.765,74.738806,67.393619,42.904488,75.511738,7.409166,0.190086
5.773333,75.094854,67.014853,42.421364,75.115367,7.406972,0.189757
5.781667,75.33643,66.745789,41.836585,74.72857,7.409745,0.190024
5.79,75.465273,66.700706,41.254177,74.482365,7.39289,0.190773
5.798333,75.780913,66.144201,40.601101,73.882458,7.375051,0.190912
5.806667,76.331113,65.002136,39.831014,72.863973,7.364734,0.190128
5.815,76.630461,64.612331,39.051356,72.323894,7.33751,0.189859
5.823333,76.873612,64.392502,38.545197,72.006396,7.312427,0.190012
5.831667,77.373081,63.383603,38.422183,71.339744,7.310814,0.189996
5.84,77.828137,62.225005,38.112979,70.48095,7.300468,0.190039
5.848333,78.120244,61.320234,37.467594,69.628693,7.274075,0.190042
5.856667,78.480871,60.296259,37.053999,68.796599,7.269706,0.189407
5.865,78.527374,59.008963,36.672699,67.719659,7.274786,0.188946
5.873333,78.213253,57.656118,36.054053,66.421392,7.271257,0.189075
5.881667,78.384696,56.790057,35.304182,65.523097,7.264104,0.188757
5.89,78.884716,56.113089,34.649468,64.868187,7.255437,0.188017
5.898333,78.570266,54.587104,34.299406,63.550102,7.241254,0.18799
5.906667,78.114464,52.93152,33.891445,62.088141,7.218749,0.187892
5.915,78.113047,51.829879,33.218042,61.018994,7.189697,0.18723
5.923333,78.079071,50.967613,32.635757,60.150677,7.163325,0.186998
5.931667,77.981859,49.777039,32.376353,59.163562,7.15093,0.186983
5.94,78.224806,47.91597,32.361397,57.871765,7.154116,0.186231
5.948333,78.643553,46.347973,32.114334,56.731496,7.136932,0.186136
5.956667,78.891713,45.120111,31.662425,55.712846,7.096355,0.186867
5.965,78.625047,43.148179,31.57793,54.203696,7.069672,0.18683
5.973333,78.105599,40.969891,31.555949,52.515107,7.056998,0.185627
5.981667,77.799805,39.544507,31.122536,51.236161,7.045478,0.18386
5.99,77.820794,38.588034,30.584618,50.324011,7.044157,0.182525
5.998333,77.966553,37.572622,30.216386,49.472416,7.042082,0.182033
6.006667,77.769106,35.948913,30.091998,48.210181,7.006752,0.182035
6.015,77.433496,34.302392,29.62014,46.756998,6.968588,0.181938
6.023333,77.365006,33.343413,28.496402,45.586244,6.960969,0.181311
6.031667,77.348466,32.36508,27.941701,44.645489,6.931155,0.180396
6.04,76.998366,31.184029,27.780491,43.645542,6.894105,0.179328
6.048333,75.997352,30.069982,26.907345,42.2548,6.908004,0.178052
6.056667,75.225152,28.839816,26.021814,40.825981,6.914724,0.176106
6.065,75.005158,27.447906,25.636931,39.610266,6.86877,0.173738
6.073333,74.164759,26.310593,24.760055,38.238041,6.823844,0.172339
6.081667,73.104075,25.021419,23.412042,36.51402,6.792619,0.172009
6.09,73.06121,22.934411,22.327996,34.550927,6.759693,0.171942
6.098333,73.006845,21.493817,21.511354,33.162008,6.752567,0.172083
6.106667,72.138752,21.119027,20.657148,32.34311,6.762384,0.17215
6.115,71.023728,19.977549,19.440691,30.761448,6.718638,0.171287
6.123333,70.098373,18.356203,18.425089,28.960252,6.671301,0.16983
6.131667,69.46937,17.3877,18.147319,28.008796,6.688556,0.168622
6.14,68.733709,16.569619,17.53206,27.001018,6.672106,0.167758
6.148333,67.486814,15.534961,16.325387,25.472447,6.600511,0.167084
6.156667,65.666817,14.535044,15.73948,24.098098,6.592655,0.166366
6.165,64.387828,13.516063,15.362066,22.918923,6.608154,0.165975
6.173333,64.197388,12.371145,14.530704,21.704785,6.580665,0.166061
6.181667,63.492781,11.1664,13.448001,20.226373,6.52516,0.165803
6.19,62.04672,9.967346,12.507755,18.646045,6.473437,0.16503
6.198333,61.267237,8.809887,12.02818,17.442839,6.452551,0.164412
6.206667,60.287324,7.735467,11.558898,16.257211,6.434562,0.163919
6.215,58.303333,6.786129,10.879087,14.842312,6.397888,0.163318
6.223333,56.299713,5.999233,10.800192,13.793074,6.373441,0.162409
6.231667,54.416955,5.399438,10.992678,13.021137,6.363029,0.161119
6.24,52.195371,4.999833,10.468345,12.014147,6.34369,0.159626
6.248333,50.504841,4.800284,9.987192,11.288807,6.312872,0.158896
6.256667,49.573781,4.72273,9.988408,11.026804,6.277795,0.159459
6.265,48.164876,4.585286,9.686632,10.48862,6.25005,0.160828
6.273333,46.496627,4.258195,9.243308,9.694911,6.240018,0.162111
6.281667,45.631467,3.74197,9.282271,9.144574,6.242384,0.162711
6.29,45.254157,3.250137,9.271723,8.701005,6.214446,0.163564
6.298333,44.703904,2.874871,8.99276,8.190682,6.158789,0.164705
6.306667,43.331036,2.587747,8.673179,7.539984,6.119753,0.165214
6.315,41.712769,2.559234,8.537643,7.097827,6.105191,0.16488
6.323333,40.621631,2.901169,8.73882,7.186134,6.100908,0.163903
6.331667,39.394668,3.288467,9.287512,7.425719,6.101394,0.162267
6.34,37.815322,3.594965,9.8775,7.543563,6.092911,0.160294
6.348333,36.445362,3.996502,9.983115,7.564493,6.056242,0.158728
6.356667,35.512741,4.464486,10.150791,7.756609,6.016058,0.157931
6.365,34.877054,4.910663,10.937726,8.267237,5.999389,0.157492
6.373333,33.916176,5.340048,11.843181,8.744003,5.994562,0.155641
6.381667,32.67004,6.002111,12.39883,9.173,5.985588,0.152588
6.39,31.728024,7.224282,12.421309,9.842931,5.959081,0.150072
6.398333,31.517507,8.598119,12.69708,10.895074,5.911949,0.148569
6.406667,32.053456,9.680572,13.525879,12.14462,5.868348,0.148003
6.415,32.911255,10.475995,14.017528,13.11797,5.873242,0.148386
6.423333,33.97,11.14,14.27,13.94,5.884,0.15
6.431667,35.270249,11.867162,14.66013,14.919303,5.845026,0.1527
6.44,36.881791,12.793611,14.733796,15.975901,5.809663,0.154181
6.448333,38.55422,13.783059,14.49657,16.957876,5.815061,0.153356
6.456667,39.58733,14.3723,14.892323,17.776961,5.829094,0.151893
6.465,39.889758,14.807076,15.793495,18.53795,5.820228,0.151011
6.473333,39.739672,15.521254,16.60988,19.365577,5.773629,0.151098
6.481667,39.582794,16.141316,17.290052,20.059568,5.732713,0.150487
6.49,39.530219,16.640862,17.718774,20.578952,5.727111,0.149192
6.498333,39.357744,17.455242,17.654605,21.09815,5.752671,0.149161
6.506667,39.129,18.157997,17.6407,21.549201,5.758572,0.150171
6.515,38.992467,18.27994,18.144645,21.816797,5.71361,0.150947
6.523333,38.88003,18.451234,18.37858,22.014203,5.695376,0.150768
6.531667,38.488689,18.868797,18.301586,22.197198,5.706596,0.150038
6.54,37.582624,19.127115,18.620425,22.310442,5.678171,0.149929
6.548333,37.316584,18.983119,18.831712,22.232097,5.663711,0.149972
6.556667,37.934092,18.564486,18.579123,21.964384,5.688464,0.149464
6.565,37.806469,18.422392,18.29642,21.719628,5.682105,0.14821
6.573333,36.87,18.68,18.42,21.75,5.643,0.147
6.581667,36.210578,19.086551,19.07901,22.167045,5.620498,0.146914
6.59,35.683214,19.467531,19.378665,22.442404,5.6085,0.146944
6.598333,34.958153,19.891757,19.034771,22.437825,5.600061,0.146222
6.606667,34.032081,20.787147,19.444875,23.046677,5.613401,0.14536
6.615,33.155276,21.516629,20.140724,23.669016,5.62809,0.14499
6.623333,32.550788,21.418683,20.264502,23.51702,5.617873,0.145135
6.631667,32.142145,21.031028,20.44858,23.222643,5.591305,0.14467
6.64,31.773788,20.675657,20.982888,23.1054,5.565836,0.143364
6.648333,31.281239,20.232348,21.428098,22.863799,5.561424,0.142297
6.656667,30.892849,20.040914,21.120002,22.516363,5.570388,0.142015
6.665,30.801896,20.362805,20.014151,22.271355,5.575867,0.142246
6.673333,30.575024,20.59074,19.823327,22.301029,5.577047,0.141563
6.681667,30.313038,20.664117,20.520796,22.576406,5.576922,0.140078
6.69,30.711425,21.209533,19.856932,22.781373,5.580424,0.139811
6.698333,30.935264,21.426374,18.829383,22.561712,5.592529,0.140048
6.706667,30.692897,20.781,18.299263,21.820229,5.603474,0.14
6.715,31.148207,19.820929,17.385055,20.848095,5.58504,0.140078
6.723333,32.312929,19.176301,16.074139,20.098245,5.558633,0.140051
6.731667,33.23938,19.264078,15.013779,19.927708,5.575467,0.139351
