time(sec),semimem,bifem,vasmed,vaslat,rf,medgas,latgas,tfl,tibant,peronl,soleus,addmagnus,gmax,gmed, sartorius
2.065003,0.008500,0.178675,-0.068642,-0.817800,0.039217,0.065487,0.035032,0.125671,-0.631371,-0.021649,0.064729,0.158190,0.064377,-0.003730,0.010441,
2.065837,0.007641,0.191011,-0.154066,-0.787380,-0.011202,0.059427,-0.010941,0.006284,-0.484202,0.060375,0.085000,0.151210,0.077108,0.008119,0.002858,
2.066670,0.001962,0.164864,-0.045104,-0.685969,-0.048432,0.026760,-0.006330,-0.055412,-0.276980,0.059573,0.082779,0.108199,0.053773,-0.009778,0.006015,
2.067503,0.001685,0.085752,0.232436,-0.637571,-0.079379,-0.008555,0.097540,-0.124935,-0.050958,0.052239,0.052042,0.091190,0.046533,0.012159,-0.002824,
2.068337,-0.007691,0.042625,0.163858,-0.726435,-0.058773,-0.015843,0.192041,-0.008427,-0.465282,-0.000681,0.030551,0.091498,0.023002,-0.009228,-0.003522,
2.069170,-0.005721,-0.039305,-0.108495,-0.577753,-0.046782,0.010392,0.225625,0.246244,-0.267724,-0.088793,0.041251,0.130888,0.036076,0.011812,-0.009051,
2.070003,-0.014229,-0.195462,-0.113911,-0.307368,-0.028506,0.061767,0.183061,0.415554,0.288707,-0.141578,0.060999,0.163463,0.002984,-0.009558,-0.009802,
2.070837,-0.009113,-0.287617,-0.088925,-0.124598,-0.040012,0.076487,0.181097,0.402445,-0.081392,-0.148174,0.107986,0.195751,0.021759,0.008601,-0.010205,
2.071670,-0.012197,-0.260536,-0.044698,0.116663,-0.031005,0.092403,0.381180,0.216941,-0.245524,-0.072533,0.078928,0.189816,0.004419,0.004183,-0.011331,
2.072503,-0.009905,-0.224517,0.015847,0.395779,-0.013600,0.120813,0.439059,0.120048,-0.054804,-0.004187,0.035781,0.189914,0.022885,0.004501,-0.008303,
2.073337,-0.011548,-0.189885,0.011209,0.665121,-0.004799,0.064681,0.286341,0.053074,0.191899,0.041190,0.014090,0.164266,0.007469,-0.002805,-0.014094,
2.074170,-0.009657,-0.109097,0.002860,0.829001,-0.012300,0.036473,0.022907,-0.010959,0.576651,0.036173,-0.007379,0.111575,0.016657,-0.010107,-0.005517,
2.075003,-0.004082,-0.068081,-0.013642,0.933776,-0.011304,-0.074423,-0.206985,-0.072497,0.780575,0.087462,0.023373,0.050507,0.007916,0.005482,-0.008513,
2.075837,-0.005510,-0.077344,0.048814,0.820552,-0.018980,-0.225724,-0.224470,0.049278,0.307214,0.078366,0.024512,-0.008070,-0.013061,-0.009903,-0.000964,
2.076670,0.002077,-0.069221,0.051667,0.557905,-0.009319,-0.253073,-0.145363,-0.103252,0.563523,0.079565,-0.083360,-0.078768,-0.016470,0.010265,-0.002098,
2.077503,0.001892,-0.026196,0.018098,0.269154,-0.020103,-0.061381,-0.333158,-0.384521,0.481040,0.148463,-0.049755,-0.139114,-0.041468,-0.017936,0.006847,
2.078337,0.012542,0.008713,0.053843,-0.012913,-0.048232,0.090285,-0.613051,-0.278479,0.650565,0.132187,-0.025190,-0.213607,-0.034121,0.006657,0.009541,
2.079170,0.009001,0.028700,0.033012,-0.295991,-0.079932,0.157101,-0.491514,-0.033834,1.672227,0.036551,-0.065581,-0.312373,-0.046683,-0.003388,0.011014,
2.080003,0.014302,0.026236,-0.011284,-0.423788,-0.093359,0.127662,-0.260577,0.128804,1.597809,-0.017434,-0.080207,-0.344937,-0.026106,-0.005652,0.014008,
2.080837,0.008910,0.029849,-0.040896,-0.364411,-0.027008,0.026729,0.049541,0.138375,0.476058,-0.023508,-0.135205,-0.344527,-0.054366,0.004900,0.007377,
2.081670,0.008991,-0.011094,-0.057803,-0.071663,0.078681,-0.043721,0.262861,-0.027019,0.219511,-0.032641,0.005410,-0.303263,-0.034280,0.003853,0.010190,
2.082503,0.006453,-0.037024,-0.058790,0.162945,0.120841,-0.092489,0.237851,-0.185851,0.227502,-0.073071,0.163967,-0.217485,-0.034666,0.005095,0.003823,
2.083337,0.006477,0.007537,-0.036979,0.153469,0.121251,-0.116475,0.371883,-0.162212,-0.836753,-0.101016,0.146009,-0.123745,-0.028032,0.000843,0.009938,
2.084170,0.010276,0.112168,-0.029432,0.217636,0.096635,-0.230220,0.598726,-0.118907,-2.346400,-0.130382,0.037243,-0.024816,-0.039210,0.014443,0.005792,
2.085003,0.004874,0.150804,-0.022854,0.100956,0.060648,-0.317406,0.480411,-0.125026,-2.086419,-0.180872,-0.021996,0.029437,-0.057612,-0.016053,0.008164,
2.085837,0.006590,0.113970,-0.014172,-0.140853,0.019599,-0.124081,0.207137,-0.172574,-0.916272,-0.104194,-0.118262,0.055891,-0.043334,0.005483,0.000720,
2.086670,-0.002738,0.041939,0.002282,-0.318100,0.021892,0.154785,0.089465,-0.165182,-0.712654,-0.004285,-0.185969,0.057128,-0.043130,-0.014635,-0.000220,
2.087503,-0.001297,0.018170,-0.004595,-0.348662,0.043437,0.259669,0.028537,-0.037435,-0.495746,0.077474,-0.055461,0.073616,-0.022561,0.009501,-0.004882,
2.088337,-0.009687,0.042802,-0.034323,-0.367841,0.056924,0.205086,-0.000974,0.119541,-0.121071,0.121828,0.017512,0.064225,-0.021340,-0.007865,-0.007778,
2.089170,-0.007315,-0.058898,0.050755,-0.407318,0.082790,0.136611,-0.033868,0.194494,0.468652,0.115927,-0.006726,0.069187,0.009333,0.003307,-0.007232,
2.090003,-0.010048,-0.079748,0.086169,-0.339144,0.054336,0.133276,-0.113949,0.069157,0.490335,0.081710,-0.035245,0.096253,0.033572,-0.003216,-0.010416,
2.090837,-0.009493,0.000802,0.002358,-0.194503,0.024485,0.097097,-0.214979,-0.083139,0.223593,0.045084,0.002305,0.107564,0.049825,-0.000731,-0.006189,
2.091670,-0.009006,-0.022549,0.037828,-0.007153,-0.008163,0.037190,-0.401647,-0.089524,0.214382,0.129305,0.032699,0.105703,0.064321,0.001607,-0.012403,
2.092503,-0.011480,-0.123195,0.047936,0.156664,-0.039973,0.024303,-0.404453,0.135889,0.112426,0.196249,0.069842,0.062890,0.049560,-0.005510,-0.006470,
2.093337,-0.010958,-0.142414,-0.027587,0.222940,-0.073101,0.010761,-0.249435,0.286665,-0.078795,0.205909,0.084918,0.024270,0.053106,0.012404,-0.014628,
2.094170,-0.017654,-0.085855,0.007641,0.273320,-0.078569,0.003962,-0.119763,-0.075174,-0.208659,0.204496,0.105419,0.014379,0.027147,-0.005688,-0.012454,
2.095003,-0.010198,-0.033663,0.012927,0.279440,-0.093758,-0.008543,-0.024923,-0.316924,0.010518,0.080756,0.103603,0.061396,0.034175,0.013305,-0.013368,
2.095837,-0.013754,-0.034439,0.040752,0.217216,-0.104922,-0.009300,-0.048522,0.205697,0.025688,-0.142733,0.043184,0.079338,0.002851,-0.009353,-0.008509,
2.096670,-0.005422,-0.010021,-0.016473,0.240027,-0.072352,-0.027556,-0.025407,0.584209,0.030578,-0.317954,-0.023319,0.070090,-0.000855,0.003087,-0.008087,
2.097503,-0.008993,0.044925,0.021441,0.199130,-0.036279,-0.057611,0.105399,0.502754,0.085103,-0.571994,-0.051928,0.054273,-0.006966,-0.002018,-0.007209,
2.098337,0.000875,0.072975,0.011648,0.024365,-0.020890,-0.065234,0.382026,0.172336,0.119622,-0.546845,-0.094339,0.083455,-0.005699,0.007832,0.001156,
2.099170,0.007408,0.139798,-0.030310,-0.086640,-0.041956,-0.089125,0.257315,-0.238942,0.183192,-0.193935,-0.145944,0.056733,0.011184,-0.003680,0.006950,
2.100003,0.021453,0.201003,0.008151,-0.118444,-0.036494,-0.045447,-0.044828,-0.356399,0.595993,0.213973,-0.066940,0.033240,0.025965,-0.005430,0.023153,
2.100837,0.034016,0.280973,0.004781,-0.032568,-0.014735,-0.004313,-0.150008,-0.108409,0.751972,0.263445,-0.037655,0.030419,0.062713,0.008686,0.030243,
2.101670,0.032288,0.256804,-0.039682,0.032617,-0.004900,0.029787,0.020334,0.053566,0.693386,0.182683,0.014419,0.016399,0.063394,-0.002229,0.033110,
2.102503,0.026195,0.168978,-0.039814,-0.042644,0.002656,0.071300,0.007222,-0.284109,0.549437,0.223707,0.099076,-0.007912,0.057234,0.008362,0.020470,
2.103337,0.014062,0.095177,-0.010745,-0.288536,0.003555,0.019485,-0.192210,-0.549047,0.211865,0.151474,0.053074,-0.041635,0.035455,-0.014015,0.017199,
2.104170,0.011913,0.022118,-0.010175,-0.581894,0.012816,0.032409,-0.080161,-0.180467,-0.123202,-0.031019,0.022005,-0.073990,0.010780,0.013034,0.007123,
2.105003,0.001286,0.020575,-0.016605,-0.292195,0.007171,0.079101,0.039951,0.389526,-0.603747,-0.420572,0.026639,-0.120619,-0.008195,-0.003418,0.004740,
2.105837,0.000947,0.086550,0.124827,0.000450,0.029284,0.071542,0.047216,0.776744,-0.690213,-0.358685,0.029916,-0.131566,-0.027071,-0.007830,-0.000938,
2.106670,-0.008637,0.041177,0.074909,0.157674,0.016998,-0.094441,0.012693,0.560996,-0.495517,-0.148934,0.005449,-0.096711,-0.047485,-0.004629,-0.008846,
2.107503,-0.009771,-0.104885,-0.136764,0.338961,0.037102,-0.218588,0.026519,0.238854,-0.395494,-0.037999,-0.020204,-0.038145,-0.062378,0.004353,-0.009680,
2.108337,-0.016191,-0.212169,-0.091490,0.587369,0.062090,-0.083989,-0.076753,-0.126141,-0.539845,-0.199029,-0.039256,-0.005125,-0.057212,-0.008807,-0.017482,
2.109170,-0.018445,-0.230909,-0.048056,0.786655,0.090853,-0.061482,-0.233387,-0.425107,-0.399253,-0.143729,-0.025770,0.051810,-0.054826,-0.002300,-0.015627,
2.110003,-0.016232,-0.141203,-0.000195,0.672414,0.073306,-0.183303,-0.127278,-0.345432,0.205718,0.305803,0.009570,0.115741,-0.040367,0.010294,-0.018156,
2.110837,-0.015052,-0.062423,-0.000386,0.370869,0.042522,-0.303750,-0.029952,-0.142561,0.292091,0.700764,0.024638,0.083692,-0.018958,-0.007189,-0.009971,
2.111670,-0.011400,-0.151884,-0.015653,-0.073538,0.022109,-0.173969,0.016692,-0.053751,0.392096,0.962502,-0.005755,0.013968,0.005048,0.008426,-0.014728,
2.112503,-0.013064,-0.236805,0.001173,-0.523585,-0.017885,0.047495,0.087607,-0.125495,-0.293673,0.674044,-0.012352,-0.017419,0.002134,-0.010152,-0.008170,
2.113337,-0.002656,-0.214381,-0.004968,-0.735380,-0.064389,0.127629,0.162658,-0.384719,-1.014331,0.338041,-0.007381,-0.035162,0.024126,0.007117,-0.005104,
2.114170,-0.002914,-0.135412,0.024693,-0.862052,-0.074581,0.146378,0.180934,-0.529652,-0.010220,0.001186,0.000285,-0.061202,0.011321,-0.008125,-0.000040,
2.115003,0.005993,-0.027598,0.051426,-0.918779,-0.076298,0.167960,0.183872,-0.362258,1.287224,-0.586624,0.020994,-0.046213,0.021372,0.008974,0.004118,
2.115837,0.004223,0.120475,0.131713,-0.550089,-0.046570,0.143664,0.166335,-0.370668,0.992167,-0.729612,0.037171,-0.046911,-0.000513,-0.000786,0.004773,
2.116670,0.010543,0.135793,0.029679,-0.180534,-0.027285,0.143018,0.163579,-0.488193,-0.170915,-0.204414,0.045581,-0.020513,-0.000315,0.005474,0.011227,
2.117503,0.009689,-0.041391,-0.037977,-0.016615,-0.047373,0.115900,0.110726,-0.218760,-0.121806,0.013455,0.025593,0.001158,-0.019521,-0.000320,0.006083,
2.118337,0.007760,-0.147149,-0.082065,0.083215,-0.046356,0.091816,0.039902,0.309313,0.212346,0.015390,0.013341,0.002308,-0.023465,-0.004584,0.010090,
2.119170,0.008263,-0.030740,0.000740,0.211206,-0.026632,0.066524,0.023639,0.801521,0.766363,0.057750,-0.004635,0.007593,-0.033464,-0.000450,0.004170,
2.120003,0.004023,0.062790,0.056646,0.245045,-0.005110,0.051781,0.004888,0.916188,1.010737,-0.004539,-0.029889,0.005209,-0.032072,-0.007445,0.008461,
2.120837,0.007242,-0.014392,-0.013053,0.246563,0.016857,0.036579,-0.007051,0.542779,-0.158689,0.060676,-0.043527,0.004724,-0.038754,0.009681,0.002817,
2.121670,0.000064,-0.101883,-0.053620,0.290675,0.080778,0.031251,-0.030365,0.320538,-1.363455,0.115100,-0.050301,-0.015562,-0.042603,-0.010411,0.004783,
2.122503,0.005219,-0.097878,-0.029946,0.151043,0.147432,-0.004247,-0.042517,0.329437,-1.443609,-0.081001,-0.043672,-0.002118,-0.026451,0.010560,0.001843,
2.123337,-0.001708,-0.059424,-0.005195,-0.073710,0.208714,-0.014615,-0.072096,0.121456,-0.825337,-0.422165,-0.018160,0.003230,-0.025462,-0.007208,0.001011,
2.124170,0.003079,-0.049692,-0.017662,0.144369,0.204017,-0.014604,-0.081932,0.165283,-0.154551,-0.633984,0.028665,0.000168,-0.001554,0.006631,0.001215,
2.125003,-0.004531,0.034284,0.008186,0.431385,0.135745,-0.028443,-0.087498,0.310983,-0.418341,-0.473901,0.031949,0.005632,-0.001182,-0.001786,-0.005482,
2.125837,-0.003024,0.093560,0.009175,0.698883,0.033453,-0.032304,-0.082134,0.228081,-1.200598,-0.341268,0.012136,0.028016,0.015870,0.004011,-0.001689,
2.126670,-0.003088,0.149084,0.019481,1.068482,-0.033788,-0.040517,-0.070918,-0.053657,0.051913,-0.327641,-0.000707,0.023845,0.017179,0.006627,-0.005720,
2.127503,-0.003045,0.163003,0.023835,1.007310,-0.078695,-0.043454,-0.074781,-0.141013,0.970103,-0.173301,0.006398,0.018615,0.038523,-0.004312,0.000277,
2.128337,-0.002134,0.204528,0.029854,0.668661,-0.129093,-0.054379,-0.074205,-0.355950,0.499849,0.079056,-0.015819,0.026079,0.070049,0.005526,-0.006437,
2.129170,-0.004476,0.190069,0.035082,0.341011,-0.130712,-0.044893,-0.074517,-0.506664,0.697360,0.356824,-0.019426,0.023525,0.076561,-0.012077,-0.000380,
2.130003,0.000611,0.182767,0.025460,0.130041,-0.122809,-0.034047,-0.054622,-0.345942,1.106146,0.551537,-0.007147,0.006403,0.085262,0.004675,-0.002609,
2.130837,-0.004879,0.197786,0.021415,-0.397022,-0.064684,-0.023791,-0.034299,-0.284514,1.358494,0.747432,0.005177,0.005264,0.070550,-0.014559,-0.000001,
2.131670,0.001182,0.145407,-0.000424,-0.985353,-0.011448,-0.017895,0.004089,-0.440112,0.957708,0.923286,0.002013,0.017852,0.054108,0.006511,-0.002015,
2.132503,-0.003940,0.114234,-0.003000,-1.199393,-0.023696,-0.013551,0.024336,-0.612291,0.288583,0.586506,-0.038733,0.004381,0.025566,-0.009019,-0.001477,
2.133337,0.001276,0.104777,-0.009534,-1.149328,-0.053527,-0.017856,0.022155,-0.570975,0.048839,0.088133,-0.049276,0.016319,0.008264,0.007208,0.000396,
2.134170,-0.002243,0.128188,-0.005402,-1.107761,-0.118180,-0.016984,0.018767,-0.135799,0.472165,0.009735,-0.045756,0.029143,-0.003155,-0.002032,-0.002648,
2.135003,-0.000450,0.199252,-0.017636,-0.888222,-0.110224,-0.007009,0.016793,0.340794,0.107680,-0.129618,-0.027221,0.003691,-0.025503,0.003390,0.000840,
2.135837,-0.001430,0.229581,-0.024743,-0.533485,-0.144239,-0.018623,0.008504,0.514775,-1.264868,-0.269039,0.031997,-0.002150,-0.020667,0.007602,-0.003326,
2.136670,-0.001359,0.135513,-0.020945,-0.215780,-0.204030,-0.019025,0.007551,0.482657,-2.408326,-0.331644,0.103244,0.009392,-0.035989,-0.002217,0.001951,
2.137503,0.000532,-0.055076,-0.022129,-0.004875,-0.165217,-0.023614,0.017529,0.089196,-1.766931,-0.412074,0.068902,0.000083,-0.038099,0.005820,-0.003771,
2.138337,-0.003227,-0.188250,-0.019307,0.090571,-0.040141,-0.018777,0.011831,-0.425491,-0.519831,-0.332157,0.039931,-0.029242,-0.030706,-0.008115,0.000879,
2.139170,0.002172,-0.253943,-0.023473,0.179292,0.053106,-0.017592,0.009337,-0.421199,0.227699,-0.251710,0.026878,-0.055467,-0.046360,0.013040,-0.002250,
2.140003,-0.003710,-0.251357,-0.014190,0.234716,0.093926,-0.022591,-0.002961,0.253229,0.803096,0.035345,-0.022425,-0.081713,-0.028958,-0.007165,0.000885,
2.140837,0.002175,-0.316975,-0.014957,0.293916,0.123967,-0.002268,-0.010749,0.988750,0.582613,0.275340,-0.057460,-0.086230,-0.030580,0.011528,-0.000999,
2.141670,-0.003818,-0.388863,0.000013,0.373370,0.200420,0.011570,0.004557,0.749822,0.093060,0.029519,-0.046788,-0.079306,-0.010986,-0.004433,-0.002862,
2.142503,0.000900,-0.362608,0.004785,0.425146,0.316680,0.008487,-0.000863,0.109932,0.474847,-0.193916,0.016458,-0.055508,-0.011566,0.008730,0.001102,
2.143337,0.000619,-0.370549,0.007606,0.375031,0.311089,0.007046,-0.022314,-0.147797,0.694663,-0.438514,0.031870,-0.037176,0.013877,-0.011091,-0.000088,
2.144170,0.005260,-0.425333,0.006653,0.400840,0.317996,0.018639,-0.012835,-0.148459,0.523672,-0.179587,0.046741,0.003551,0.012061,0.001562,0.006235,
2.145003,0.006130,-0.292200,0.011095,0.437713,0.277334,0.019720,0.016233,-0.065382,0.346021,0.305866,0.044882,0.035176,0.002340,0.010676,0.002529,
2.145837,0.004301,-0.085303,0.010875,0.527533,0.186697,0.032976,0.042558,-0.077245,0.092698,0.591614,0.016357,0.079146,-0.013930,0.001295,0.008328,
2.146670,0.005571,0.063251,0.000513,0.477276,0.070681,0.030124,0.050049,-0.120584,-0.330155,0.239380,-0.025887,0.109138,0.005354,-0.014682,0.001659,
2.147503,0.000328,0.103793,0.022902,0.313872,0.000874,0.029266,0.050832,-0.049388,-0.632918,0.032050,-0.021144,0.089061,-0.029691,-0.008414,0.004955,
2.148337,0.004136,0.116389,0.003443,0.153285,-0.083427,0.026524,0.059919,-0.024816,-0.545944,0.136366,-0.019950,0.065055,-0.013321,-0.020950,0.000209,
2.149170,-0.001928,0.140686,-0.005817,-0.061165,-0.120846,0.017097,0.045310,-0.163774,-0.595627,0.017168,-0.034387,0.023895,0.000757,-0.008189,0.001457,
2.150003,0.002731,0.257237,0.024433,-0.111870,-0.142306,0.019365,0.014204,-0.400064,-0.430056,-0.072580,-0.035495,-0.000659,0.022623,0.014001,0.000000,
2.150837,-0.001268,0.370511,0.026916,-0.001310,-0.141324,-0.006128,0.006287,-0.437844,-0.092225,-0.195618,-0.025746,-0.034216,-0.003252,-0.000918,-0.000350,
2.151670,0.004993,0.339643,0.003932,0.061084,-0.172879,0.013909,0.021866,-0.076481,-0.606886,-0.880068,0.002308,-0.028392,0.002341,0.006567,0.004062,
2.152503,0.001822,0.254159,0.000659,-0.011928,-0.212267,0.010089,0.022626,0.432239,-1.129919,-0.988253,0.001027,-0.026215,0.000816,0.000602,0.001180,
2.153337,0.002337,0.165869,-0.013716,-0.145402,-0.269991,0.008684,-0.003968,0.414166,-0.110305,-0.239266,0.017381,-0.014879,-0.002161,-0.000042,0.004425,
2.154170,0.001192,0.138297,-0.068483,-0.356870,-0.220563,0.011848,0.000487,0.062619,1.082865,0.265195,0.023572,0.007727,0.013726,0.007233,-0.001619,
2.155003,-0.001008,0.100652,-0.002195,-0.720312,-0.119417,0.004479,-0.012422,-0.203709,1.323658,0.479495,0.024304,0.018069,-0.012384,-0.005644,0.002725,
2.155837,-0.000304,-0.044754,-0.013978,-0.632199,-0.080546,-0.002137,-0.011465,-0.491639,0.995948,0.714903,0.011925,0.013966,0.012455,0.012296,-0.004520,
2.156670,-0.007075,-0.193626,0.025415,-0.118401,-0.103154,-0.012744,-0.040035,-0.374541,0.634423,0.760068,-0.004277,0.006498,-0.026941,-0.016764,-0.003676,
2.157503,-0.003780,-0.221269,0.066852,0.297206,-0.140943,-0.015619,-0.044632,0.073879,0.545289,1.220140,-0.007536,0.006432,-0.000855,0.014757,-0.007260,
2.158337,-0.008734,-0.166448,-0.018299,0.336452,-0.117836,-0.020867,-0.027759,0.503575,0.206422,1.244557,0.003508,-0.015299,-0.009522,-0.006970,-0.005205,
2.159170,-0.002562,-0.053784,0.017916,0.276944,-0.075833,-0.018151,-0.024115,0.741960,-0.215900,0.169420,0.008091,-0.018037,0.023058,0.010071,-0.003924,
2.160003,-0.006782,0.053458,0.057087,0.189888,-0.008861,-0.017744,-0.027504,0.463551,-0.072524,-0.726155,-0.023854,-0.008891,0.040895,-0.004004,-0.004792,
2.160837,-0.002171,0.143248,-0.036746,-0.021307,0.004627,-0.014358,-0.048512,0.080167,0.177854,-0.264334,-0.035414,0.006245,0.049637,0.003148,-0.002319,
2.161670,-0.004141,0.148128,-0.028909,-0.232380,-0.049437,-0.009729,-0.040042,-0.159492,0.587970,-0.244869,-0.034526,0.004079,0.030824,-0.000364,-0.005661,
2.162503,-0.001555,0.095376,-0.008516,-0.467950,0.028941,0.005540,-0.029001,-0.347913,0.110971,-1.262044,-0.005164,-0.001909,0.010392,-0.003702,0.000897,
2.163337,0.001317,0.155064,-0.008380,-0.558802,0.163397,0.002700,-0.000633,-0.434000,-0.832118,-1.677603,0.021401,-0.006331,0.016106,0.009002,-0.003090,
2.164170,-0.001325,0.199856,-0.009281,-0.569143,0.209934,0.044855,0.009318,-0.322094,-0.583399,-1.310800,0.032514,-0.007611,0.008743,-0.008025,0.003281,
2.165003,0.003492,0.158404,-0.015801,-0.736031,0.221963,0.028026,0.024925,-0.091252,-0.161515,-0.914512,0.016136,0.001320,0.028573,0.009454,-0.000890,
2.165837,-0.001625,0.111033,-0.007499,-0.675778,0.193183,0.020354,0.016709,-0.037661,-0.234745,-0.725282,-0.000099,0.014566,0.004173,-0.008901,0.002859,
2.166670,0.004231,0.028969,-0.007725,-0.362050,0.174307,0.011551,0.024930,-0.225720,-0.381097,0.057214,0.009923,0.024706,0.000837,0.003435,0.001256,
2.167503,-0.000301,-0.063291,0.000300,0.005193,0.118177,0.003691,0.048804,-0.006479,-0.448766,0.972004,0.011284,0.010745,-0.016086,-0.007400,0.003001,
2.168337,0.005992,-0.153589,-0.003263,0.425550,0.086065,-0.005117,0.061919,0.385835,-0.409348,1.726563,0.000345,0.027073,-0.027687,0.007113,0.003671,
2.169170,0.000072,-0.140324,0.001877,0.765072,0.037254,-0.022097,0.058314,0.386949,-0.033267,2.524089,-0.010505,0.015480,-0.029859,-0.002616,0.000064,
2.170003,0.001931,-0.199110,0.006103,0.845048,0.017328,-0.016171,0.022420,-0.003751,0.212237,1.933558,-0.006438,0.011755,-0.051144,-0.003632,0.002863,
2.170837,-0.000332,-0.341333,0.011700,0.864976,0.039619,-0.044601,-0.031118,-0.157453,0.123657,0.615109,-0.011378,-0.004910,-0.031428,-0.001581,-0.001815,
2.171670,0.001679,-0.367310,-0.005746,1.017108,0.110081,-0.025179,-0.065981,-0.058292,-0.038283,-1.087612,-0.007900,-0.014114,-0.030986,-0.002571,0.004799,
2.172503,0.004301,-0.290472,-0.000463,0.731756,0.158479,0.001938,-0.091012,0.076596,-0.163410,-2.260946,-0.010467,-0.019858,-0.034253,0.004994,0.000886,
2.173337,0.002044,-0.211329,-0.002056,0.310738,0.204111,-0.002484,-0.091859,0.223250,-0.149125,-1.837144,-0.009741,-0.023690,-0.031308,-0.007729,0.006436,
2.174170,0.005895,-0.035186,0.005037,0.321309,0.196510,-0.016638,-0.034938,0.291026,-0.078334,-0.391695,0.000261,-0.033705,-0.024281,0.015564,0.000697,
2.175003,0.000135,0.124569,0.015168,0.174348,0.142257,0.000214,0.014304,0.213547,0.109229,1.058414,0.000493,-0.048831,-0.012093,-0.006919,0.003505,
2.175837,0.003840,0.289781,-0.000354,0.022571,0.111861,-0.002582,0.037728,-0.031161,0.258104,1.147987,-0.009778,-0.040820,0.006640,0.013628,-0.000704,
2.176670,-0.004966,0.224917,0.013553,-0.121876,0.012411,-0.001669,0.019941,-0.309275,0.129084,0.613393,-0.034801,-0.045197,0.006754,-0.008707,-0.002930,
2.177503,-0.004921,-0.046434,0.014160,-0.156230,-0.137600,-0.006030,0.018030,-0.381225,-0.039260,0.486703,-0.036102,-0.043608,0.025186,0.002522,-0.006378,
2.178337,-0.009302,-0.179311,0.014436,-0.145880,-0.288522,-0.016706,0.015534,-0.122181,0.051010,0.030260,-0.032586,-0.042411,0.021668,-0.005636,-0.009371,
2.179170,-0.002548,-0.170836,-0.003173,-0.265454,-0.347944,-0.015201,0.032766,0.060471,0.180413,-0.365972,-0.002877,-0.028725,0.025049,0.003134,-0.000468,
2.180003,0.000082,-0.086334,-0.000522,-0.308994,-0.330978,0.004928,0.051585,0.040569,0.365676,0.105306,0.015799,-0.013470,0.031676,0.006855,-0.000727,
2.180837,0.003468,0.044884,-0.013776,-0.506131,-0.250547,0.025263,0.049117,-0.044675,0.504046,-0.298346,0.028327,0.014876,0.034692,-0.001796,0.006632,
2.181670,0.007148,0.072798,-0.013795,-0.802170,-0.206941,0.013499,0.042618,-0.214444,0.136623,-0.770977,0.027679,0.043267,0.054241,-0.020837,0.003450,
2.182503,0.004864,0.042994,-0.009430,-0.759502,-0.133445,0.004475,0.016992,-0.380342,-0.112589,-0.324117,0.029255,0.039590,0.046837,-0.008156,0.008035,
2.183337,0.005311,-0.019417,-0.006939,-0.682321,-0.056356,0.011514,0.004902,-0.298179,0.299380,-0.253358,0.038069,0.052294,0.037199,0.011682,0.000853,
2.184170,-0.002500,-0.008328,0.004055,-0.623893,0.006192,0.005826,-0.002341,0.168054,0.076188,-0.405589,0.043869,0.048501,0.013574,-0.013662,0.001585,
2.185003,0.002946,0.084216,0.003564,-0.285234,0.030646,-0.003383,-0.007021,0.556370,-0.634426,-0.311045,0.053030,0.048732,-0.005584,0.015758,-0.000299,
2.185837,-0.005518,0.183730,-0.012073,0.029384,0.002829,0.006060,-0.026069,0.477261,-0.573899,0.110820,0.036978,0.022543,-0.026536,-0.002138,-0.003122,
2.186670,-0.001644,0.252000,-0.009437,0.100898,-0.029261,-0.008219,-0.039949,0.146221,-0.317484,0.327948,0.018554,0.026455,-0.047769,0.011233,-0.002613,
2.187503,-0.001458,0.331325,0.002626,0.285400,-0.065483,-0.014898,-0.055218,-0.088361,-0.366752,0.007287,-0.001985,0.035505,-0.044879,0.000788,-0.001063,
2.188337,0.003586,0.287110,0.003217,0.465092,-0.037586,-0.002644,-0.061341,-0.190909,-0.243981,-0.057022,-0.000277,0.035554,-0.025505,0.002844,0.004582,
2.189170,0.000212,0.202297,0.006225,0.457811,0.001118,-0.010181,-0.034966,-0.093204,0.263947,0.278402,0.015537,0.019933,-0.015904,0.003822,-0.003074,
2.190003,-0.001200,0.137197,-0.006806,0.299462,0.025428,0.014706,-0.033612,0.112439,0.840952,0.464219,0.061123,0.002567,-0.014254,-0.005582,0.001452,
2.190837,0.000265,0.081430,-0.010693,0.074935,0.030925,0.009327,0.007885,0.117780,1.054047,0.416342,0.097828,0.003783,0.001714,0.007743,-0.003047,
2.191670,-0.004698,0.009162,-0.007871,-0.002865,0.010006,0.007577,0.025140,-0.157464,-0.018805,0.480544,0.056942,0.000565,-0.004628,-0.025781,0.000675,
2.192503,-0.001895,-0.157350,-0.005656,0.061512,-0.021886,0.000922,0.058903,-0.397318,-0.610481,0.442314,-0.015184,-0.006455,0.004251,0.009664,-0.006605,
2.193337,-0.009633,-0.291567,0.010148,0.189788,0.029125,0.022480,0.098656,-0.303368,-0.332956,-0.124488,-0.062885,-0.015735,-0.007815,-0.010279,-0.006421,
2.194170,-0.003340,-0.343868,0.012998,0.328526,0.084783,0.043717,0.054077,-0.056331,-0.384079,-0.367301,-0.111204,-0.026500,0.008763,0.008384,-0.005633,
2.195003,-0.007271,-0.335300,0.021515,0.516259,0.073830,0.000997,0.001928,0.252783,-0.342761,-0.286981,-0.184409,-0.042860,-0.006288,-0.006059,-0.005000,
